"","GEOID","Place","State","year","total","yes_internet","no_internet","pct_no"
"168","2425150","Edgewood CDP"," Maryland","2020",9047,7802,980,10.8323201061125
"169","2425425","Edmonston town"," Maryland","2020",386,322,62,16.0621761658031
"170","2425575","Eldersburg CDP"," Maryland","2020",10661,10067,495,4.64309164243504
"171","2425600","Eldorado town"," Maryland","2020",30,27,1,3.33333333333333
"172","2425750","Elkridge CDP"," Maryland","2020",7977,7702,151,1.89294220885045
"173","2425800","Elkton town"," Maryland","2020",5601,4750,589,10.5159792894126
"174","2425925","Ellerslie CDP"," Maryland","2020",254,198,32,12.5984251968504
"175","2426000","Ellicott City CDP"," Maryland","2020",26364,24746,1291,4.89682900925504
"176","2426025","Elliott CDP"," Maryland","2020",22,17,5,22.7272727272727
"177","2426200","Emmitsburg town"," Maryland","2020",1157,912,240,20.743301642178
"178","2426550","Ernstville CDP"," Maryland","2020",12,12,0,0
"179","2426600","Essex CDP"," Maryland","2020",14863,12600,2044,13.75227073942
"180","2427250","Fairland CDP"," Maryland","2020",8741,8343,318,3.63802768561949
"181","2427325","Fairlee CDP"," Maryland","2020",192,149,43,22.3958333333333
"182","2427375","Fairmount CDP"," Maryland","2020",171,166,5,2.92397660818713
"183","2427400","Fairmount Heights town"," Maryland","2020",471,366,64,13.588110403397
"184","2427425","Fairplay CDP"," Maryland","2020",189,151,38,20.1058201058201
"185","2427500","Fairview CDP"," Maryland","2020",8,0,8,100
"186","2427580","Fairwood CDP"," Maryland","2020",2194,2194,0,0
"187","2427700","Fallston CDP"," Maryland","2020",3146,2892,254,8.0737444373808
"188","2427900","Federalsburg town"," Maryland","2020",1005,695,234,23.2835820895522
"189","2428075","Ferndale CDP"," Maryland","2020",6361,5539,752,11.8220405596604
"190","2428275","Finzel CDP"," Maryland","2020",305,283,4,1.31147540983607
"191","2428300","Fishing Creek CDP"," Maryland","2020",104,104,0,0
"192","2428425","Flintstone CDP"," Maryland","2020",65,65,0,0
"193","2428512","Flower Hill CDP"," Maryland","2020",4505,4215,223,4.95005549389567
"194","2428640","Forest Glen CDP"," Maryland","2020",2284,2025,202,8.84413309982487
