"","tract","zip","cty","tot_pop","age_above65","age_below18","median_age","white","black","asian","edu_highschool","edu_bachelor","edu_graduate","income_0to10k","income_10to50k","income_50to100k","income_100to200k","income_200k","income_median","income_per_capita","occupation_management","occupation_sales","occupation_naturalresource","occupation_production","census_response_rate2020","census_response_rate2010","nbanks_zip","pct_anymembershp_zip","census","county","USPS","ANSICODE","NAME","ALAND","AWATER","ALAND_SQMI","AWATER_SQMI","INTPTLAT","INTPTLONG"
"21",24001002000,21502,24001,5780,0.185813148788927,0.205882352941176,45.5862456747405,0.976470588235294,0.00657439446366782,0.0112456747404844,0.399315738025415,0.189638318670577,0.0850439882697947,0.123445825932504,0.440053285968028,0.254884547069272,0.154085257548845,0.0275310834813499,44995.6269982238,23487.4031971581,0.357690754945499,0.257165926524021,0.0524828421477594,0.126766249495357,0.743000030517578,0.699000000953674,10,0.551935017108917,"24001002000",24001,"MD",1713506,"Allegany County",1093502055,14761330,422.204,5.699,39.612313,-78.703104
"22",24001002100,21539,24001,3305,0.180937972768533,0.169137670196672,44.4353101361573,0.990620272314675,0,0.000605143721633888,0.510745891276865,0.139064475347661,0.0467762326169406,0.0571216617210683,0.523738872403561,0.350890207715134,0.0682492581602374,0,45428.2425816024,20735.7381305638,0.21664167916042,0.210644677661169,0.152173913043478,0.163418290854573,0.646999955177307,0.71127188205719,NA,NA,"24001002100",24001,"MD",1713506,"Allegany County",1093502055,14761330,422.204,5.699,39.612313,-78.703104
"23",24001002200,21562,24001,3728,0.200107296137339,0.196888412017167,46.8908261802575,0.987124463519313,0.00214592274678112,0,0.477494373593398,0.124906226556639,0.0525131282820705,0.0998711340206186,0.455541237113402,0.319587628865979,0.122422680412371,0.00257731958762887,45053.8807989691,24149.6643041237,0.206985769728331,0.234799482535576,0.0756791720569211,0.188227684346701,0.638999998569489,0.706121981143951,NA,NA,"24001002200",24001,"MD",1713506,"Allegany County",1093502055,14761330,422.204,5.699,39.612313,-78.703104
"24",24003701101,21140,24003,4000,0.18375,0.243,44.83075,0.9745,0.01675,0.00575,0.184070796460177,0.536991150442478,0.234690265486726,0.0136892539356605,0.210814510609172,0.191649555099247,0.352498288843258,0.231348391512663,117733.023271732,51235.022587269,0.507345739471107,0.241429970617042,0.0719882468168462,0.0763956904995103,0.838000059127808,0.817373871803284,NA,NA,"24003701101",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"25",24003701102,21037,24003,7734,0.0985259891388673,0.226790793897078,38.4660718903543,0.916343418670804,0.0140936126196018,0.021722265321955,0.253051557660776,0.357442157041355,0.12989615594826,0.024390243902439,0.197073170731707,0.335284552845528,0.31609756097561,0.127154471544715,91467.162601626,45348.5499186992,0.437323943661972,0.240140845070423,0.0706572769953052,0.0476525821596244,NA,0.737185597419739,10,0.57174402475357,"24003701102",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"26",24003701200,21037,24003,9048,0.120137046861185,0.23132183908046,42.0215517241379,0.945733863837312,0.0146993810786914,0,0.284096586178185,0.390008326394671,0.153705245628643,0.00355871886120996,0.15140731154966,0.252669039145907,0.395017793594306,0.197347136848916,122867.026528632,47102.3778712391,0.446791390062362,0.210420438543553,0.102796218064776,0.0690002011667672,NA,0.733543395996094,10,0.57174402475357,"24003701200",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"27",24003701300,21035,24003,7833,0.156772628622495,0.2301800076599,45.867253925699,0.866717732669475,0.0702157538618665,0.0131494957232223,0.263382899628253,0.432342007434944,0.174349442379182,0.0197026022304833,0.195539033457249,0.217472118959108,0.314126394052045,0.253159851301115,115500.25204461,62198.0661710037,0.459432799013563,0.255240443896424,0.0907521578298397,0.0732429099876695,NA,0.789569318294525,NA,NA,"24003701300",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"28",24003701400,NA,24003,3444,0.168408826945412,0.246515679442509,49.5963995354239,0.880081300813008,0.105400696864111,0,0.274591879447468,0.360820426956886,0.145667643365425,0.0220532319391635,0.222053231939163,0.225855513307985,0.234980988593156,0.295057034220532,107202.464638783,60270.4935361217,0.435416666666667,0.240972222222222,0.129861111111111,0.0381944444444444,0.7950000166893,0.784000039100647,NA,NA,"24003701400",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"29",24003702100,21032,24003,7308,0.12903667214012,0.251368363437329,42.6103995621237,0.881089217296114,0.0618500273672687,0.0125889436234264,0.202140309155767,0.516646848989298,0.202734839476813,0.0206579954093344,0.148814078041316,0.203519510328998,0.412777352716144,0.214231063504208,101730.029074216,70263.5921958684,0.609977949283352,0.193770672546858,0.0562293274531422,0.0410694597574421,0.796999990940094,0.779000043869019,NA,NA,"24003702100",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"30",24003702204,21114,24003,4217,0.132558691012568,0.261560350960398,41.0146312544463,0.842542091534266,0.0486127578847522,0.0675835902300213,0.129565816678153,0.649552033080634,0.309786354238456,0.0303225806451613,0.0948387096774193,0.224516129032258,0.398064516129032,0.252258064516129,137906.574193548,55581.7193548387,0.667155425219941,0.173998044965787,0.0244379276637341,0.0371456500488759,0.898000001907349,0.818340003490448,5,0.540188014507294,"24003702204",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"31",24003702205,21114,24003,5584,0.126432664756447,0.261640401146132,39.9249283667622,0.788144699140401,0.146848137535817,0.00626790830945559,0.15901513208515,0.562451910746345,0.274685816876122,0.019831223628692,0.158649789029536,0.360337552742616,0.389029535864979,0.0721518987341772,95690.4518987342,44926.6751054852,0.584854631507776,0.195402298850575,0.0649087221095335,0.021974306964165,0.804000020027161,0.76800000667572,5,0.540188014507294,"24003702205",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"32",24003702206,21114,24003,6503,0.0828848223896663,0.246501614639397,35.5817007534984,0.696909118868215,0.157927110564355,0.0155312932492696,0.193381359747861,0.483340837460603,0.113687528140477,0.00555081127241674,0.122971818958155,0.299743808710504,0.488898377455167,0.0828351836037575,110159.956020495,45148.7190435525,0.534007101884731,0.309205135208959,0.0524446872439224,0.0382409177820268,0.855000019073486,0.776999950408936,5,0.540188014507294,"24003702206",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"33",24003702208,21114,24003,6865,0.0683175528040787,0.263364894391843,34.2595484340859,0.700509832483613,0.192279679533867,0.087836853605244,0.148062827225131,0.630994764397906,0.249842931937173,0.00342075256556442,0.0813378943367541,0.328012162675789,0.442037248194603,0.14519194222729,114372.892056252,51363.9893576587,0.590382244143033,0.219235511713933,0.0246609124537608,0.0542540073982737,0.815999984741211,0.749000012874603,5,0.540188014507294,"24003702208",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"34",24003702209,21114,24003,4494,0.0520694259012016,0.299955496217178,35.2729194481531,0.83756119270138,0.0927903871829105,0.0391633288829551,0.0681318681318681,0.693406593406593,0.323443223443223,0.0116040955631399,0.0764505119453925,0.0955631399317406,0.547440273037543,0.268941979522184,149466.70443686,57084.4368600683,0.609042553191489,0.212386018237082,0.00379939209726444,0.0349544072948328,0.891999959945679,0.777981638908386,5,0.540188014507294,"24003702209",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"35",24003702300,21035,24003,5726,0.175515193852602,0.226859937128886,46.3077366398882,0.916695773663989,0.0122249388753056,0.0508208173244848,0.173741362290227,0.490868706811451,0.216683119447187,0.0214424951267057,0.12962962962963,0.220760233918129,0.349415204678363,0.278752436647173,128899.472222222,56903.8377192983,0.567118644067797,0.212203389830508,0.0586440677966102,0.0240677966101695,0.859000027179718,0.815999984741211,NA,NA,"24003702300",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"36",24003702402,21401,24003,6803,0.215934146699985,0.148022931059827,47.0661619873585,0.873144201087755,0.0221960899603116,0.0232250477730413,0.153718091009989,0.587680355160932,0.285608583055864,0.0373226403454658,0.186613201727329,0.229487970388649,0.388340530536706,0.158235657001851,108761.906230722,63156.6758173967,0.607705286839145,0.152137232845894,0.0489313835770529,0.046119235095613,0.766999959945679,0.699999988079071,26,0.601665019989014,"24003702402",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"37",24003702500,21401,24003,6105,0.119410319410319,0.252907452907453,38.3924488124488,0.398689598689599,0.381818181818182,0.0117936117936118,0.300807217473884,0.261633428300095,0.126780626780627,0.0703125,0.232996323529412,0.387408088235294,0.212316176470588,0.0969669117647059,66705.8046875,35744.5179227941,0.322158900435803,0.227623198122695,0.105263157894737,0.0442507542742206,0.661999940872192,0.697274267673492,26,0.601665019989014,"24003702500",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"38",24003702601,21403,24003,5545,0.138142470694319,0.251397655545537,39.6765734896303,0.812263300270514,0.159422903516682,0.0216411181244364,0.100860677783755,0.625605164066703,0.218934911242604,0.0268741159830269,0.191890617633192,0.303158887317303,0.314002828854314,0.164073550212164,103257.523338048,52380.2234794908,0.548573492235464,0.315637414228964,0.0278078728782954,0.0155290718671,0.813000023365021,0.755999982357025,7,0.519900023937225,"24003702601",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"39",24003702602,21403,24003,5769,0.172993586410123,0.206621598197261,47.8902756110244,0.78869821459525,0.111284451378055,0.0263477205754897,0.0831615120274914,0.672164948453608,0.298969072164948,0.0313152400835073,0.133194154488518,0.21294363256785,0.394989561586639,0.227557411273486,122410.591649269,64415.2162839248,0.641393442622951,0.204234972677596,0.0669398907103825,0.0368852459016393,0.786999940872192,0.743396162986755,7,0.519900023937225,"24003702602",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"40",24003702701,21401,24003,4808,0.0800748752079867,0.119176372712146,36.5013103161398,0.80865224625624,0.119176372712146,0.0555324459234609,0.15748841996912,0.605764282038085,0.31008749356665,0.012646793134598,0.19286359530262,0.342818428184282,0.359078590785908,0.0925925925925926,89680.1540198735,50694.0126467931,0.661128418137764,0.191069574247144,0.00553824852890273,0.0629975770162686,NA,0.790742933750153,26,0.601665019989014,"24003702701",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"41",24003702702,21401,24003,3746,0.227175654030966,0.226107848371596,48.9611585691404,0.881473571809931,0.0950347036839295,0.0157501334757074,0.143936667866139,0.686218064051817,0.385750269881252,0.0219478737997256,0.0946502057613169,0.149519890260631,0.366255144032922,0.367626886145405,157920.604938272,78337.438271605,0.693804403481823,0.194060419866871,0.0204813108038914,0.00665642601126472,0.748000025749207,0.785000026226044,26,0.601665019989014,"24003702702",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"42",24003706101,21401,24003,3525,0.182127659574468,0.0950354609929078,43.2325106382979,0.713758865248227,0.25531914893617,0.0130496453900709,0.184671830411741,0.527924989808398,0.200570729718712,0.0734567901234568,0.348765432098765,0.229012345679012,0.227777777777778,0.120987654320988,76592.950617284,47577.1703703704,0.548760330578512,0.242424242424242,0.0143250688705234,0.0148760330578512,NA,0.6985644698143,26,0.601665019989014,"24003706101",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"43",24003706301,21403,24003,4441,0.168205359153344,0.130826390452601,46.4780905201531,0.679351497410493,0.241387074983112,0,0.172222222222222,0.493888888888889,0.197777777777778,0.0462885738115096,0.29232693911593,0.273978315262719,0.272727272727273,0.114678899082569,74561.2247706422,58499.4933277731,0.54910394265233,0.146594982078853,0.0587813620071685,0.0695340501792115,NA,0.739930629730225,7,0.519900023937225,"24003706301",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"44",24003706302,21403,24003,3176,0.204030226700252,0.0787153652392947,48.6609256926952,0.921284634760705,0.038727959697733,0.00472292191435768,0.0792637114951164,0.71412471825695,0.342223891810669,0.0227272727272727,0.200358851674641,0.30622009569378,0.284090909090909,0.186602870813397,97105.3110047847,74114.5370813397,0.682464454976303,0.16303317535545,0.0265402843601896,0.0492890995260664,0.676999986171722,0.686999976634979,7,0.519900023937225,"24003706302",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"45",24003706401,21403,24003,7475,0.103678929765886,0.264749163879599,32.2816588628763,0.505953177257525,0.143678929765886,0.0232775919732441,0.328553871364195,0.274068004916018,0.11839410077837,0.0230572160546541,0.291631084543126,0.425704526046114,0.220324508966695,0.0392826643894108,69093.2365499573,29405.5234842015,0.265665458311756,0.173226307612636,0.179958570688762,0.0862247540134645,NA,0.705623865127563,7,0.519900023937225,"24003706401",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"46",24003706402,21403,24003,2966,0.152393796358732,0.189480782198247,42.2430209035738,0.623735670937289,0.343223196223871,0.00708024275118004,0.143699002719855,0.446509519492294,0.233000906618314,0.108510638297872,0.290780141843972,0.253191489361702,0.257446808510638,0.0900709219858156,70602.5,44191.3085106383,0.48060486522025,0.224852071005917,0.0473372781065089,0.0604865220249836,0.649999976158142,0.654000043869019,7,0.519900023937225,"24003706402",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"47",24003706500,21401,24003,5269,0.147086733725565,0.125450749667869,39.3397229075726,0.709052951224141,0.241412032643765,0.0144239893717973,0.245079536263144,0.481801024534915,0.24777568077649,0.0721030042918455,0.209871244635193,0.32274678111588,0.27381974248927,0.121459227467811,75545.9210300429,58555.8639484979,0.491889985895628,0.210860366713681,0.00246826516220028,0.0856840620592384,0.701999962329865,0.726000010967255,26,0.601665019989014,"24003706500",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"48",24003706600,21401,24003,5335,0.171134020618557,0.284723523898782,38.1693533270853,0.718650421743205,0.219681349578257,0.00862230552952202,0.119650900900901,0.563344594594595,0.270551801801802,0.0510875063227112,0.231664137582195,0.277187658067779,0.310065756196257,0.129994941831057,93705.1593323217,46463.9812847749,0.497720364741641,0.22226443768997,0.01709726443769,0.123480243161094,0.771999955177307,0.73476892709732,26,0.601665019989014,"24003706600",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"49",24003706700,21412,24003,6211,0.00112703268394783,0.032200933827081,21,0.726936081146353,0.0999838995330865,0.0489454194171631,0.0769230769230769,0.304552590266876,0.144427001569859,0.0304878048780488,0.0792682926829268,0.524390243902439,0.280487804878049,0.0853658536585366,94167,16251,0.246913580246914,0.32716049382716,0,0.280864197530864,0.728000044822693,0.546000003814697,NA,NA,"24003706700",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"50",24003707001,20764,24003,6369,0.124509342125922,0.245093421259224,43.3130632752394,0.872664468519391,0.111948500549537,0.00643743130789763,0.292632066728452,0.303753475440222,0.13531047265987,0.0236457437661221,0.227429062768702,0.290197764402408,0.338349097162511,0.120378331900258,95808.1650902837,38689.4496990542,0.393964794635373,0.286672254819782,0.124056999161777,0.0776753283039955,0.736000001430511,0.741842091083527,NA,NA,"24003707001",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"51",24003707002,20733,24003,5010,0.12315369261477,0.231736526946108,42.8654690618763,0.924550898203593,0.043313373253493,0.00658682634730539,0.274447949526814,0.332950960711213,0.111270433036995,0.014460511679644,0.156284760845384,0.319243604004449,0.421579532814238,0.0884315906562848,101237.781979978,42971.796996663,0.379737609329446,0.279883381924198,0.147959183673469,0.0688775510204082,0.763999998569489,0.727782726287842,NA,NA,"24003707002",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
"52",24003708001,NA,24003,3906,0.185867895545315,0.195340501792115,48.2806451612903,0.921658986175115,0.0307219662058372,0.00998463901689708,0.325402379286214,0.323652904128761,0.15220433869839,0.0435078178110129,0.167912984364378,0.264445955132563,0.377294357579878,0.146838885112169,106368.547246771,49140.5452073419,0.511087074094105,0.244456462952948,0.091941590048675,0.0605732828555976,0.721999943256378,0.758545696735382,NA,NA,"24003708001",24003,"MD",1710958,"Anne Arundel County",1074352780,448033952,414.81,172.987,38.991617,-76.560894
