Year,Month,STATE_CODE_VALUE,ZIP,Count
2024,7,MD,20716,24
2024,7,MD,20613,24
2024,7,MD,20695,24
2024,7,DC,20020,23
2024,7,MD,21046,23
2024,7,MD,21146,23
2024,7,MD,21787,23
2024,7,MD,20814,23
2024,7,MD,21811,22
2024,7,MD,21037,22
2024,7,MD,21204,22
2024,7,MD,21108,22
2024,7,MD,20794,21
2024,7,MD,20855,21
2024,7,MD,21550,21
2024,7,MD,20639,20
2024,7,MD,20905,20
2024,7,MD,21012,20
2024,7,MD,20853,20
2024,7,MD,20866,20
2024,7,MD,21409,20
2024,7,MD,20903,20
2024,7,MD,21114,19
2024,7,MD,20646,19
2024,7,MD,21074,18
2024,7,MD,20607,18
2024,7,MD,20737,18
2024,7,MD,21632,17
2024,7,PA,17331,17
2024,7,MD,20851,16
2024,7,MD,21793,16
2024,7,MD,21774,16
2024,7,MD,21532,16
2024,7,MD,20616,15
2024,7,MD,21090,15
2024,7,MD,21911,15
2024,7,MD,21226,15
2024,7,MD,21050,15
2024,7,MD,21903,15
2024,7,MD,21629,14
2024,7,MD,21084,14
2024,7,MD,20815,14
2024,7,MD,21704,14
2024,7,MD,21826,14
2024,7,MD,21128,14
2024,7,MD,21219,13
2024,7,MD,20832,13
2024,7,MD,20636,13
2024,7,MD,20872,13
2024,7,DC,20002,13
2024,7,MD,20650,13
2024,7,MD,21102,13
2024,7,MD,21842,13
2024,7,MD,21769,12
2024,7,MD,21054,12
2024,7,MD,21795,12
2024,7,MD,20678,12
2024,7,MD,21047,12
2024,7,MD,20640,12
2024,7,MD,20912,12
2024,7,MD,20781,12
2024,7,MD,20882,11
2024,7,MD,21851,11
2024,7,MD,20710,11
2024,7,MD,21904,11
2024,7,MD,21620,11
2024,7,MD,20769,11
2024,7,MD,21788,11
2024,7,MD,21797,11
2024,7,MD,21643,11
2024,7,DE,19973,11
2024,7,MD,20685,11
2024,7,DC,20001,11
2024,7,PA,17268,11
2024,7,MD,21017,10
2024,7,MD,21666,10
2024,7,MD,20764,10
2024,7,MD,20817,10
2024,7,WV,25419,10
2024,7,MD,21716,10
2024,7,MD,20637,9
2024,7,DC,20003,9
2024,7,MD,21617,9
2024,7,MD,21817,9
2024,7,MD,20619,9
2024,7,MD,21048,9
2024,7,MD,20634,9
2024,7,MD,21163,9
2024,7,MD,21875,8
2024,7,WV,25411,8
2024,7,WV,25427,8
2024,7,MD,21032,8
2024,7,MD,21152,8
2024,7,DC,20018,8
2024,7,MD,21783,8
2024,7,PA,17225,8
2024,7,DE,19702,7
2024,7,MD,21638,7
2024,7,VA,20147,7
2024,7,MD,20736,7
2024,7,MD,20754,7
2024,7,MD,20622,7
2024,7,MD,20833,7
2024,7,MD,20732,7
2024,7,WV,25404,7
2024,7,MD,21034,7
2024,7,MD,20759,7
2024,7,MD,21918,7
2024,7,MD,21536,7
2024,7,DC,20010,7
2024,7,MD,21639,6
2024,7,DE,19713,6
2024,7,MD,21539,6
2024,7,MD,21710,6
2024,7,WV,25401,6
2024,7,MD,21837,6
2024,7,MD,21713,6
2024,7,DC,20009,6
2024,7,MD,21791,6
2024,7,MD,21029,6
2024,7,MD,21655,6
2024,7,MD,20711,6
2024,7,MD,21660,6
2024,7,MD,20816,6
2024,7,MD,21673,6
2024,7,PA,17349,6
2024,7,MD,21863,6
2024,7,VA,22312,6
2024,7,MD,21722,6
2024,7,DC,20024,6
2024,7,MD,21104,6
2024,7,PA,17361,6
2024,7,MD,21154,6
2024,7,MD,21210,6
2024,7,MD,21111,6
2024,7,MD,21917,6
2024,7,MD,20677,6
2024,7,WV,26726,6
2024,7,MD,20895,6
2024,7,MD,20712,6
2024,7,MD,21727,6
2024,7,WV,26757,6
2024,7,MD,21545,6
2024,7,PA,17202,6
2024,7,DE,19940,5
2024,7,MD,21756,5
2024,7,MD,21661,5
2024,7,MD,21850,5
2024,7,WV,26753,5
2024,7,DE,19956,5
2024,7,PA,17320,5
2024,7,PA,17363,5
2024,7,MD,21160,5
2024,7,MD,21120,5
2024,7,MD,20662,5
2024,7,DE,19947,5
2024,7,MD,20733,5
2024,7,MD,21830,5
2024,7,PA,17314,5
2024,7,PA,17325,5
2024,7,VA,22204,4
2024,7,PA,17267,4
2024,7,WV,25428,4
2024,7,PA,17403,4
2024,7,MD,21619,4
2024,7,WV,25405,4
2024,7,MD,21087,4
2024,7,VA,22304,4
2024,7,MD,21161,4
2024,7,MD,20722,4
2024,7,MD,20714,4
2024,7,MD,21013,4
2024,7,MD,21035,4
2024,7,MD,20623,4
2024,7,PA,19362,4
2024,7,WV,25403,4
2024,7,MD,20664,4
2024,7,MD,21915,4
2024,7,PA,17408,4
2024,7,VA,22309,4
2024,7,WV,25425,4
2024,7,DE,19945,4
2024,7,MD,21754,4
2024,7,DE,19720,4
2024,7,MD,21057,4
2024,7,MD,20778,4
2024,7,DE,19711,4
2024,7,MD,20763,3
2024,7,MD,21530,3
2024,7,MD,21051,3
2024,7,DC,20017,3
2024,7,MD,21678,3
2024,7,MD,21557,3
2024,7,PA,17350,3
2024,7,VA,20121,3
2024,7,VA,22150,3
2024,7,MD,21658,3
2024,7,PA,17327,3
2024,7,MD,20621,3
2024,7,MD,20658,3
2024,7,MD,21140,3
2024,7,MD,21555,3
2024,7,MD,21750,3
2024,7,MD,20606,3
2024,7,MD,20608,3
2024,7,MD,20689,3
2024,7,DE,19977,3
2024,7,PA,17404,3
2024,7,MD,21162,3
2024,7,NC,27603,3
2024,7,PA,17252,3
2024,7,MD,21838,3
2024,7,MD,21766,3
2024,7,DC,20012,3
2024,7,MD,21668,3
2024,7,VA,22206,3
2024,7,MD,21919,3
2024,7,PA,17236,3
2024,7,MD,21757,3
2024,7,MD,20615,3
2024,7,MD,21625,3
2024,7,MD,21849,3
2024,7,VA,22203,3
2024,7,WV,26719,3
2024,7,MD,21132,3
2024,7,MD,20688,3
2024,7,MD,21874,3
2024,7,VA,22306,3
2024,7,PA,17201,3
2024,7,MD,20765,3
2024,7,VA,22485,3
2024,7,VA,20170,3
2024,7,MD,20692,3
2024,7,MD,21711,3
2024,7,MD,20755,3
2024,7,MD,20777,3
2024,7,VA,22032,3
2024,7,MD,21822,3
2024,7,MD,21155,3
2024,7,DC,20005,3
2024,7,MD,21131,2
2024,7,MD,21773,2
2024,7,PA,17233,2
2024,7,VA,20164,2
2024,7,MD,21865,2
2024,7,MD,21914,2
2024,7,MD,20609,2
2024,7,DE,19975,2
2024,7,MD,20779,2
2024,7,MD,21623,2
2024,7,MD,21659,2
2024,7,DC,20016,2
2024,7,WV,26508,2
2024,7,VA,22003,2
2024,7,DE,19808,2
2024,7,PA,17238,2
2024,7,VA,22193,2
2024,7,MD,21657,2
2024,7,MD,21841,2
2024,7,PA,17257,2
2024,7,DE,19709,2
2024,7,DE,19904,2
2024,7,VA,23415,2
2024,7,VA,22039,2
2024,7,VA,22207,2
2024,7,PA,17050,2
2024,7,MD,20618,2
2024,7,MD,21635,2
2024,7,VA,22209,2
2024,7,MD,20624,2
2024,7,PA,17340,2
2024,7,MD,21758,2
2024,7,MD,21529,2
2024,7,VA,22191,2
2024,7,MD,21645,2
2024,7,VA,22655,2
2024,7,PA,15545,2
2024,7,IL,60640,2
2024,7,MD,21651,2
2024,7,MD,20860,2
2024,7,MD,21737,2
2024,7,VA,22202,2
2024,7,MD,21755,2
2024,7,MD,21776,2
2024,7,VA,20190,2
2024,7,VA,22546,2
2024,7,MD,20676,2
2024,7,MD,20620,2
2024,7,DE,19952,2
2024,7,MD,21770,2
2024,7,MD,21647,2
2024,7,NC,28262,2
2024,7,PA,17322,2
2024,7,PA,15558,2
2024,7,DC,20037,2
2024,7,MD,21082,2
2024,7,MD,21538,2
2024,7,MD,21562,2
2024,7,MD,21654,2
2024,7,PA,17402,2
2024,7,VA,22310,2
2024,7,VA,22701,2
2024,7,MD,21872,2
2024,7,VA,22192,2
2024,7,PA,17055,2
2024,7,NJ,8069,2
2024,7,MD,21738,2
2024,7,VA,22031,2
2024,7,MD,21631,2
2024,7,PA,17345,2
2024,7,DE,19805,2
2024,7,FL,34987,2
2024,7,DE,19901,2
2024,7,MD,21053,2
2024,7,MD,21071,2
2024,7,VA,22556,2
2024,7,MD,21640,2
2024,7,MD,21649,2
2024,7,WV,26707,2
2024,7,MD,21767,2
2024,7,MD,20684,2
2024,7,MD,21540,2
2024,7,VA,22015,2
2024,7,VA,22046,2
2024,7,DC,20007,2
2024,7,MD,20841,2
2024,7,DE,19802,2
2024,7,DE,19941,2
2024,7,DE,19966,2
2024,7,MD,21798,2
2024,7,MD,21813,2
2024,7,PA,17302,2
2024,7,VA,20111,2
2024,7,VA,22079,2
2024,7,WV,25413,2
2024,7,VA,22408,2
2024,7,VA,23320,1
2024,7,WV,26763,1
2024,7,VA,22311,1
2024,7,VA,20151,1
2024,7,PA,17307,1
2024,7,PA,19142,1
2024,7,MI,48043,1
2024,7,NC,28546,1
2024,7,NJ,8050,1
2024,7,NV,89031,1
2024,7,MD,21524,1
2024,7,MD,21671,1
2024,7,FL,34601,1
2024,7,GA,31021,1
2024,7,IL,60517,1
2024,7,IN,46033,1
2024,7,LA,71280,1
2024,7,DE,19701,1
2024,7,MD,20824,1
2024,7,MD,21028,1
2024,7,FL,33029,1
2024,7,IN,46807,1
2024,7,MA,2035,1
2024,7,CA,90015,1
2024,7,VA,22302,1
2024,7,VA,22315,1
2024,7,VA,24121,1
2024,7,VA,24426,1
2024,7,MS,39560,1
2024,7,NC,27526,1
2024,7,NJ,8086,1
2024,7,NJ,8505,1
2024,7,NY,10025,1
2024,7,MD,21203,1
2024,7,MD,21672,1
2024,7,WV,26764,1
2024,7,CA,95037,1
2024,7,CT,6897,1
2024,7,GA,30312,1
2024,7,MD,21861,1
2024,7,MD,20880,1
2024,7,NJ,8016,1
2024,7,PA,17321,1
2024,7,PA,17360,1
2024,7,SC,29464,1
2024,7,TN,38464,1
2024,7,TX,78576,1
2024,7,VA,22041,1
2024,7,VA,22152,1
2024,7,VA,22201,1
2024,7,VA,22851,1
2024,7,MD,21521,1
2024,7,MD,21871,1
2024,7,ME,4730,1
2024,7,NC,27962,1
2024,7,NJ,8053,1
2024,7,NJ,8055,1
2024,7,NJ,8865,1
2024,7,SC,29732,1
2024,7,TX,75287,1
2024,7,TX,79938,1
2024,7,VA,22042,1
2024,7,VA,23701,1
2024,7,WA,98034,1
2024,7,DE,19951,1
2024,7,FL,34224,1
2024,7,IL,61109,1
2024,7,MA,2492,1
2024,7,FL,32256,1
2024,7,FL,33401,1
2024,7,FL,33881,1
2024,7,MA,1095,1
2024,7,MD,20617,1
2024,7,TX,77057,1
2024,7,VA,20194,1
2024,7,VA,22307,1
2024,7,VA,23321,1
2024,7,WI,53219,1
2024,7,WV,26705,1
2024,7,MD,21663,1
2024,7,CA,90720,1
2024,7,CA,94621,1
2024,7,DE,19707,1
2024,7,MD,21869,1
2024,7,MD,21913,1
2024,7,NJ,8031,1
2024,7,NV,89115,1
2024,7,MD,21782,1
2024,7,MD,21803,1
2024,7,MD,21856,1
2024,7,MI,48187,1
2024,7,NC,27858,1
2024,7,MD,21402,1
2024,7,NY,10032,1
2024,7,PA,15538,1
2024,7,PA,16511,1
2024,7,PA,17221,1
2024,7,MD,21607,1
2024,7,VA,20124,1
2024,7,PA,19082,1
2024,7,TN,37204,1
2024,7,FL,33647,1
2024,7,FL,34667,1
2024,7,DC,20746,1
2024,7,MD,20675,1
2024,7,MD,20725,1
2024,7,MD,20931,1
2024,7,MD,21055,1
2024,7,NC,27823,1
2024,7,NJ,8010,1
2024,7,PA,15204,1
2024,7,PA,15535,1
2024,7,PA,17263,1
2024,7,MD,21520,1
2024,7,VA,23693,1
2024,7,TX,77065,1
2024,7,BC,V0B1A,1
2024,7,CA,94945,1
2024,7,RI,2921,1
2024,7,TX,77493,1
2024,7,TX,78109,1
2024,7,VA,20175,1
2024,7,NC,28104,1
2024,7,NC,28304,1
2024,7,NJ,8648,1
2024,7,NY,11413,1
2024,7,OH,45242,1
2024,7,MD,21777,1
2024,7,MD,21531,1
2024,7,MD,20758,1
2024,7,FL,32776,1
2024,7,FL,33014,1
2024,7,FL,33884,1
2024,7,FL,34609,1
2024,7,LA,70118,1
2024,7,CT,6484,1
2024,7,NJ,8027,1
2024,7,NY,11501,1
2024,7,PA,16689,1
2024,7,PA,17222,1
2024,7,PR,986,1
2024,7,TX,79912,1
2024,7,VA,22030,1
2024,7,VA,22124,1
2024,7,MD,21719,1
2024,7,MI,48423,1
2024,7,MD,20847,1
2024,7,IL,60008,1
2024,7,LA,70737,1
2024,7,MA,1201,1
2024,7,CA,90211,1
2024,7,CA,95833,1
2024,7,CT,6606,1
2024,7,DE,19803,1
2024,7,WA,99016,1
2024,7,WV,25422,1
2024,7,MD,20626,1
2024,7,CT,6515,1
2024,7,DE,19804,1
2024,7,FL,33062,1
2024,7,FL,33540,1
2024,7,FL,34241,1
2024,7,MD,20144,1
2024,7,VA,22182,1
2024,7,PA,18040,1
2024,7,SC,29638,1
2024,7,TX,76011,1
2024,7,TX,78753,1
2024,7,VA,20109,1
2024,7,PA,17237,1
2024,7,MD,21920,1
2024,7,MI,48122,1
2024,7,NC,27407,1
2024,7,NC,27587,1
2024,7,VA,22205,1
2024,7,SC,29061,1
2024,7,TX,77083,1
2024,7,MD,20914,1
2024,7,FL,33598,1
2024,7,GA,30058,1
2024,7,GA,30813,1
2024,7,DC,20036,1
2024,7,MD,21652,1
2024,7,MD,21669,1
2024,7,MD,21780,1
2024,7,PA,17057,1
2024,7,IN,46321,1
2024,7,MD,20611,1
2024,7,FL,33312,1
2024,7,FL,33616,1
2024,7,FL,34223,1
2024,7,MD,20645,1
2024,7,MD,20837,1
2024,7,CT,6019,1
2024,7,PA,17078,1
2024,7,SC,29710,1
2024,7,VA,20155,1
2024,7,VA,20171,1
2024,7,VA,23117,1
2024,7,VA,24521,1
2024,7,WV,25286,1
2024,7,MD,21723,1
2024,7,NC,28333,1
2024,7,PA,15522,1
2024,7,MD,20776,1
2024,7,MD,20818,1
2024,7,MD,20896,1
2024,7,MD,21005,1
2024,7,MD,20701,1
2024,7,FL,34292,1
2024,7,AZ,85750,1
2024,7,RI,2865,1
2024,7,TX,77523,1
2024,7,TX,77539,1
2024,7,VA,20176,1
2024,7,VA,22153,1
2024,7,VA,22303,1
2024,7,VA,23219,1
2024,7,VA,23231,1
2024,7,VA,23451,1
2024,7,VA,24016,1
2024,7,WV,25434,1
2024,7,NJ,7203,1
2024,7,NY,10314,1
2024,7,OH,43311,1
2024,7,PA,16601,1
2024,7,MD,21778,1
2024,7,MD,21790,1
2024,7,VA,22406,1
2024,7,VA,24504,1
2024,7,MS,39117,1
2024,7,NC,27831,1
2024,7,NJ,8879,1
2024,7,NV,89103,1
2024,7,NY,12550,1
2024,7,PA,17214,1
2024,7,PA,17315,1
2024,7,PA,17560,1
2024,7,TX,75019,1
2024,7,TX,77099,1
2024,7,VA,20120,1
2024,7,AL,36305,1
2024,7,GA,30088,1
2024,7,GA,31404,1
2024,7,WV,26767,1
2024,7,MD,20630,1
2024,7,NC,28212,1
2024,7,NJ,8540,1
2024,7,NY,11203,1
2024,7,NY,11361,1
2024,7,NY,11598,1
2024,7,NY,12534,1
2024,7,OH,44410,1
2024,7,PA,19120,1
2024,7,PA,19363,1
2024,7,TX,77040,1
2024,7,VA,20165,1
2024,7,VA,22033,1
2024,7,MD,21679,1
2024,7,MD,21840,1
2024,7,DE,19963,1
2024,7,FL,33015,1
2024,7,FL,33025,1
2024,7,FL,33610,1
2024,7,GA,31906,1
2024,7,IL,60630,1
2024,7,AZ,85650,1
2024,7,CO,80927,1
2024,7,WV,24946,1
2024,7,WA,98936,1
2024,7,NC,28078,1
2024,7,OH,43903,1
2024,7,WV,25414,1
2024,7,PA,17212,1
2024,7,TX,75067,1
2024,7,VA,20110,1
2024,7,VA,20166,1
2024,7,DE,19943,1
2024,7,FL,33947,1
2024,7,AL,36303,1
2024,7,CA,90017,1
2024,7,DC,20008,1
2024,7,MD,21094,1
2024,7,WI,53211,1
2024,7,PA,17319,1
2024,7,TX,77477,1
2024,7,VA,22026,1
2024,7,VA,22044,1
2024,7,VA,22314,1
2024,7,VA,22405,1
2024,7,PA,15062,1
2024,7,PA,15658,1
2024,7,MD,21829,1
2024,7,MD,21835,1
2024,7,DE,19809,1
2024,7,FL,32224,1
2024,7,FL,34746,1
2024,7,GA,31093,1
2024,7,MD,20175,1
2024,7,VA,22827,1
2024,7,VA,23112,1
2024,7,PA,17324,1
2024,7,TX,78258,1
2024,7,DE,19955,1
2024,7,DE,19962,1
2024,7,FL,32445,1
2024,7,GA,30135,1
2024,7,MA,2124,1
2024,7,CA,90278,1
2024,7,ND,58104,1
2024,7,NJ,8406,1
2024,7,NY,10030,1
2024,7,NY,11790,1
2024,7,NY,14625,1
2024,7,OH,44310,1
2024,7,DE,19933,1
2024,7,DE,19934,1
2024,7,AK,99654,1
2024,7,AZ,85257,1
2024,7,CO,80224,1
2024,7,FL,32461,1
2024,7,KS,66215,1
2024,7,MA,2048,1
2024,7,NC,28469,1
2024,7,NJ,8520,1
2024,7,NY,14716,1
2024,7,OK,74129,1
2024,7,PA,16001,1
2024,7,PA,17013,1
2024,7,WV,25430,1
2024,7,WV,26372,1
2024,7,RI,2891,1
2024,7,TX,77081,1
2024,7,VA,20119,1
2024,7,VA,22025,1
2024,7,VA,22554,1
2024,7,VA,23220,1
2024,7,TX,78739,1
2024,7,NJ,7060,1
2024,7,NJ,7945,1
2024,7,NY,10036,1
2024,7,NY,14733,1
2024,7,PA,15411,1
2024,7,MD,20861,1
2024,7,FL,33897,1
2024,7,IL,60623,1
2024,7,IL,60652,1
2024,8,MD,21740,162
2024,8,MD,21215,130
2024,8,MD,21229,128
2024,8,MD,21117,120
2024,8,MD,21206,118
2024,8,MD,21234,111
2024,8,MD,21222,105
2024,8,MD,21244,102
2024,8,MD,21061,98
2024,8,MD,21218,94
2024,8,MD,21217,93
2024,8,MD,20874,90
2024,8,MD,21207,89
2024,8,MD,21213,82
2024,8,MD,21220,81
2024,8,MD,21225,81
2024,8,MD,21216,81
2024,8,MD,21236,81
2024,8,MD,21224,79
2024,8,MD,21702,73
2024,8,MD,20744,71
2024,8,MD,20748,71
2024,8,MD,20774,71
2024,8,MD,21221,70
2024,8,MD,21223,70
2024,8,MD,21239,69
2024,8,MD,21122,69
2024,8,MD,20785,69
2024,8,MD,20772,66
2024,8,MD,20707,65
2024,8,MD,21060,65
2024,8,MD,21228,63
2024,8,MD,21040,61
2024,8,MD,20906,61
2024,8,MD,20743,61
2024,8,MD,21133,59
2024,8,MD,20747,59
2024,8,MD,20904,59
2024,8,MD,21230,58
2024,8,MD,21804,57
2024,8,MD,21044,56
2024,8,MD,21921,55
2024,8,MD,21237,55
2024,8,MD,20746,55
2024,8,MD,21208,54
2024,8,MD,20878,54
2024,8,MD,20770,54
2024,8,MD,21227,53
2024,8,MD,21202,51
2024,8,MD,21742,51
2024,8,MD,21703,51
2024,8,MD,20603,51
2024,8,MD,21502,51
2024,8,MD,21144,50
2024,8,MD,20886,50
2024,8,MD,20721,49
2024,8,MD,20706,49
2024,8,MD,21113,49
2024,8,MD,20910,48
2024,8,MD,21701,48
2024,8,MD,21201,47
2024,8,MD,20735,46
2024,8,MD,20877,46
2024,8,MD,20601,46
2024,8,MD,20602,43
2024,8,MD,21801,42
2024,8,MD,20745,42
2024,8,MD,20723,42
2024,8,MD,20850,42
2024,8,MD,21214,41
2024,8,MD,20720,40
2024,8,MD,21075,39
2024,8,MD,20708,39
2024,8,MD,21136,39
2024,8,MD,20871,38
2024,8,MD,20783,38
2024,8,MD,20782,38
2024,8,MD,21043,37
2024,8,MD,20852,35
2024,8,MD,21076,35
2024,8,MD,21078,35
2024,8,MD,20716,35
2024,8,MD,21015,35
2024,8,DC,20020,35
2024,8,MD,21205,34
2024,8,MD,20902,34
2024,8,MD,20705,34
2024,8,MD,21001,33
2024,8,MD,20784,33
2024,8,MD,21212,32
2024,8,MD,21114,32
2024,8,MD,21009,32
2024,8,MD,20876,32
2024,8,MD,21157,32
2024,8,MD,20646,32
2024,8,MD,21030,32
2024,8,MD,20715,31
2024,8,MD,20853,31
2024,8,PA,17268,31
2024,8,MD,21613,30
2024,8,DC,20019,30
2024,8,MD,20901,30
2024,8,MD,20740,29
2024,8,MD,21093,29
2024,8,MD,21211,29
2024,8,MD,20879,28
2024,8,MD,20724,28
2024,8,MD,21784,28
2024,8,MD,21401,28
2024,8,MD,21901,27
2024,8,MD,21209,27
2024,8,MD,21045,27
2024,8,MD,21014,26
2024,8,MD,21771,26
2024,8,MD,20613,26
2024,8,WV,25419,25
2024,8,MD,20653,25
2024,8,PA,17225,24
2024,8,MD,21811,24
2024,8,MD,20854,24
2024,8,MD,21158,23
2024,8,MD,21403,22
2024,8,MD,21204,22
2024,8,MD,21231,22
2024,8,MD,20814,21
2024,8,DC,20032,20
2024,8,MD,21704,20
2024,8,MD,21286,20
2024,8,MD,20640,20
2024,8,MD,21601,20
2024,8,MD,20866,20
2024,8,MD,21090,20
2024,8,MD,21146,19
2024,8,MD,21532,19
2024,8,MD,20912,19
2024,8,MD,20815,19
2024,8,MD,20657,19
2024,8,DC,20011,19
2024,8,MD,20903,19
2024,8,MD,21050,19
2024,8,MD,21108,18
2024,8,MD,21085,18
2024,8,MD,20905,18
2024,8,MD,21795,17
2024,8,MD,20619,17
2024,8,DC,20002,17
2024,8,MD,20695,17
2024,8,MD,20832,17
2024,8,MD,20851,16
2024,8,MD,21037,16
2024,8,MD,21128,16
2024,8,MD,21853,16
2024,8,MD,20817,16
2024,8,MD,20895,15
2024,8,MD,21620,15
2024,8,MD,20872,15
2024,8,PA,17202,15
2024,8,MD,20607,15
2024,8,MD,21047,14
2024,8,MD,20794,14
2024,8,MD,21046,14
2024,8,MD,20737,14
2024,8,MD,21550,14
2024,8,MD,21629,13
2024,8,MD,21102,13
2024,8,MD,21042,13
2024,8,MD,20712,13
2024,8,MD,21851,12
2024,8,MD,20855,12
2024,8,MD,20781,12
2024,8,DC,20001,12
2024,8,MD,21793,12
2024,8,MD,21787,12
2024,8,MD,21817,12
2024,8,WV,25427,12
2024,8,MD,20710,12
2024,8,MD,20732,12
2024,8,MD,21012,12
2024,8,MD,21904,12
2024,8,PA,17331,11
2024,8,MD,20882,11
2024,8,PA,17201,11
2024,8,MD,21713,11
2024,8,MD,21911,11
2024,8,MD,21770,11
2024,8,MD,20769,11
2024,8,MD,21666,11
2024,8,DC,20009,10
2024,8,MD,20678,10
2024,8,MD,20616,10
2024,8,WV,25404,10
2024,8,MD,21017,10
2024,8,MD,20634,10
2024,8,MD,21154,10
2024,8,MD,20841,10
2024,8,MD,20736,10
2024,8,PA,17236,10
2024,8,MD,21875,9
2024,8,MD,20685,9
2024,8,MD,20722,9
2024,8,MD,21783,9
2024,8,MD,20659,9
2024,8,MD,21074,9
2024,8,MD,21643,9
2024,8,MD,21054,9
2024,8,MD,20639,9
2024,8,MD,21226,9
2024,8,MD,21617,8
2024,8,MD,20636,8
2024,8,MD,20650,8
2024,8,DC,20018,8
2024,8,MD,21773,8
2024,8,MD,21769,8
2024,8,MD,21842,8
2024,8,MD,21750,8
2024,8,MD,21774,8
2024,8,WV,25401,8
2024,8,MD,21152,7
2024,8,MD,21210,7
2024,8,MD,21034,7
2024,8,MD,21219,7
2024,8,MD,21409,7
2024,8,MD,21120,7
2024,8,MD,20622,7
2024,8,MD,20662,7
2024,8,MD,20711,7
2024,8,DC,20012,7
2024,8,MD,21660,7
2024,8,MD,21782,6
2024,8,DC,20010,6
2024,8,MD,21163,6
2024,8,MD,21104,6
2024,8,MD,21131,6
2024,8,MD,21632,6
2024,8,MD,21915,6
2024,8,VA,20147,6
2024,8,MD,20816,6
2024,8,VA,22204,6
2024,8,MD,20623,6
2024,8,MD,20637,6
2024,8,MD,21161,6
2024,8,PA,17403,6
2024,8,MD,21029,6
2024,8,MD,21562,6
2024,8,MD,21797,6
2024,8,VA,22003,6
2024,8,MD,21658,6
2024,8,PA,17349,6
2024,8,WV,25403,6
2024,8,MD,21767,6
2024,8,MD,21162,6
2024,8,MD,21826,6
2024,8,MD,21053,5
2024,8,MD,21716,5
2024,8,DE,19720,5
2024,8,MD,21140,5
2024,8,PA,17314,5
2024,8,MD,20837,5
2024,8,WV,25411,5
2024,8,WV,25425,5
2024,8,MD,21048,5
2024,8,MD,21160,5
2024,8,WV,25405,5
2024,8,MD,20714,5
2024,8,MD,20676,5
2024,8,MD,21032,5
2024,8,MD,21638,5
2024,8,MD,21727,5
2024,8,VA,22303,5
2024,8,MD,20833,5
2024,8,MD,21111,5
2024,8,MD,20764,5
2024,8,MD,21788,5
2024,8,VA,22079,5
2024,8,MD,21850,5
2024,8,MD,21631,4
2024,8,MD,21655,4
2024,8,MD,20688,4
2024,8,MD,21755,4
2024,8,MD,21639,4
2024,8,MD,21084,4
2024,8,MD,21155,4
2024,8,VA,22193,4
2024,8,DE,19977,4
2024,8,VA,22310,4
2024,8,PA,17222,4
2024,8,VA,22314,4
2024,8,MD,21903,4
2024,8,WV,26726,4
2024,8,DC,20003,4
2024,8,DE,19973,4
2024,8,DE,19956,4
2024,8,MD,20675,4
2024,8,PA,17237,4
2024,8,WV,26764,4
2024,8,VA,22206,4
2024,8,DE,19904,4
2024,8,MD,21791,4
2024,8,MD,21557,4
2024,8,MD,21722,4
2024,8,PA,17267,4
2024,8,MD,20759,4
2024,8,MD,21776,4
2024,8,VA,22191,4
2024,8,VA,22192,4
2024,8,MD,21738,3
2024,8,MD,20609,3
2024,8,MD,21028,3
2024,8,DE,19711,3
2024,8,MD,20658,3
2024,8,DC,20007,3
2024,8,DE,19940,3
2024,8,MD,21794,3
2024,8,PA,17408,3
2024,8,MD,21711,3
2024,8,MD,21723,3
2024,8,VA,22102,3
2024,8,PA,17233,3
2024,8,MD,21013,3
2024,8,VA,20121,3
2024,8,MD,20755,3
2024,8,DC,20008,3
2024,8,MD,21913,3
2024,8,WV,25414,3
2024,8,DE,19947,3
2024,8,WV,25413,3
2024,8,MD,21678,3
2024,8,MD,20664,3
2024,8,MD,21756,3
2024,8,PA,17238,3
2024,8,MD,21813,3
2024,8,MD,21874,3
2024,8,WV,26753,3
2024,8,MD,21830,3
2024,8,MD,21734,3
2024,8,MD,21754,3
2024,8,MD,21619,3
2024,8,MD,21849,3
2024,8,MD,21822,3
2024,8,PA,17322,3
2024,8,MD,21541,3
2024,8,MD,21673,3
2024,8,MD,21757,3
2024,8,MD,21869,3
2024,8,PA,17327,3
2024,8,MD,21035,3
2024,8,MD,21625,3
2024,8,PA,17224,3
2024,8,VA,22306,3
2024,8,MD,21539,3
2024,8,MD,20861,2
2024,8,VA,22030,2
2024,8,MD,21661,2
2024,8,VA,22150,2
2024,8,VA,20155,2
2024,8,MD,20751,2
2024,8,VA,22152,2
2024,8,PA,15537,2
2024,8,PA,17214,2
2024,8,VA,22151,2
2024,8,MD,20733,2
2024,8,MD,21087,2
2024,8,DE,19701,2
2024,8,NJ,8098,2
2024,8,MD,21837,2
2024,8,MD,20792,2
2024,8,PA,19335,2
2024,8,PA,17320,2
2024,8,VA,22182,2
2024,8,MD,21536,2
2024,8,MD,21917,2
2024,8,MD,21082,2
2024,8,VA,22309,2
2024,8,DE,19713,2
2024,8,DE,19950,2
2024,8,MD,20701,2
2024,8,PA,17361,2
2024,8,VA,20190,2
2024,8,VA,22485,2
2024,8,MD,21623,2
2024,8,MD,21649,2
2024,8,MD,20611,2
2024,8,DE,19702,2
2024,8,DE,19960,2
2024,8,DE,19970,2
2024,8,VA,23415,2
2024,8,VA,22201,2
2024,8,VA,20148,2
2024,8,VA,22205,2
