"","community_statistical_area_2020","x2010","x2016","x2020","diff_2020_2010","pct_chg_income_2020","x2010_total_population_e","x2020_total_population_e","pop_diff_2020","pct_chg_pop_2020","census_tract","geometry_x"
"1","Canton",53168,55830,73616,20448,38.46%,3028,3010,-18,-0.59%,"Census Tract 101",list(list(c(-76.575615, -76.575321, -76.57674, -76.576864, -76.57698, -76.577043, -76.57709, -76.572821, -76.571396, -76.571339, -76.571261, -76.571151, -76.571008, -76.570887, -76.570978, -76.571987, -76.572687, -76.577586, -76.576147, -76.57592, -76.575788, -76.575615, 39.277213, 39.278216, 39.278534, 39.28028, 39.282175, 39.28321, 39.284207, 39.284364, 39.284423, 39.283407, 39.282382, 39.280366, 39.278337, 39.276906, 39.276345, 39.275406, 39.275007, 39.271606, 39.276733, 39.276679, 39.277039, 
39.277213)))
"2","Patterson Park North & East",26001,43737,61084,35083,134.93%,3516,3042,-474,-13.48%,"Census Tract 102",list(list(c(-76.57709, -76.577242, -76.575814, -76.576174, -76.575508, -76.574076, -76.57238, -76.571954, -76.571839, -76.571669, -76.571607, -76.571533, -76.571396, -76.572821, -76.57709, 39.284207, 39.286242, 39.2863, 39.292232, 39.292257, 39.292312, 39.292381, 39.292396, 39.291243, 39.288471, 39.287477, 39.286455, 39.284423, 39.284364, 39.284207)))
"3","Canton",47354,63708,72621,25267,53.36%,2002,2341,339,16.93%,"Census Tract 103",list(list(c(-76.582736, -76.583205, -76.583895, -76.584222, -76.584332, -76.584572, -76.584722, -76.583325, -76.581886, -76.579727, -76.577623, -76.576174, -76.575814, -76.577242, -76.57709, -76.577043, -76.579853, -76.582441, -76.582736, 39.283099, 39.283422, 39.283844, 39.28403, 39.285956, 39.289599, 39.291891, 39.291956, 39.292012, 39.292099, 39.292178, 39.292232, 39.2863, 39.286242, 39.284207, 39.28321, 39.283085, 39.282996, 39.283099)))
"4","Canton",80452,79140,98279,17827,22.16%,1900,2920,1020,53.68%,"Census Tract 104",list(list(c(-76.584332, -76.584222, -76.583895, -76.583205, -76.582736, -76.582441, -76.579853, -76.577043, -76.57698, -76.576864, -76.57674, -76.575321, -76.575615, -76.575788, -76.57592, -76.576147, -76.577586, -76.586588, -76.586889, -76.58693, -76.586977, -76.586921, -76.586971, -76.587056, -76.584332, 39.285956, 39.28403, 39.283844, 39.283422, 39.283099, 39.282996, 39.283085, 39.28321, 39.282175, 39.28028, 39.278534, 39.278216, 39.277213, 39.277039, 39.276679, 39.276733, 39.271606, 39.277306, 
39.28323, 39.283806, 39.284404, 39.284652, 39.284871, 39.285853, 39.285956)))
"5","Fells Point",50053,49061,57240,7187,14.36%,2252,1919,-333,-14.79%,"Census Tract 105",list(list(c(-76.587297, -76.587414, -76.586255, -76.584722, -76.584572, -76.584332, -76.587056, -76.587185, -76.587297, 39.289509, 39.291813, 39.291853, 39.291891, 39.289599, 39.285956, 39.285853, 39.287897, 39.289509)))
"6","Fells Point",31185,47430,60793,29608,94.94%,2502,1662,-840,-33.57%,"Census Tract 201",list(list(c(-76.590468, -76.587414, -76.587297, -76.587185, -76.587056, -76.590113, -76.590344, -76.590468, 39.291679, 39.291813, 39.289509, 39.287897, 39.285853, 39.285735, 39.289387, 39.291679)))
"7","Fells Point",28661,39265,50706,22045,76.92%,2187,1605,-582,-26.61%,"Census Tract 202",list(list(c(-76.593557, -76.593638, -76.593803, -76.593869, -76.593944, -76.590468, -76.590344, -76.590113, -76.590764, -76.593557, 39.285578, 39.286609, 39.289257, 39.290399, 39.291542, 39.291679, 39.289387, 39.285735, 39.285721, 39.285578)))
