"","GEOID","Census_Tract","County","State","variable","estimate","moe","year"
"1323","24510090400","Census Tract 904"," Baltimore city"," Maryland","number_households",632,62,"2016"
"1324","24510090400","Census Tract 904"," Baltimore city"," Maryland","median_income",31723,2985,"2016"
"1325","24510090500","Census Tract 905"," Baltimore city"," Maryland","number_households",714,58,"2016"
"1326","24510090500","Census Tract 905"," Baltimore city"," Maryland","median_income",40222,5911,"2016"
"1327","24510090600","Census Tract 906"," Baltimore city"," Maryland","number_households",981,136,"2016"
"1328","24510090600","Census Tract 906"," Baltimore city"," Maryland","median_income",43815,9736,"2016"
"1329","24510090700","Census Tract 907"," Baltimore city"," Maryland","number_households",1084,115,"2016"
"1330","24510090700","Census Tract 907"," Baltimore city"," Maryland","median_income",23659,5000,"2016"
"1331","24510090800","Census Tract 908"," Baltimore city"," Maryland","number_households",1031,128,"2016"
"1332","24510090800","Census Tract 908"," Baltimore city"," Maryland","median_income",27163,10207,"2016"
"1333","24510090900","Census Tract 909"," Baltimore city"," Maryland","number_households",972,99,"2016"
"1334","24510090900","Census Tract 909"," Baltimore city"," Maryland","median_income",25342,7986,"2016"
"1335","24510100100","Census Tract 1001"," Baltimore city"," Maryland","number_households",868,72,"2016"
"1336","24510100100","Census Tract 1001"," Baltimore city"," Maryland","median_income",22847,4315,"2016"
"1337","24510100200","Census Tract 1002"," Baltimore city"," Maryland","number_households",1115,98,"2016"
"1338","24510100200","Census Tract 1002"," Baltimore city"," Maryland","median_income",14307,5629,"2016"
"1339","24510100300","Census Tract 1003"," Baltimore city"," Maryland","number_households",0,12,"2016"
"1340","24510100300","Census Tract 1003"," Baltimore city"," Maryland","median_income",NA,NA,"2016"
"1341","24510110100","Census Tract 1101"," Baltimore city"," Maryland","number_households",1929,193,"2016"
"1342","24510110100","Census Tract 1101"," Baltimore city"," Maryland","median_income",47397,9985,"2016"
"1343","24510110200","Census Tract 1102"," Baltimore city"," Maryland","number_households",3727,231,"2016"
"1344","24510110200","Census Tract 1102"," Baltimore city"," Maryland","median_income",40925,6437,"2016"
"1345","24510120100","Census Tract 1201"," Baltimore city"," Maryland","number_households",2436,141,"2016"
"1346","24510120100","Census Tract 1201"," Baltimore city"," Maryland","median_income",62685,8887,"2016"
"1347","24510120201","Census Tract 1202.01"," Baltimore city"," Maryland","number_households",864,57,"2016"
"1348","24510120201","Census Tract 1202.01"," Baltimore city"," Maryland","median_income",65938,11459,"2016"
"1349","24510120202","Census Tract 1202.02"," Baltimore city"," Maryland","number_households",1772,150,"2016"
"1350","24510120202","Census Tract 1202.02"," Baltimore city"," Maryland","median_income",35000,3886,"2016"
"1351","24510120300","Census Tract 1203"," Baltimore city"," Maryland","number_households",1614,106,"2016"
"1352","24510120300","Census Tract 1203"," Baltimore city"," Maryland","median_income",42093,7789,"2016"
"1353","24510120400","Census Tract 1204"," Baltimore city"," Maryland","number_households",645,64,"2016"
"1354","24510120400","Census Tract 1204"," Baltimore city"," Maryland","median_income",32917,6291,"2016"
"1355","24510120500","Census Tract 1205"," Baltimore city"," Maryland","number_households",992,83,"2016"
"1356","24510120500","Census Tract 1205"," Baltimore city"," Maryland","median_income",36607,10243,"2016"
"1357","24510120600","Census Tract 1206"," Baltimore city"," Maryland","number_households",1657,127,"2016"
"1358","24510120600","Census Tract 1206"," Baltimore city"," Maryland","median_income",15048,5921,"2016"
"1359","24510120700","Census Tract 1207"," Baltimore city"," Maryland","number_households",996,74,"2016"
"1360","24510120700","Census Tract 1207"," Baltimore city"," Maryland","median_income",55972,11992,"2016"
"1361","24510130100","Census Tract 1301"," Baltimore city"," Maryland","number_households",1437,122,"2016"
"1362","24510130100","Census Tract 1301"," Baltimore city"," Maryland","median_income",24838,12575,"2016"
"1363","24510130200","Census Tract 1302"," Baltimore city"," Maryland","number_households",1188,118,"2016"
"1364","24510130200","Census Tract 1302"," Baltimore city"," Maryland","median_income",39470,10048,"2016"
"1365","24510130300","Census Tract 1303"," Baltimore city"," Maryland","number_households",836,79,"2016"
"1366","24510130300","Census Tract 1303"," Baltimore city"," Maryland","median_income",31855,8616,"2016"
"1367","24510130400","Census Tract 1304"," Baltimore city"," Maryland","number_households",843,86,"2016"
"1368","24510130400","Census Tract 1304"," Baltimore city"," Maryland","median_income",35208,7982,"2016"
"1369","24510130600","Census Tract 1306"," Baltimore city"," Maryland","number_households",1755,98,"2016"
"1370","24510130600","Census Tract 1306"," Baltimore city"," Maryland","median_income",66385,15253,"2016"
"1371","24510130700","Census Tract 1307"," Baltimore city"," Maryland","number_households",2432,141,"2016"
"1372","24510130700","Census Tract 1307"," Baltimore city"," Maryland","median_income",59300,10453,"2016"
"1373","24510130803","Census Tract 1308.03"," Baltimore city"," Maryland","number_households",1233,80,"2016"
"1374","24510130803","Census Tract 1308.03"," Baltimore city"," Maryland","median_income",54679,8528,"2016"
"1375","24510130804","Census Tract 1308.04"," Baltimore city"," Maryland","number_households",870,71,"2016"
"1376","24510130804","Census Tract 1308.04"," Baltimore city"," Maryland","median_income",60862,6482,"2016"
"1377","24510130805","Census Tract 1308.05"," Baltimore city"," Maryland","number_households",583,45,"2016"
"1378","24510130805","Census Tract 1308.05"," Baltimore city"," Maryland","median_income",46932,14892,"2016"
"1379","24510130806","Census Tract 1308.06"," Baltimore city"," Maryland","number_households",524,50,"2016"
"1380","24510130806","Census Tract 1308.06"," Baltimore city"," Maryland","median_income",79875,11777,"2016"
"1381","24510140100","Census Tract 1401"," Baltimore city"," Maryland","number_households",2474,175,"2016"
"1382","24510140100","Census Tract 1401"," Baltimore city"," Maryland","median_income",46802,15008,"2016"
"1383","24510140200","Census Tract 1402"," Baltimore city"," Maryland","number_households",900,124,"2016"
"1384","24510140200","Census Tract 1402"," Baltimore city"," Maryland","median_income",18929,9713,"2016"
"1385","24510140300","Census Tract 1403"," Baltimore city"," Maryland","number_households",1031,107,"2016"
"1386","24510140300","Census Tract 1403"," Baltimore city"," Maryland","median_income",23969,5785,"2016"
"1387","24510150100","Census Tract 1501"," Baltimore city"," Maryland","number_households",1105,102,"2016"
"1388","24510150100","Census Tract 1501"," Baltimore city"," Maryland","median_income",19043,2665,"2016"
"1389","24510150200","Census Tract 1502"," Baltimore city"," Maryland","number_households",812,89,"2016"
"1390","24510150200","Census Tract 1502"," Baltimore city"," Maryland","median_income",41905,6927,"2016"
"1391","24510150300","Census Tract 1503"," Baltimore city"," Maryland","number_households",675,73,"2016"
"1392","24510150300","Census Tract 1503"," Baltimore city"," Maryland","median_income",34899,4893,"2016"
"1393","24510150400","Census Tract 1504"," Baltimore city"," Maryland","number_households",1145,121,"2016"
"1394","24510150400","Census Tract 1504"," Baltimore city"," Maryland","median_income",35980,8066,"2016"
"1395","24510150500","Census Tract 1505"," Baltimore city"," Maryland","number_households",623,53,"2016"
"1396","24510150500","Census Tract 1505"," Baltimore city"," Maryland","median_income",32364,8074,"2016"
"1397","24510150600","Census Tract 1506"," Baltimore city"," Maryland","number_households",1026,120,"2016"
"1398","24510150600","Census Tract 1506"," Baltimore city"," Maryland","median_income",26455,6222,"2016"
"1399","24510150701","Census Tract 1507.01"," Baltimore city"," Maryland","number_households",578,67,"2016"
"1400","24510150701","Census Tract 1507.01"," Baltimore city"," Maryland","median_income",41125,12245,"2016"
"1401","24510150702","Census Tract 1507.02"," Baltimore city"," Maryland","number_households",888,101,"2016"
"1402","24510150702","Census Tract 1507.02"," Baltimore city"," Maryland","median_income",38654,7729,"2016"
"1403","24510150800","Census Tract 1508"," Baltimore city"," Maryland","number_households",1760,184,"2016"
"1404","24510150800","Census Tract 1508"," Baltimore city"," Maryland","median_income",33871,6686,"2016"
"1405","24510150900","Census Tract 1509"," Baltimore city"," Maryland","number_households",1084,105,"2016"
"1406","24510150900","Census Tract 1509"," Baltimore city"," Maryland","median_income",53500,4791,"2016"
"1407","24510151000","Census Tract 1510"," Baltimore city"," Maryland","number_households",1678,155,"2016"
"1408","24510151000","Census Tract 1510"," Baltimore city"," Maryland","median_income",37876,5718,"2016"
"1409","24510151100","Census Tract 1511"," Baltimore city"," Maryland","number_households",2635,209,"2016"
"1410","24510151100","Census Tract 1511"," Baltimore city"," Maryland","median_income",51373,10112,"2016"
"1411","24510151200","Census Tract 1512"," Baltimore city"," Maryland","number_households",1703,118,"2016"
"1412","24510151200","Census Tract 1512"," Baltimore city"," Maryland","median_income",20518,4620,"2016"
"1413","24510151300","Census Tract 1513"," Baltimore city"," Maryland","number_households",1537,129,"2016"
"1414","24510151300","Census Tract 1513"," Baltimore city"," Maryland","median_income",27835,6165,"2016"
"1415","24510160100","Census Tract 1601"," Baltimore city"," Maryland","number_households",1082,142,"2016"
"1416","24510160100","Census Tract 1601"," Baltimore city"," Maryland","median_income",21700,9032,"2016"
"1417","24510160200","Census Tract 1602"," Baltimore city"," Maryland","number_households",876,85,"2016"
"1418","24510160200","Census Tract 1602"," Baltimore city"," Maryland","median_income",28409,8118,"2016"
"1419","24510160300","Census Tract 1603"," Baltimore city"," Maryland","number_households",447,59,"2016"
"1420","24510160300","Census Tract 1603"," Baltimore city"," Maryland","median_income",17452,12394,"2016"
"1421","24510160400","Census Tract 1604"," Baltimore city"," Maryland","number_households",797,81,"2016"
"1422","24510160400","Census Tract 1604"," Baltimore city"," Maryland","median_income",25598,9340,"2016"
"1423","24510160500","Census Tract 1605"," Baltimore city"," Maryland","number_households",1563,127,"2016"
"1424","24510160500","Census Tract 1605"," Baltimore city"," Maryland","median_income",33599,4993,"2016"
"1425","24510160600","Census Tract 1606"," Baltimore city"," Maryland","number_households",1129,125,"2016"
"1426","24510160600","Census Tract 1606"," Baltimore city"," Maryland","median_income",31250,10428,"2016"
"1427","24510160700","Census Tract 1607"," Baltimore city"," Maryland","number_households",1554,130,"2016"
"1428","24510160700","Census Tract 1607"," Baltimore city"," Maryland","median_income",32064,6198,"2016"
"1429","24510160801","Census Tract 1608.01"," Baltimore city"," Maryland","number_households",1212,109,"2016"
"1430","24510160801","Census Tract 1608.01"," Baltimore city"," Maryland","median_income",34183,5948,"2016"
"1431","24510160802","Census Tract 1608.02"," Baltimore city"," Maryland","number_households",1029,81,"2016"
"1432","24510160802","Census Tract 1608.02"," Baltimore city"," Maryland","median_income",45478,8491,"2016"
"1433","24510170100","Census Tract 1701"," Baltimore city"," Maryland","number_households",984,62,"2016"
"1434","24510170100","Census Tract 1701"," Baltimore city"," Maryland","median_income",27321,4533,"2016"
"1435","24510170200","Census Tract 1702"," Baltimore city"," Maryland","number_households",1318,154,"2016"
"1436","24510170200","Census Tract 1702"," Baltimore city"," Maryland","median_income",13495,3025,"2016"
"1437","24510170300","Census Tract 1703"," Baltimore city"," Maryland","number_households",761,68,"2016"
"1438","24510170300","Census Tract 1703"," Baltimore city"," Maryland","median_income",23011,8067,"2016"
"1439","24510180100","Census Tract 1801"," Baltimore city"," Maryland","number_households",952,73,"2016"
"1440","24510180100","Census Tract 1801"," Baltimore city"," Maryland","median_income",15270,4463,"2016"
"1441","24510180200","Census Tract 1802"," Baltimore city"," Maryland","number_households",391,51,"2016"
"1442","24510180200","Census Tract 1802"," Baltimore city"," Maryland","median_income",22981,15986,"2016"
"1443","24510180300","Census Tract 1803"," Baltimore city"," Maryland","number_households",907,82,"2016"
"1444","24510180300","Census Tract 1803"," Baltimore city"," Maryland","median_income",32917,15150,"2016"
"1445","24510190100","Census Tract 1901"," Baltimore city"," Maryland","number_households",821,74,"2016"
"1446","24510190100","Census Tract 1901"," Baltimore city"," Maryland","median_income",25026,4543,"2016"
"1447","24510190200","Census Tract 1902"," Baltimore city"," Maryland","number_households",723,85,"2016"
"1448","24510190200","Census Tract 1902"," Baltimore city"," Maryland","median_income",36827,15547,"2016"
"1449","24510190300","Census Tract 1903"," Baltimore city"," Maryland","number_households",873,95,"2016"
"1450","24510190300","Census Tract 1903"," Baltimore city"," Maryland","median_income",23169,5769,"2016"
"1451","24510200100","Census Tract 2001"," Baltimore city"," Maryland","number_households",536,67,"2016"
"1452","24510200100","Census Tract 2001"," Baltimore city"," Maryland","median_income",28661,5890,"2016"
"1453","24510200200","Census Tract 2002"," Baltimore city"," Maryland","number_households",893,119,"2016"
"1454","24510200200","Census Tract 2002"," Baltimore city"," Maryland","median_income",30107,10353,"2016"
"1455","24510200300","Census Tract 2003"," Baltimore city"," Maryland","number_households",525,69,"2016"
"1456","24510200300","Census Tract 2003"," Baltimore city"," Maryland","median_income",22386,2945,"2016"
"1457","24510200400","Census Tract 2004"," Baltimore city"," Maryland","number_households",558,58,"2016"
"1458","24510200400","Census Tract 2004"," Baltimore city"," Maryland","median_income",26250,10025,"2016"
"1459","24510200500","Census Tract 2005"," Baltimore city"," Maryland","number_households",1142,121,"2016"
"1460","24510200500","Census Tract 2005"," Baltimore city"," Maryland","median_income",19803,7168,"2016"
"1461","24510200600","Census Tract 2006"," Baltimore city"," Maryland","number_households",857,94,"2016"
"1462","24510200600","Census Tract 2006"," Baltimore city"," Maryland","median_income",37218,17211,"2016"
"1463","24510200701","Census Tract 2007.01"," Baltimore city"," Maryland","number_households",1872,110,"2016"
"1464","24510200701","Census Tract 2007.01"," Baltimore city"," Maryland","median_income",36750,3681,"2016"
"1465","24510200702","Census Tract 2007.02"," Baltimore city"," Maryland","number_households",421,44,"2016"
"1466","24510200702","Census Tract 2007.02"," Baltimore city"," Maryland","median_income",22083,9513,"2016"
"1467","24510200800","Census Tract 2008"," Baltimore city"," Maryland","number_households",859,54,"2016"
"1468","24510200800","Census Tract 2008"," Baltimore city"," Maryland","median_income",34886,4260,"2016"
"1469","24510210100","Census Tract 2101"," Baltimore city"," Maryland","number_households",982,84,"2016"
"1470","24510210100","Census Tract 2101"," Baltimore city"," Maryland","median_income",46250,12859,"2016"
"1471","24510210200","Census Tract 2102"," Baltimore city"," Maryland","number_households",1302,135,"2016"
"1472","24510210200","Census Tract 2102"," Baltimore city"," Maryland","median_income",29653,9496,"2016"
"1473","24510220100","Census Tract 2201"," Baltimore city"," Maryland","number_households",2200,195,"2016"
"1474","24510220100","Census Tract 2201"," Baltimore city"," Maryland","median_income",67389,23899,"2016"
"1475","24510230100","Census Tract 2301"," Baltimore city"," Maryland","number_households",765,71,"2016"
"1476","24510230100","Census Tract 2301"," Baltimore city"," Maryland","median_income",67422,18442,"2016"
"1477","24510230200","Census Tract 2302"," Baltimore city"," Maryland","number_households",1011,65,"2016"
"1478","24510230200","Census Tract 2302"," Baltimore city"," Maryland","median_income",103681,11273,"2016"
"1479","24510230300","Census Tract 2303"," Baltimore city"," Maryland","number_households",574,55,"2016"
"1480","24510230300","Census Tract 2303"," Baltimore city"," Maryland","median_income",103667,14162,"2016"
"1481","24510240100","Census Tract 2401"," Baltimore city"," Maryland","number_households",1470,90,"2016"
"1482","24510240100","Census Tract 2401"," Baltimore city"," Maryland","median_income",116848,13346,"2016"
"1483","24510240200","Census Tract 2402"," Baltimore city"," Maryland","number_households",1632,82,"2016"
"1484","24510240200","Census Tract 2402"," Baltimore city"," Maryland","median_income",128839,13626,"2016"
"1485","24510240300","Census Tract 2403"," Baltimore city"," Maryland","number_households",1114,78,"2016"
"1486","24510240300","Census Tract 2403"," Baltimore city"," Maryland","median_income",83994,13276,"2016"
"1487","24510240400","Census Tract 2404"," Baltimore city"," Maryland","number_households",1240,68,"2016"
"1488","24510240400","Census Tract 2404"," Baltimore city"," Maryland","median_income",107037,14157,"2016"
"1489","24510250101","Census Tract 2501.01"," Baltimore city"," Maryland","number_households",1526,98,"2016"
"1490","24510250101","Census Tract 2501.01"," Baltimore city"," Maryland","median_income",49939,4092,"2016"
"1491","24510250102","Census Tract 2501.02"," Baltimore city"," Maryland","number_households",1221,79,"2016"
"1492","24510250102","Census Tract 2501.02"," Baltimore city"," Maryland","median_income",38125,7933,"2016"
"1493","24510250103","Census Tract 2501.03"," Baltimore city"," Maryland","number_households",1628,106,"2016"
"1494","24510250103","Census Tract 2501.03"," Baltimore city"," Maryland","median_income",36017,11365,"2016"
"1495","24510250203","Census Tract 2502.03"," Baltimore city"," Maryland","number_households",697,57,"2016"
"1496","24510250203","Census Tract 2502.03"," Baltimore city"," Maryland","median_income",32225,4878,"2016"
"1497","24510250204","Census Tract 2502.04"," Baltimore city"," Maryland","number_households",1477,87,"2016"
"1498","24510250204","Census Tract 2502.04"," Baltimore city"," Maryland","median_income",14163,2881,"2016"
"1499","24510250205","Census Tract 2502.05"," Baltimore city"," Maryland","number_households",1558,102,"2016"
"1500","24510250205","Census Tract 2502.05"," Baltimore city"," Maryland","median_income",47566,12618,"2016"
"1501","24510250206","Census Tract 2502.06"," Baltimore city"," Maryland","number_households",822,102,"2016"
"1502","24510250206","Census Tract 2502.06"," Baltimore city"," Maryland","median_income",38158,15988,"2016"
"1503","24510250207","Census Tract 2502.07"," Baltimore city"," Maryland","number_households",886,53,"2016"
"1504","24510250207","Census Tract 2502.07"," Baltimore city"," Maryland","median_income",30702,1988,"2016"
"1505","24510250301","Census Tract 2503.01"," Baltimore city"," Maryland","number_households",837,90,"2016"
"1506","24510250301","Census Tract 2503.01"," Baltimore city"," Maryland","median_income",30625,15047,"2016"
"1507","24510250303","Census Tract 2503.03"," Baltimore city"," Maryland","number_households",882,72,"2016"
"1508","24510250303","Census Tract 2503.03"," Baltimore city"," Maryland","median_income",29583,9970,"2016"
"1509","24510250401","Census Tract 2504.01"," Baltimore city"," Maryland","number_households",1268,119,"2016"
"1510","24510250401","Census Tract 2504.01"," Baltimore city"," Maryland","median_income",41034,10026,"2016"
"1511","24510250402","Census Tract 2504.02"," Baltimore city"," Maryland","number_households",1595,135,"2016"
"1512","24510250402","Census Tract 2504.02"," Baltimore city"," Maryland","median_income",32625,12310,"2016"
"1513","24510250500","Census Tract 2505"," Baltimore city"," Maryland","number_households",1949,225,"2016"
"1514","24510250500","Census Tract 2505"," Baltimore city"," Maryland","median_income",38967,6162,"2016"
"1515","24510250600","Census Tract 2506"," Baltimore city"," Maryland","number_households",0,12,"2016"
"1516","24510250600","Census Tract 2506"," Baltimore city"," Maryland","median_income",NA,NA,"2016"
"1517","24510260101","Census Tract 2601.01"," Baltimore city"," Maryland","number_households",1919,92,"2016"
"1518","24510260101","Census Tract 2601.01"," Baltimore city"," Maryland","median_income",45020,5542,"2016"
"1519","24510260102","Census Tract 2601.02"," Baltimore city"," Maryland","number_households",1752,114,"2016"
"1520","24510260102","Census Tract 2601.02"," Baltimore city"," Maryland","median_income",49228,5501,"2016"
"1521","24510260201","Census Tract 2602.01"," Baltimore city"," Maryland","number_households",2296,152,"2016"
"1522","24510260201","Census Tract 2602.01"," Baltimore city"," Maryland","median_income",32458,11688,"2016"
"1523","24510260202","Census Tract 2602.02"," Baltimore city"," Maryland","number_households",2288,183,"2016"
"1524","24510260202","Census Tract 2602.02"," Baltimore city"," Maryland","median_income",38564,5486,"2016"
"1525","24510260203","Census Tract 2602.03"," Baltimore city"," Maryland","number_households",1034,58,"2016"
"1526","24510260203","Census Tract 2602.03"," Baltimore city"," Maryland","median_income",36579,7020,"2016"
"1527","24510260301","Census Tract 2603.01"," Baltimore city"," Maryland","number_households",1574,109,"2016"
"1528","24510260301","Census Tract 2603.01"," Baltimore city"," Maryland","median_income",35759,9547,"2016"
"1529","24510260302","Census Tract 2603.02"," Baltimore city"," Maryland","number_households",2356,186,"2016"
"1530","24510260302","Census Tract 2603.02"," Baltimore city"," Maryland","median_income",34342,10997,"2016"
"1531","24510260303","Census Tract 2603.03"," Baltimore city"," Maryland","number_households",386,42,"2016"
"1532","24510260303","Census Tract 2603.03"," Baltimore city"," Maryland","median_income",18359,5835,"2016"
"1533","24510260401","Census Tract 2604.01"," Baltimore city"," Maryland","number_households",1295,71,"2016"
"1534","24510260401","Census Tract 2604.01"," Baltimore city"," Maryland","median_income",32377,4768,"2016"
"1535","24510260402","Census Tract 2604.02"," Baltimore city"," Maryland","number_households",1137,79,"2016"
"1536","24510260402","Census Tract 2604.02"," Baltimore city"," Maryland","median_income",39393,8013,"2016"
"1537","24510260403","Census Tract 2604.03"," Baltimore city"," Maryland","number_households",729,63,"2016"
"1538","24510260403","Census Tract 2604.03"," Baltimore city"," Maryland","median_income",33098,5942,"2016"
"1539","24510260404","Census Tract 2604.04"," Baltimore city"," Maryland","number_households",628,71,"2016"
"1540","24510260404","Census Tract 2604.04"," Baltimore city"," Maryland","median_income",34688,8051,"2016"
"1541","24510260501","Census Tract 2605.01"," Baltimore city"," Maryland","number_households",1907,140,"2016"
"1542","24510260501","Census Tract 2605.01"," Baltimore city"," Maryland","median_income",50280,8299,"2016"
"1543","24510260604","Census Tract 2606.04"," Baltimore city"," Maryland","number_households",481,54,"2016"
"1544","24510260604","Census Tract 2606.04"," Baltimore city"," Maryland","median_income",21858,4833,"2016"
"1545","24510260605","Census Tract 2606.05"," Baltimore city"," Maryland","number_households",1720,117,"2016"
"1546","24510260605","Census Tract 2606.05"," Baltimore city"," Maryland","median_income",37179,10260,"2016"
"1547","24510260700","Census Tract 2607"," Baltimore city"," Maryland","number_households",759,74,"2016"
"1548","24510260700","Census Tract 2607"," Baltimore city"," Maryland","median_income",43385,9839,"2016"
"1549","24510260800","Census Tract 2608"," Baltimore city"," Maryland","number_households",937,87,"2016"
"1550","24510260800","Census Tract 2608"," Baltimore city"," Maryland","median_income",39750,11226,"2016"
"1551","24510260900","Census Tract 2609"," Baltimore city"," Maryland","number_households",1403,105,"2016"
"1552","24510260900","Census Tract 2609"," Baltimore city"," Maryland","median_income",86964,19590,"2016"
"1553","24510261000","Census Tract 2610"," Baltimore city"," Maryland","number_households",994,100,"2016"
"1554","24510261000","Census Tract 2610"," Baltimore city"," Maryland","median_income",55455,21392,"2016"
"1555","24510261100","Census Tract 2611"," Baltimore city"," Maryland","number_households",906,63,"2016"
"1556","24510261100","Census Tract 2611"," Baltimore city"," Maryland","median_income",104091,12904,"2016"
"1557","24510270101","Census Tract 2701.01"," Baltimore city"," Maryland","number_households",598,59,"2016"
"1558","24510270101","Census Tract 2701.01"," Baltimore city"," Maryland","median_income",57212,15235,"2016"
"1559","24510270102","Census Tract 2701.02"," Baltimore city"," Maryland","number_households",1313,137,"2016"
"1560","24510270102","Census Tract 2701.02"," Baltimore city"," Maryland","median_income",63419,5424,"2016"
"1561","24510270200","Census Tract 2702"," Baltimore city"," Maryland","number_households",701,57,"2016"
"1562","24510270200","Census Tract 2702"," Baltimore city"," Maryland","median_income",62891,7261,"2016"
"1563","24510270301","Census Tract 2703.01"," Baltimore city"," Maryland","number_households",1178,88,"2016"
"1564","24510270301","Census Tract 2703.01"," Baltimore city"," Maryland","median_income",70833,6640,"2016"
"1565","24510270302","Census Tract 2703.02"," Baltimore city"," Maryland","number_households",665,63,"2016"
"1566","24510270302","Census Tract 2703.02"," Baltimore city"," Maryland","median_income",67244,6269,"2016"
"1567","24510270401","Census Tract 2704.01"," Baltimore city"," Maryland","number_households",2235,133,"2016"
"1568","24510270401","Census Tract 2704.01"," Baltimore city"," Maryland","median_income",59053,8147,"2016"
"1569","24510270402","Census Tract 2704.02"," Baltimore city"," Maryland","number_households",1126,105,"2016"
"1570","24510270402","Census Tract 2704.02"," Baltimore city"," Maryland","median_income",70185,10205,"2016"
"1571","24510270501","Census Tract 2705.01"," Baltimore city"," Maryland","number_households",1631,129,"2016"
"1572","24510270501","Census Tract 2705.01"," Baltimore city"," Maryland","median_income",63456,16918,"2016"
"1573","24510270502","Census Tract 2705.02"," Baltimore city"," Maryland","number_households",1771,145,"2016"
"1574","24510270502","Census Tract 2705.02"," Baltimore city"," Maryland","median_income",60143,14041,"2016"
"1575","24510270600","Census Tract 2706"," Baltimore city"," Maryland","number_households",1810,98,"2016"
"1576","24510270600","Census Tract 2706"," Baltimore city"," Maryland","median_income",58000,7687,"2016"
"1577","24510270701","Census Tract 2707.01"," Baltimore city"," Maryland","number_households",1181,68,"2016"
"1578","24510270701","Census Tract 2707.01"," Baltimore city"," Maryland","median_income",41549,7689,"2016"
"1579","24510270702","Census Tract 2707.02"," Baltimore city"," Maryland","number_households",883,75,"2016"
"1580","24510270702","Census Tract 2707.02"," Baltimore city"," Maryland","median_income",39583,11366,"2016"
"1581","24510270703","Census Tract 2707.03"," Baltimore city"," Maryland","number_households",1125,116,"2016"
"1582","24510270703","Census Tract 2707.03"," Baltimore city"," Maryland","median_income",59964,10258,"2016"
"1583","24510270801","Census Tract 2708.01"," Baltimore city"," Maryland","number_households",1573,108,"2016"
"1584","24510270801","Census Tract 2708.01"," Baltimore city"," Maryland","median_income",50774,5189,"2016"
"1585","24510270802","Census Tract 2708.02"," Baltimore city"," Maryland","number_households",2194,125,"2016"
"1586","24510270802","Census Tract 2708.02"," Baltimore city"," Maryland","median_income",49273,7133,"2016"
"1587","24510270803","Census Tract 2708.03"," Baltimore city"," Maryland","number_households",2848,153,"2016"
"1588","24510270803","Census Tract 2708.03"," Baltimore city"," Maryland","median_income",46696,8645,"2016"
"1589","24510270804","Census Tract 2708.04"," Baltimore city"," Maryland","number_households",1434,83,"2016"
"1590","24510270804","Census Tract 2708.04"," Baltimore city"," Maryland","median_income",48017,6365,"2016"
"1591","24510270805","Census Tract 2708.05"," Baltimore city"," Maryland","number_households",1994,118,"2016"
"1592","24510270805","Census Tract 2708.05"," Baltimore city"," Maryland","median_income",50556,11511,"2016"
"1593","24510270901","Census Tract 2709.01"," Baltimore city"," Maryland","number_households",1641,108,"2016"
"1594","24510270901","Census Tract 2709.01"," Baltimore city"," Maryland","median_income",49028,6902,"2016"
"1595","24510270902","Census Tract 2709.02"," Baltimore city"," Maryland","number_households",1396,63,"2016"
"1596","24510270902","Census Tract 2709.02"," Baltimore city"," Maryland","median_income",61588,5321,"2016"
"1597","24510270903","Census Tract 2709.03"," Baltimore city"," Maryland","number_households",1233,105,"2016"
"1598","24510270903","Census Tract 2709.03"," Baltimore city"," Maryland","median_income",43221,3811,"2016"
"1599","24510271001","Census Tract 2710.01"," Baltimore city"," Maryland","number_households",837,72,"2016"
"1600","24510271001","Census Tract 2710.01"," Baltimore city"," Maryland","median_income",38092,10002,"2016"
"1601","24510271002","Census Tract 2710.02"," Baltimore city"," Maryland","number_households",1505,126,"2016"
"1602","24510271002","Census Tract 2710.02"," Baltimore city"," Maryland","median_income",34103,5939,"2016"
"1603","24510271101","Census Tract 2711.01"," Baltimore city"," Maryland","number_households",902,59,"2016"
"1604","24510271101","Census Tract 2711.01"," Baltimore city"," Maryland","median_income",44667,19045,"2016"
"1605","24510271102","Census Tract 2711.02"," Baltimore city"," Maryland","number_households",443,53,"2016"
"1606","24510271102","Census Tract 2711.02"," Baltimore city"," Maryland","median_income",202813,32808,"2016"
"1607","24510271200","Census Tract 2712"," Baltimore city"," Maryland","number_households",2338,84,"2016"
"1608","24510271200","Census Tract 2712"," Baltimore city"," Maryland","median_income",117258,22963,"2016"
"1609","24510271300","Census Tract 2713"," Baltimore city"," Maryland","number_households",1192,41,"2016"
"1610","24510271300","Census Tract 2713"," Baltimore city"," Maryland","median_income",118281,20076,"2016"
"1611","24510271400","Census Tract 2714"," Baltimore city"," Maryland","number_households",1481,109,"2016"
"1612","24510271400","Census Tract 2714"," Baltimore city"," Maryland","median_income",113011,22293,"2016"
"1613","24510271501","Census Tract 2715.01"," Baltimore city"," Maryland","number_households",1767,97,"2016"
"1614","24510271501","Census Tract 2715.01"," Baltimore city"," Maryland","median_income",87688,17343,"2016"
"1615","24510271503","Census Tract 2715.03"," Baltimore city"," Maryland","number_households",643,40,"2016"
"1616","24510271503","Census Tract 2715.03"," Baltimore city"," Maryland","median_income",71339,14478,"2016"
"1617","24510271600","Census Tract 2716"," Baltimore city"," Maryland","number_households",1522,152,"2016"
"1618","24510271600","Census Tract 2716"," Baltimore city"," Maryland","median_income",30253,5452,"2016"
