"","GEOID","Census_Tract","County","State","variable","estimate","moe","year"
"671","24510250205","Census Tract 2502.05"," Baltimore city"," Maryland","number_households",1530,109,"2010"
"672","24510250205","Census Tract 2502.05"," Baltimore city"," Maryland","median_income",47738,11519,"2010"
"673","24510250206","Census Tract 2502.06"," Baltimore city"," Maryland","number_households",967,79,"2010"
"674","24510250206","Census Tract 2502.06"," Baltimore city"," Maryland","median_income",52674,10383,"2010"
"675","24510250207","Census Tract 2502.07"," Baltimore city"," Maryland","number_households",801,94,"2010"
"676","24510250207","Census Tract 2502.07"," Baltimore city"," Maryland","median_income",23310,3165,"2010"
"677","24510250301","Census Tract 2503.01"," Baltimore city"," Maryland","number_households",786,80,"2010"
"678","24510250301","Census Tract 2503.01"," Baltimore city"," Maryland","median_income",27414,8795,"2010"
"679","24510250303","Census Tract 2503.03"," Baltimore city"," Maryland","number_households",857,100,"2010"
"680","24510250303","Census Tract 2503.03"," Baltimore city"," Maryland","median_income",42007,4505,"2010"
"681","24510250401","Census Tract 2504.01"," Baltimore city"," Maryland","number_households",1221,108,"2010"
"682","24510250401","Census Tract 2504.01"," Baltimore city"," Maryland","median_income",34401,5918,"2010"
"683","24510250402","Census Tract 2504.02"," Baltimore city"," Maryland","number_households",1561,154,"2010"
"684","24510250402","Census Tract 2504.02"," Baltimore city"," Maryland","median_income",31250,7642,"2010"
"685","24510250500","Census Tract 2505"," Baltimore city"," Maryland","number_households",1864,174,"2010"
"686","24510250500","Census Tract 2505"," Baltimore city"," Maryland","median_income",32738,9030,"2010"
"687","24510250600","Census Tract 2506"," Baltimore city"," Maryland","number_households",7,13,"2010"
"688","24510250600","Census Tract 2506"," Baltimore city"," Maryland","median_income",NA,NA,"2010"
"689","24510260101","Census Tract 2601.01"," Baltimore city"," Maryland","number_households",1857,144,"2010"
"690","24510260101","Census Tract 2601.01"," Baltimore city"," Maryland","median_income",46789,6751,"2010"
"691","24510260102","Census Tract 2601.02"," Baltimore city"," Maryland","number_households",1827,107,"2010"
"692","24510260102","Census Tract 2601.02"," Baltimore city"," Maryland","median_income",48783,5018,"2010"
"693","24510260201","Census Tract 2602.01"," Baltimore city"," Maryland","number_households",2123,149,"2010"
"694","24510260201","Census Tract 2602.01"," Baltimore city"," Maryland","median_income",33936,4742,"2010"
"695","24510260202","Census Tract 2602.02"," Baltimore city"," Maryland","number_households",2506,193,"2010"
"696","24510260202","Census Tract 2602.02"," Baltimore city"," Maryland","median_income",31241,4188,"2010"
"697","24510260203","Census Tract 2602.03"," Baltimore city"," Maryland","number_households",1020,69,"2010"
"698","24510260203","Census Tract 2602.03"," Baltimore city"," Maryland","median_income",32615,7535,"2010"
"699","24510260301","Census Tract 2603.01"," Baltimore city"," Maryland","number_households",1602,113,"2010"
"700","24510260301","Census Tract 2603.01"," Baltimore city"," Maryland","median_income",42347,6037,"2010"
"701","24510260302","Census Tract 2603.02"," Baltimore city"," Maryland","number_households",2316,197,"2010"
"702","24510260302","Census Tract 2603.02"," Baltimore city"," Maryland","median_income",42727,3636,"2010"
"703","24510260303","Census Tract 2603.03"," Baltimore city"," Maryland","number_households",318,80,"2010"
"704","24510260303","Census Tract 2603.03"," Baltimore city"," Maryland","median_income",30192,23615,"2010"
"705","24510260401","Census Tract 2604.01"," Baltimore city"," Maryland","number_households",1277,99,"2010"
"706","24510260401","Census Tract 2604.01"," Baltimore city"," Maryland","median_income",31392,6771,"2010"
"707","24510260402","Census Tract 2604.02"," Baltimore city"," Maryland","number_households",967,135,"2010"
"708","24510260402","Census Tract 2604.02"," Baltimore city"," Maryland","median_income",42938,17933,"2010"
"709","24510260403","Census Tract 2604.03"," Baltimore city"," Maryland","number_households",765,121,"2010"
"710","24510260403","Census Tract 2604.03"," Baltimore city"," Maryland","median_income",32373,19676,"2010"
"711","24510260404","Census Tract 2604.04"," Baltimore city"," Maryland","number_households",566,74,"2010"
"712","24510260404","Census Tract 2604.04"," Baltimore city"," Maryland","median_income",35708,7102,"2010"
"713","24510260501","Census Tract 2605.01"," Baltimore city"," Maryland","number_households",1717,171,"2010"
"714","24510260501","Census Tract 2605.01"," Baltimore city"," Maryland","median_income",42298,4784,"2010"
"715","24510260604","Census Tract 2606.04"," Baltimore city"," Maryland","number_households",415,75,"2010"
"716","24510260604","Census Tract 2606.04"," Baltimore city"," Maryland","median_income",20710,7392,"2010"
"717","24510260605","Census Tract 2606.05"," Baltimore city"," Maryland","number_households",1996,111,"2010"
"718","24510260605","Census Tract 2606.05"," Baltimore city"," Maryland","median_income",33545,4842,"2010"
"719","24510260700","Census Tract 2607"," Baltimore city"," Maryland","number_households",747,93,"2010"
"720","24510260700","Census Tract 2607"," Baltimore city"," Maryland","median_income",36901,4930,"2010"
"721","24510260800","Census Tract 2608"," Baltimore city"," Maryland","number_households",879,117,"2010"
"722","24510260800","Census Tract 2608"," Baltimore city"," Maryland","median_income",35200,2603,"2010"
"723","24510260900","Census Tract 2609"," Baltimore city"," Maryland","number_households",990,102,"2010"
"724","24510260900","Census Tract 2609"," Baltimore city"," Maryland","median_income",68571,12193,"2010"
"725","24510261000","Census Tract 2610"," Baltimore city"," Maryland","number_households",913,140,"2010"
"726","24510261000","Census Tract 2610"," Baltimore city"," Maryland","median_income",36343,7854,"2010"
"727","24510261100","Census Tract 2611"," Baltimore city"," Maryland","number_households",805,99,"2010"
"728","24510261100","Census Tract 2611"," Baltimore city"," Maryland","median_income",83207,18376,"2010"
"729","24510270101","Census Tract 2701.01"," Baltimore city"," Maryland","number_households",657,59,"2010"
"730","24510270101","Census Tract 2701.01"," Baltimore city"," Maryland","median_income",57326,4661,"2010"
"731","24510270102","Census Tract 2701.02"," Baltimore city"," Maryland","number_households",1445,115,"2010"
"732","24510270102","Census Tract 2701.02"," Baltimore city"," Maryland","median_income",54250,10863,"2010"
"733","24510270200","Census Tract 2702"," Baltimore city"," Maryland","number_households",712,104,"2010"
"734","24510270200","Census Tract 2702"," Baltimore city"," Maryland","median_income",60128,7742,"2010"
"735","24510270301","Census Tract 2703.01"," Baltimore city"," Maryland","number_households",1210,89,"2010"
"736","24510270301","Census Tract 2703.01"," Baltimore city"," Maryland","median_income",54623,4946,"2010"
"737","24510270302","Census Tract 2703.02"," Baltimore city"," Maryland","number_households",614,90,"2010"
"738","24510270302","Census Tract 2703.02"," Baltimore city"," Maryland","median_income",68088,22666,"2010"
"739","24510270401","Census Tract 2704.01"," Baltimore city"," Maryland","number_households",1986,141,"2010"
"740","24510270401","Census Tract 2704.01"," Baltimore city"," Maryland","median_income",51641,12013,"2010"
"741","24510270402","Census Tract 2704.02"," Baltimore city"," Maryland","number_households",1312,89,"2010"
"742","24510270402","Census Tract 2704.02"," Baltimore city"," Maryland","median_income",53125,14763,"2010"
"743","24510270501","Census Tract 2705.01"," Baltimore city"," Maryland","number_households",1742,93,"2010"
"744","24510270501","Census Tract 2705.01"," Baltimore city"," Maryland","median_income",59516,8225,"2010"
"745","24510270502","Census Tract 2705.02"," Baltimore city"," Maryland","number_households",1756,133,"2010"
"746","24510270502","Census Tract 2705.02"," Baltimore city"," Maryland","median_income",53493,6005,"2010"
"747","24510270600","Census Tract 2706"," Baltimore city"," Maryland","number_households",1781,151,"2010"
"748","24510270600","Census Tract 2706"," Baltimore city"," Maryland","median_income",66914,10388,"2010"
"749","24510270701","Census Tract 2707.01"," Baltimore city"," Maryland","number_households",1198,80,"2010"
"750","24510270701","Census Tract 2707.01"," Baltimore city"," Maryland","median_income",28618,4153,"2010"
"751","24510270702","Census Tract 2707.02"," Baltimore city"," Maryland","number_households",900,108,"2010"
"752","24510270702","Census Tract 2707.02"," Baltimore city"," Maryland","median_income",39205,5207,"2010"
"753","24510270703","Census Tract 2707.03"," Baltimore city"," Maryland","number_households",1072,105,"2010"
"754","24510270703","Census Tract 2707.03"," Baltimore city"," Maryland","median_income",63521,8972,"2010"
"755","24510270801","Census Tract 2708.01"," Baltimore city"," Maryland","number_households",1731,82,"2010"
"756","24510270801","Census Tract 2708.01"," Baltimore city"," Maryland","median_income",51415,8894,"2010"
"757","24510270802","Census Tract 2708.02"," Baltimore city"," Maryland","number_households",1909,130,"2010"
"758","24510270802","Census Tract 2708.02"," Baltimore city"," Maryland","median_income",46181,7578,"2010"
"759","24510270803","Census Tract 2708.03"," Baltimore city"," Maryland","number_households",2650,204,"2010"
"760","24510270803","Census Tract 2708.03"," Baltimore city"," Maryland","median_income",42234,6676,"2010"
"761","24510270804","Census Tract 2708.04"," Baltimore city"," Maryland","number_households",1513,92,"2010"
"762","24510270804","Census Tract 2708.04"," Baltimore city"," Maryland","median_income",41094,10238,"2010"
"763","24510270805","Census Tract 2708.05"," Baltimore city"," Maryland","number_households",1882,182,"2010"
"764","24510270805","Census Tract 2708.05"," Baltimore city"," Maryland","median_income",46875,9305,"2010"
"765","24510270901","Census Tract 2709.01"," Baltimore city"," Maryland","number_households",1563,124,"2010"
"766","24510270901","Census Tract 2709.01"," Baltimore city"," Maryland","median_income",51023,11852,"2010"
"767","24510270902","Census Tract 2709.02"," Baltimore city"," Maryland","number_households",1607,160,"2010"
"768","24510270902","Census Tract 2709.02"," Baltimore city"," Maryland","median_income",48555,8969,"2010"
"769","24510270903","Census Tract 2709.03"," Baltimore city"," Maryland","number_households",1246,115,"2010"
"770","24510270903","Census Tract 2709.03"," Baltimore city"," Maryland","median_income",54607,9343,"2010"
"771","24510271001","Census Tract 2710.01"," Baltimore city"," Maryland","number_households",902,103,"2010"
"772","24510271001","Census Tract 2710.01"," Baltimore city"," Maryland","median_income",33203,5966,"2010"
"773","24510271002","Census Tract 2710.02"," Baltimore city"," Maryland","number_households",1536,106,"2010"
"774","24510271002","Census Tract 2710.02"," Baltimore city"," Maryland","median_income",38500,11794,"2010"
"775","24510271101","Census Tract 2711.01"," Baltimore city"," Maryland","number_households",869,86,"2010"
"776","24510271101","Census Tract 2711.01"," Baltimore city"," Maryland","median_income",42994,9907,"2010"
"777","24510271102","Census Tract 2711.02"," Baltimore city"," Maryland","number_households",564,80,"2010"
"778","24510271102","Census Tract 2711.02"," Baltimore city"," Maryland","median_income",99300,42561,"2010"
"779","24510271200","Census Tract 2712"," Baltimore city"," Maryland","number_households",2330,98,"2010"
"780","24510271200","Census Tract 2712"," Baltimore city"," Maryland","median_income",133548,7922,"2010"
"781","24510271300","Census Tract 2713"," Baltimore city"," Maryland","number_households",1204,83,"2010"
"782","24510271300","Census Tract 2713"," Baltimore city"," Maryland","median_income",111250,16201,"2010"
"783","24510271400","Census Tract 2714"," Baltimore city"," Maryland","number_households",1529,92,"2010"
"784","24510271400","Census Tract 2714"," Baltimore city"," Maryland","median_income",97891,19272,"2010"
"785","24510271501","Census Tract 2715.01"," Baltimore city"," Maryland","number_households",1822,86,"2010"
"786","24510271501","Census Tract 2715.01"," Baltimore city"," Maryland","median_income",88929,8407,"2010"
"787","24510271503","Census Tract 2715.03"," Baltimore city"," Maryland","number_households",553,84,"2010"
"788","24510271503","Census Tract 2715.03"," Baltimore city"," Maryland","median_income",79861,23140,"2010"
"789","24510271600","Census Tract 2716"," Baltimore city"," Maryland","number_households",1405,144,"2010"
"790","24510271600","Census Tract 2716"," Baltimore city"," Maryland","median_income",43265,7536,"2010"
"791","24510271700","Census Tract 2717"," Baltimore city"," Maryland","number_households",1928,172,"2010"
"792","24510271700","Census Tract 2717"," Baltimore city"," Maryland","median_income",29069,10454,"2010"
"793","24510271801","Census Tract 2718.01"," Baltimore city"," Maryland","number_households",1264,143,"2010"
"794","24510271801","Census Tract 2718.01"," Baltimore city"," Maryland","median_income",24802,10598,"2010"
"795","24510271802","Census Tract 2718.02"," Baltimore city"," Maryland","number_households",925,146,"2010"
"796","24510271802","Census Tract 2718.02"," Baltimore city"," Maryland","median_income",31392,6984,"2010"
"797","24510271900","Census Tract 2719"," Baltimore city"," Maryland","number_households",1406,135,"2010"
"798","24510271900","Census Tract 2719"," Baltimore city"," Maryland","median_income",52308,21692,"2010"
"799","24510272003","Census Tract 2720.03"," Baltimore city"," Maryland","number_households",1922,140,"2010"
"800","24510272003","Census Tract 2720.03"," Baltimore city"," Maryland","median_income",70942,6913,"2010"
"801","24510272004","Census Tract 2720.04"," Baltimore city"," Maryland","number_households",1801,53,"2010"
"802","24510272004","Census Tract 2720.04"," Baltimore city"," Maryland","median_income",49567,9411,"2010"
"803","24510272005","Census Tract 2720.05"," Baltimore city"," Maryland","number_households",1333,71,"2010"
"804","24510272005","Census Tract 2720.05"," Baltimore city"," Maryland","median_income",49757,6038,"2010"
"805","24510272006","Census Tract 2720.06"," Baltimore city"," Maryland","number_households",1855,92,"2010"
"806","24510272006","Census Tract 2720.06"," Baltimore city"," Maryland","median_income",24859,4358,"2010"
"807","24510272007","Census Tract 2720.07"," Baltimore city"," Maryland","number_households",1649,178,"2010"
"808","24510272007","Census Tract 2720.07"," Baltimore city"," Maryland","median_income",35903,5554,"2010"
"809","24510280101","Census Tract 2801.01"," Baltimore city"," Maryland","number_households",1364,93,"2010"
"810","24510280101","Census Tract 2801.01"," Baltimore city"," Maryland","median_income",46576,8003,"2010"
"811","24510280102","Census Tract 2801.02"," Baltimore city"," Maryland","number_households",2443,125,"2010"
"812","24510280102","Census Tract 2801.02"," Baltimore city"," Maryland","median_income",33938,3899,"2010"
"813","24510280200","Census Tract 2802"," Baltimore city"," Maryland","number_households",1738,148,"2010"
"814","24510280200","Census Tract 2802"," Baltimore city"," Maryland","median_income",45047,6373,"2010"
"815","24510280301","Census Tract 2803.01"," Baltimore city"," Maryland","number_households",1905,136,"2010"
"816","24510280301","Census Tract 2803.01"," Baltimore city"," Maryland","median_income",33707,4275,"2010"
"817","24510280302","Census Tract 2803.02"," Baltimore city"," Maryland","number_households",934,108,"2010"
"818","24510280302","Census Tract 2803.02"," Baltimore city"," Maryland","median_income",33864,14691,"2010"
"819","24510280401","Census Tract 2804.01"," Baltimore city"," Maryland","number_households",1502,107,"2010"
"820","24510280401","Census Tract 2804.01"," Baltimore city"," Maryland","median_income",44954,13682,"2010"
"821","24510280402","Census Tract 2804.02"," Baltimore city"," Maryland","number_households",659,46,"2010"
"822","24510280402","Census Tract 2804.02"," Baltimore city"," Maryland","median_income",52784,8188,"2010"
"823","24510280403","Census Tract 2804.03"," Baltimore city"," Maryland","number_households",2221,103,"2010"
"824","24510280403","Census Tract 2804.03"," Baltimore city"," Maryland","median_income",51435,10293,"2010"
"825","24510280404","Census Tract 2804.04"," Baltimore city"," Maryland","number_households",796,88,"2010"
"826","24510280404","Census Tract 2804.04"," Baltimore city"," Maryland","median_income",43779,6199,"2010"
"827","24510280500","Census Tract 2805"," Baltimore city"," Maryland","number_households",1020,115,"2010"
"828","24510280500","Census Tract 2805"," Baltimore city"," Maryland","median_income",11278,2948,"2010"
"829","24005400100","Census Tract 4001"," Baltimore County"," Maryland","number_households",2201,162,"2016"
"830","24005400100","Census Tract 4001"," Baltimore County"," Maryland","median_income",49095,7420,"2016"
"831","24005400200","Census Tract 4002"," Baltimore County"," Maryland","number_households",1043,79,"2016"
"832","24005400200","Census Tract 4002"," Baltimore County"," Maryland","median_income",66888,8883,"2016"
"833","24005400400","Census Tract 4004"," Baltimore County"," Maryland","number_households",2018,115,"2016"
"834","24005400400","Census Tract 4004"," Baltimore County"," Maryland","median_income",110116,15753,"2016"
"835","24005400500","Census Tract 4005"," Baltimore County"," Maryland","number_households",831,38,"2016"
"836","24005400500","Census Tract 4005"," Baltimore County"," Maryland","median_income",144479,25673,"2016"
"837","24005400600","Census Tract 4006"," Baltimore County"," Maryland","number_households",1152,91,"2016"
"838","24005400600","Census Tract 4006"," Baltimore County"," Maryland","median_income",75109,16627,"2016"
"839","24005400701","Census Tract 4007.01"," Baltimore County"," Maryland","number_households",1259,83,"2016"
"840","24005400701","Census Tract 4007.01"," Baltimore County"," Maryland","median_income",68603,10992,"2016"
"841","24005400702","Census Tract 4007.02"," Baltimore County"," Maryland","number_households",645,38,"2016"
"842","24005400702","Census Tract 4007.02"," Baltimore County"," Maryland","median_income",80848,15758,"2016"
"843","24005400800","Census Tract 4008"," Baltimore County"," Maryland","number_households",993,96,"2016"
"844","24005400800","Census Tract 4008"," Baltimore County"," Maryland","median_income",78854,24969,"2016"
"845","24005400900","Census Tract 4009"," Baltimore County"," Maryland","number_households",751,37,"2016"
"846","24005400900","Census Tract 4009"," Baltimore County"," Maryland","median_income",62050,13713,"2016"
"847","24005401000","Census Tract 4010"," Baltimore County"," Maryland","number_households",798,51,"2016"
"848","24005401000","Census Tract 4010"," Baltimore County"," Maryland","median_income",83333,18217,"2016"
"849","24005401101","Census Tract 4011.01"," Baltimore County"," Maryland","number_households",2174,149,"2016"
"850","24005401101","Census Tract 4011.01"," Baltimore County"," Maryland","median_income",63036,3972,"2016"
"851","24005401102","Census Tract 4011.02"," Baltimore County"," Maryland","number_households",441,41,"2016"
"852","24005401102","Census Tract 4011.02"," Baltimore County"," Maryland","median_income",53607,5842,"2016"
"853","24005401200","Census Tract 4012"," Baltimore County"," Maryland","number_households",1146,102,"2016"
"854","24005401200","Census Tract 4012"," Baltimore County"," Maryland","median_income",68298,12287,"2016"
"855","24005401301","Census Tract 4013.01"," Baltimore County"," Maryland","number_households",1326,102,"2016"
"856","24005401301","Census Tract 4013.01"," Baltimore County"," Maryland","median_income",57093,8285,"2016"
"857","24005401302","Census Tract 4013.02"," Baltimore County"," Maryland","number_households",1258,87,"2016"
"858","24005401302","Census Tract 4013.02"," Baltimore County"," Maryland","median_income",44844,7902,"2016"
"859","24005401400","Census Tract 4014"," Baltimore County"," Maryland","number_households",617,16,"2016"
"860","24005401400","Census Tract 4014"," Baltimore County"," Maryland","median_income",99896,11422,"2016"
"861","24005401503","Census Tract 4015.03"," Baltimore County"," Maryland","number_households",2705,88,"2016"
"862","24005401503","Census Tract 4015.03"," Baltimore County"," Maryland","median_income",93651,7022,"2016"
"863","24005401504","Census Tract 4015.04"," Baltimore County"," Maryland","number_households",2243,99,"2016"
"864","24005401504","Census Tract 4015.04"," Baltimore County"," Maryland","median_income",89275,12134,"2016"
"865","24005401505","Census Tract 4015.05"," Baltimore County"," Maryland","number_households",1555,82,"2016"
"866","24005401505","Census Tract 4015.05"," Baltimore County"," Maryland","median_income",66806,10838,"2016"
"867","24005401506","Census Tract 4015.06"," Baltimore County"," Maryland","number_households",1845,67,"2016"
"868","24005401506","Census Tract 4015.06"," Baltimore County"," Maryland","median_income",69668,10052,"2016"
"869","24005401507","Census Tract 4015.07"," Baltimore County"," Maryland","number_households",2015,157,"2016"
"870","24005401507","Census Tract 4015.07"," Baltimore County"," Maryland","median_income",55943,5011,"2016"
"871","24005402201","Census Tract 4022.01"," Baltimore County"," Maryland","number_households",1248,102,"2016"
"872","24005402201","Census Tract 4022.01"," Baltimore County"," Maryland","median_income",82266,21891,"2016"
"873","24005402202","Census Tract 4022.02"," Baltimore County"," Maryland","number_households",571,50,"2016"
"874","24005402202","Census Tract 4022.02"," Baltimore County"," Maryland","median_income",123674,9891,"2016"
"875","24005402302","Census Tract 4023.02"," Baltimore County"," Maryland","number_households",1851,77,"2016"
"876","24005402302","Census Tract 4023.02"," Baltimore County"," Maryland","median_income",77888,9774,"2016"
"877","24005402303","Census Tract 4023.03"," Baltimore County"," Maryland","number_households",2533,147,"2016"
"878","24005402303","Census Tract 4023.03"," Baltimore County"," Maryland","median_income",78644,9639,"2016"
"879","24005402304","Census Tract 4023.04"," Baltimore County"," Maryland","number_households",1350,107,"2016"
"880","24005402304","Census Tract 4023.04"," Baltimore County"," Maryland","median_income",66944,5134,"2016"
"881","24005402305","Census Tract 4023.05"," Baltimore County"," Maryland","number_households",793,53,"2016"
"882","24005402305","Census Tract 4023.05"," Baltimore County"," Maryland","median_income",52574,9525,"2016"
"883","24005402306","Census Tract 4023.06"," Baltimore County"," Maryland","number_households",1627,87,"2016"
"884","24005402306","Census Tract 4023.06"," Baltimore County"," Maryland","median_income",46649,6601,"2016"
"885","24005402307","Census Tract 4023.07"," Baltimore County"," Maryland","number_households",2475,152,"2016"
"886","24005402307","Census Tract 4023.07"," Baltimore County"," Maryland","median_income",59982,6118,"2016"
"887","24005402403","Census Tract 4024.03"," Baltimore County"," Maryland","number_households",877,40,"2016"
"888","24005402403","Census Tract 4024.03"," Baltimore County"," Maryland","median_income",56339,14809,"2016"
"889","24005402404","Census Tract 4024.04"," Baltimore County"," Maryland","number_households",2241,161,"2016"
"890","24005402404","Census Tract 4024.04"," Baltimore County"," Maryland","median_income",49208,4870,"2016"
"891","24005402405","Census Tract 4024.05"," Baltimore County"," Maryland","number_households",1353,95,"2016"
"892","24005402405","Census Tract 4024.05"," Baltimore County"," Maryland","median_income",56875,7865,"2016"
"893","24005402406","Census Tract 4024.06"," Baltimore County"," Maryland","number_households",2612,194,"2016"
"894","24005402406","Census Tract 4024.06"," Baltimore County"," Maryland","median_income",63958,10072,"2016"
"895","24005402407","Census Tract 4024.07"," Baltimore County"," Maryland","number_households",577,39,"2016"
"896","24005402407","Census Tract 4024.07"," Baltimore County"," Maryland","median_income",61250,15479,"2016"
"897","24005402503","Census Tract 4025.03"," Baltimore County"," Maryland","number_households",1880,133,"2016"
"898","24005402503","Census Tract 4025.03"," Baltimore County"," Maryland","median_income",54272,9722,"2016"
"899","24005402504","Census Tract 4025.04"," Baltimore County"," Maryland","number_households",1611,99,"2016"
"900","24005402504","Census Tract 4025.04"," Baltimore County"," Maryland","median_income",84980,12840,"2016"
"901","24005402505","Census Tract 4025.05"," Baltimore County"," Maryland","number_households",1398,66,"2016"
"902","24005402505","Census Tract 4025.05"," Baltimore County"," Maryland","median_income",49318,8555,"2016"
"903","24005402506","Census Tract 4025.06"," Baltimore County"," Maryland","number_households",1501,75,"2016"
"904","24005402506","Census Tract 4025.06"," Baltimore County"," Maryland","median_income",79225,8770,"2016"
"905","24005402509","Census Tract 4025.09"," Baltimore County"," Maryland","number_households",3860,184,"2016"
"906","24005402509","Census Tract 4025.09"," Baltimore County"," Maryland","median_income",81546,9409,"2016"
"907","24005402602","Census Tract 4026.02"," Baltimore County"," Maryland","number_households",737,37,"2016"
"908","24005402602","Census Tract 4026.02"," Baltimore County"," Maryland","median_income",66480,12789,"2016"
"909","24005402603","Census Tract 4026.03"," Baltimore County"," Maryland","number_households",2193,132,"2016"
"910","24005402603","Census Tract 4026.03"," Baltimore County"," Maryland","median_income",114872,16578,"2016"
"911","24005402604","Census Tract 4026.04"," Baltimore County"," Maryland","number_households",2167,109,"2016"
"912","24005402604","Census Tract 4026.04"," Baltimore County"," Maryland","median_income",77522,12319,"2016"
"913","24005403100","Census Tract 4031"," Baltimore County"," Maryland","number_households",857,67,"2016"
"914","24005403100","Census Tract 4031"," Baltimore County"," Maryland","median_income",66858,5445,"2016"
"915","24005403201","Census Tract 4032.01"," Baltimore County"," Maryland","number_households",1212,60,"2016"
"916","24005403201","Census Tract 4032.01"," Baltimore County"," Maryland","median_income",66012,14287,"2016"
"917","24005403202","Census Tract 4032.02"," Baltimore County"," Maryland","number_households",810,29,"2016"
"918","24005403202","Census Tract 4032.02"," Baltimore County"," Maryland","median_income",67500,10048,"2016"
"919","24005403300","Census Tract 4033"," Baltimore County"," Maryland","number_households",974,54,"2016"
"920","24005403300","Census Tract 4033"," Baltimore County"," Maryland","median_income",72361,11873,"2016"
"921","24005403401","Census Tract 4034.01"," Baltimore County"," Maryland","number_households",1825,112,"2016"
"922","24005403401","Census Tract 4034.01"," Baltimore County"," Maryland","median_income",63203,10331,"2016"
"923","24005403402","Census Tract 4034.02"," Baltimore County"," Maryland","number_households",2072,105,"2016"
"924","24005403402","Census Tract 4034.02"," Baltimore County"," Maryland","median_income",44727,7614,"2016"
"925","24005403500","Census Tract 4035"," Baltimore County"," Maryland","number_households",1779,51,"2016"
"926","24005403500","Census Tract 4035"," Baltimore County"," Maryland","median_income",87120,17477,"2016"
"927","24005403601","Census Tract 4036.01"," Baltimore County"," Maryland","number_households",2017,60,"2016"
"928","24005403601","Census Tract 4036.01"," Baltimore County"," Maryland","median_income",86969,9372,"2016"
"929","24005403602","Census Tract 4036.02"," Baltimore County"," Maryland","number_households",2323,117,"2016"
"930","24005403602","Census Tract 4036.02"," Baltimore County"," Maryland","median_income",86933,5742,"2016"
"931","24005403701","Census Tract 4037.01"," Baltimore County"," Maryland","number_households",3283,130,"2016"
"932","24005403701","Census Tract 4037.01"," Baltimore County"," Maryland","median_income",74750,7844,"2016"
"933","24005403702","Census Tract 4037.02"," Baltimore County"," Maryland","number_households",1928,187,"2016"
"934","24005403702","Census Tract 4037.02"," Baltimore County"," Maryland","median_income",61528,12200,"2016"
"935","24005403801","Census Tract 4038.01"," Baltimore County"," Maryland","number_households",615,41,"2016"
"936","24005403801","Census Tract 4038.01"," Baltimore County"," Maryland","median_income",192188,33762,"2016"
"937","24005403802","Census Tract 4038.02"," Baltimore County"," Maryland","number_households",1119,57,"2016"
"938","24005403802","Census Tract 4038.02"," Baltimore County"," Maryland","median_income",156414,9083,"2016"
"939","24005403803","Census Tract 4038.03"," Baltimore County"," Maryland","number_households",1579,64,"2016"
"940","24005403803","Census Tract 4038.03"," Baltimore County"," Maryland","median_income",85813,17490,"2016"
"941","24005404101","Census Tract 4041.01"," Baltimore County"," Maryland","number_households",2001,192,"2016"
"942","24005404101","Census Tract 4041.01"," Baltimore County"," Maryland","median_income",86159,8978,"2016"
"943","24005404102","Census Tract 4041.02"," Baltimore County"," Maryland","number_households",2191,113,"2016"
"944","24005404102","Census Tract 4041.02"," Baltimore County"," Maryland","median_income",62780,12131,"2016"
"945","24005404201","Census Tract 4042.01"," Baltimore County"," Maryland","number_households",2315,80,"2016"
"946","24005404201","Census Tract 4042.01"," Baltimore County"," Maryland","median_income",71735,7059,"2016"
"947","24005404202","Census Tract 4042.02"," Baltimore County"," Maryland","number_households",2781,133,"2016"
"948","24005404202","Census Tract 4042.02"," Baltimore County"," Maryland","median_income",58775,6512,"2016"
"949","24005404402","Census Tract 4044.02"," Baltimore County"," Maryland","number_households",2219,90,"2016"
"950","24005404402","Census Tract 4044.02"," Baltimore County"," Maryland","median_income",121394,19982,"2016"
"951","24005404403","Census Tract 4044.03"," Baltimore County"," Maryland","number_households",1954,96,"2016"
"952","24005404403","Census Tract 4044.03"," Baltimore County"," Maryland","median_income",48000,4999,"2016"
"953","24005404404","Census Tract 4044.04"," Baltimore County"," Maryland","number_households",1921,87,"2016"
"954","24005404404","Census Tract 4044.04"," Baltimore County"," Maryland","median_income",79031,9780,"2016"
"955","24005404501","Census Tract 4045.01"," Baltimore County"," Maryland","number_households",2421,116,"2016"
"956","24005404501","Census Tract 4045.01"," Baltimore County"," Maryland","median_income",69866,5386,"2016"
"957","24005404502","Census Tract 4045.02"," Baltimore County"," Maryland","number_households",1539,82,"2016"
"958","24005404502","Census Tract 4045.02"," Baltimore County"," Maryland","median_income",48250,7525,"2016"
"959","24005404600","Census Tract 4046"," Baltimore County"," Maryland","number_households",1021,55,"2016"
"960","24005404600","Census Tract 4046"," Baltimore County"," Maryland","median_income",81607,32741,"2016"
"961","24005404800","Census Tract 4048"," Baltimore County"," Maryland","number_households",757,28,"2016"
"962","24005404800","Census Tract 4048"," Baltimore County"," Maryland","median_income",114125,19943,"2016"
"963","24005404900","Census Tract 4049"," Baltimore County"," Maryland","number_households",1785,72,"2016"
"964","24005404900","Census Tract 4049"," Baltimore County"," Maryland","median_income",129152,17118,"2016"
"965","24005405000","Census Tract 4050"," Baltimore County"," Maryland","number_households",1657,80,"2016"
"966","24005405000","Census Tract 4050"," Baltimore County"," Maryland","median_income",87104,14086,"2016"
"967","24005406000","Census Tract 4060"," Baltimore County"," Maryland","number_households",1969,89,"2016"
