OID_PLACE_20|GEOID_PLACE_20|NAMELSAD_PLACE_20|AREALAND_PLACE_20|AREAWATER_PLACE_20|MTFCC_PLACE_20|CLASSFP_PLACE_20|FUNCSTAT_PLACE_20|OID_PLACE_10|GEOID_PLACE_10|NAMELSAD_PLACE_10|AREALAND_PLACE_10|AREAWATER_PLACE_10|MTFCC_PLACE_10|CLASSFP_PLACE_10|FUNCSTAT_PLACE_10|AREALAND_PART|AREAWATER_PART
28090271390298|2478425|Towson CDP|36656491|349759|G4210|U1|S|28040271390298|2478425|Towson CDP|36656491|349759|G4210|U1|S|36656491|349759
27890163197183|2478575|Trappe town|6906906|0|G4110|C1|A|||||||||305388|0
27890163197183|2478575|Trappe town|6906906|0|G4110|C1|A|27840163197183|2478575|Trappe town|7190599|0|G4110|C1|A|6601518|0
28090158088634|2478650|Travilah CDP|41248960|4454436|G4210|U1|S|28040158088606|2421825|Darnestown CDP|42664281|3175384|G4210|U1|S|163378|792749
28090158088634|2478650|Travilah CDP|41248960|4454436|G4210|U1|S|28040158088626|2463300|Potomac CDP|65095666|3772202|G4210|U1|S|876|0
28090158088634|2478650|Travilah CDP|41248960|4454436|G4210|U1|S|27840158088628|2467675|Rockville city|35091031|95366|G4110|C1|A|22878|0
28090158088634|2478650|Travilah CDP|41248960|4454436|G4210|U1|S|28040158088634|2478650|Travilah CDP|41092350|3661687|G4210|U1|S|41061828|3661687
280903710977649|2478705|Trego-Rohrersville Station CDP|1104430|0|G4210|U2|S|280403710977649|2478705|Trego-Rohrersville Station CDP|1104430|0|G4210|U2|S|1104430|0
280903716922155|2479225|Tyaskin CDP|3682408|2092|G4210|U1|S|||||||||316809|0
280903716922155|2479225|Tyaskin CDP|3682408|2092|G4210|U1|S|280403716922155|2479225|Tyaskin CDP|3365599|2092|G4210|U1|S|3365599|2092
27890148014689|2479350|Union Bridge town|2666254|17264|G4110|C1|A|||||||||39709|0
27890148014689|2479350|Union Bridge town|2666254|17264|G4110|C1|A|27840148014689|2479350|Union Bridge town|2679959|17493|G4110|C1|A|2626545|17264
27890286317636|2479675|University Park town|1298867|0|G4110|C1|A|28040286317579|2400400|Adelphi CDP|7096285|6498|G4210|U1|S|8733|0
27890286317636|2479675|University Park town|1298867|0|G4110|C1|A|27840286317593|2418750|College Park city|14474200|182977|G4110|C1|A|895|0
27890286317636|2479675|University Park town|1298867|0|G4110|C1|A|27840286317613|2441250|Hyattsville city|6887194|68734|G4110|C1|A|6689|0
27890286317636|2479675|University Park town|1298867|0|G4110|C1|A|27840286317629|2466635|Riverdale Park town|4262040|65258|G4110|C1|A|12284|0
27890286317636|2479675|University Park town|1298867|0|G4110|C1|A|27840286317636|2479675|University Park town|1290088|0|G4110|C1|A|1270266|0
27890286317637|2479875|Upper Marlboro town|1785484|122551|G4110|C1|A|280403716512990|2410150|Brock Hall CDP|35267308|347631|G4210|U1|S|226937|42959
27890286317637|2479875|Upper Marlboro town|1785484|122551|G4110|C1|A|280403716512996|2450685|Marlboro Village CDP|9962078|109564|G4210|U2|S|18059|0
27890286317637|2479875|Upper Marlboro town|1785484|122551|G4110|C1|A|280403716512998|2464535|Queenland CDP|12572608|33153|G4210|U2|S|471342|14687
27890286317637|2479875|Upper Marlboro town|1785484|122551|G4110|C1|A|27840286317637|2479875|Upper Marlboro town|1069146|64905|G4110|C1|A|1069146|64905
280903717001997|2479900|Urbana CDP|20132928|37319|G4210|U1|S|||||||||3519810|25704
280903717001997|2479900|Urbana CDP|20132928|37319|G4210|U1|S|280403717001997|2479900|Urbana CDP|17121507|14281|G4210|U1|S|16613118|11615
280903710977167|2480075|Vale Summit CDP|2560084|0|G4210|U1|S|280403710977167|2480075|Vale Summit CDP|2560084|0|G4210|U1|S|2560084|0
27890153149038|2480600|Vienna town|1980594|0|G4110|C1|A|||||||||1499189|0
27890153149038|2480600|Vienna town|1980594|0|G4110|C1|A|27840153149038|2480600|Vienna town|481405|0|G4110|C1|A|481405|0
28090151136963|2481175|Waldorf CDP|93870140|594741|G4210|U1|S|28040151136955|2406615|Bensville CDP|43741100|2825|G4210|U2|S|4270|0
28090151136963|2481175|Waldorf CDP|93870140|594741|G4210|U1|S|28040151136963|2481175|Waldorf CDP|93910647|594741|G4210|U1|S|93865870|594741
28090286317638|2481250|Walker Mill CDP|7812754|0|G4210|U1|S|||||||||76|0
28090286317638|2481250|Walker Mill CDP|7812754|0|G4210|U1|S|27840286317588|2413000|Capitol Heights town|2100803|844|G4110|C1|A|43949|0
28090286317638|2481250|Walker Mill CDP|7812754|0|G4210|U1|S|27840286317597|2423025|District Heights city|2420156|88|G4110|C1|A|8878|0
28090286317638|2481250|Walker Mill CDP|7812754|0|G4210|U1|S|28040286317638|2481250|Walker Mill CDP|8168258|5825|G4210|U1|S|7759851|0
27890155286854|2481275|Walkersville town|12336764|8148|G4110|C1|A|||||||||1046599|6343
27890155286854|2481275|Walkersville town|12336764|8148|G4110|C1|A|27840155286854|2481275|Walkersville town|11290397|1805|G4110|C1|A|11290165|1805
27890158088635|2481675|Washington Grove town|871149|4088|G4110|C1|A|28040158088627|2465312|Redland CDP|18344491|391537|G4210|U1|S|17039|0
27890158088635|2481675|Washington Grove town|871149|4088|G4110|C1|A|27840158088635|2481675|Washington Grove town|924504|4227|G4110|C1|A|854110|4088
280903716922165|2481925|Waterview CDP|1271399|13226|G4210|U1|S|280403716922165|2481925|Waterview CDP|1271399|13226|G4210|U1|S|1271399|13226
280903716922145|2482625|West Denton CDP|750396|0|G4210|U1|S|280403716922145|2482625|West Denton CDP|766874|0|G4210|U1|S|750396|0
27890762616776|2482750|Westernport town|2275724|72859|G4110|C1|A|||||||||30504|0
27890762616776|2482750|Westernport town|2275724|72859|G4110|C1|A|27840762616776|2482750|Westernport town|2245220|72859|G4110|C1|A|2245220|72859
28090286317639|2483025|West Laurel CDP|5862188|263970|G4210|U1|S|27840286317620|2445900|Laurel city|11148803|61461|G4110|C1|A|15686|0
28090286317639|2483025|West Laurel CDP|5862188|263970|G4210|U1|S|28040286317639|2483025|West Laurel CDP|5896709|263970|G4210|U1|S|5846502|263970
27890148014690|2483100|Westminster city|17183520|32117|G4110|C1|A|||||||||236965|0
27890148014690|2483100|Westminster city|17183520|32117|G4110|C1|A|27840148014690|2483100|Westminster city|17064882|32237|G4110|C1|A|16946555|32117
28090164561723|2483225|West Ocean City CDP|10850773|7390748|G4210|U1|S|||||||||1066800|51051
28090164561723|2483225|West Ocean City CDP|10850773|7390748|G4210|U1|S|28040164561723|2483225|West Ocean City CDP|9783973|7340309|G4210|U1|S|9783973|7339697
280903716512999|2483290|Westphalia CDP|25659044|20833|G4210|U1|S|27840286317624|2453625|Morningside town|1438180|1987|G4110|C1|A|5870|0
280903716512999|2483290|Westphalia CDP|25659044|20833|G4210|U1|S|280403716512999|2483290|Westphalia CDP|34364400|69122|G4210|U1|S|25653174|20833
28090161902977|2483337|West Pocomoke CDP|24364392|536813|G4210|U1|S|28040161902977|2483337|West Pocomoke CDP|24364392|536813|G4210|U1|S|24364392|536813
28090164561724|2483746|Whaleyville CDP|2625450|1938|G4210|U1|S|||||||||142206|0
28090164561724|2483746|Whaleyville CDP|2625450|1938|G4210|U1|S|28040164561724|2483746|Whaleyville CDP|2483244|1938|G4210|U1|S|2483244|1938
28090158088636|2483775|Wheaton CDP|17865167|110692|G4210|U1|S|28040158088608|2428640|Forest Glen CDP|2683169|5216|G4210|U1|S|41907|0
28090158088636|2483775|Wheaton CDP|17865167|110692|G4210|U1|S|28040158088615|2443200|Kemp Mill CDP|6630167|69076|G4210|U1|S|24268|0
28090158088636|2483775|Wheaton CDP|17865167|110692|G4210|U1|S|28040158088622|2456712|North Kensington CDP|3947046|28453|G4210|U1|S|6820|0
28090158088636|2483775|Wheaton CDP|17865167|110692|G4210|U1|S|28040158088636|2483775|Wheaton CDP|17859047|111041|G4210|U1|S|17792172|110692
280903716922172|2484225|Whitehaven CDP|956330|5591|G4210|U1|S|||||||||1973|0
280903716922172|2484225|Whitehaven CDP|956330|5591|G4210|U1|S|280403716922172|2484225|Whitehaven CDP|954357|5591|G4210|U1|S|954357|5591
28090271390299|2484350|White Marsh CDP|13753546|54756|G4210|U1|S|||||||||9721|0
28090271390299|2484350|White Marsh CDP|13753546|54756|G4210|U1|S|28040271390297|2468700|Rossville CDP|13940307|61287|G4210|U1|S|4436|0
28090271390299|2484350|White Marsh CDP|13753546|54756|G4210|U1|S|28040271390299|2484350|White Marsh CDP|13739389|54756|G4210|U1|S|13739389|54756
28090158088637|2484375|White Oak CDP|8087984|3145|G4210|U1|S|28040158088604|2418475|Colesville CDP|13035867|29329|G4210|U1|S|7133|0
28090158088637|2484375|White Oak CDP|8087984|3145|G4210|U1|S|28040158088614|2438850|Hillandale CDP|5350195|1699|G4210|U1|S|1681|0
28090158088637|2484375|White Oak CDP|8087984|3145|G4210|U1|S|28040158088637|2484375|White Oak CDP|9781717|3145|G4210|U1|S|8079170|3145
2809015682091274|2484784|Wildewood CDP|7319875|262158|G4210|U1|S|||||||||7319875|262158
27890166668409|2484950|Willards town|2945299|21689|G4110|C1|A|||||||||105301|21689
27890166668409|2484950|Willards town|2945299|21689|G4110|C1|A|27840166668409|2484950|Willards town|2881582|0|G4110|C1|A|2839998|0
27890163788593|2485100|Williamsport town|2546734|0|G4110|C1|A|||||||||12216|0
27890163788593|2485100|Williamsport town|2546734|0|G4110|C1|A|27840163788593|2485100|Williamsport town|2683604|0|G4110|C1|A|2534518|0
280903716922147|2485175|Williston CDP|680051|37570|G4210|U1|S|||||||||682|37570
280903716922147|2485175|Williston CDP|680051|37570|G4210|U1|S|280403716922147|2485175|Williston CDP|679369|0|G4210|U1|S|679369|0
28090163788594|2485395|Wilson-Conococheague CDP|12220830|324539|G4210|U2|S|28040163788594|2485395|Wilson-Conococheague CDP|12220830|324539|G4210|U2|S|12220830|324539
280903710977154|2486275|Woodland CDP|509340|0|G4210|U1|S|||||||||46171|0
280903710977154|2486275|Woodland CDP|509340|0|G4210|U1|S|280403710977154|2486275|Woodland CDP|469736|0|G4210|U1|S|463169|0
28090271390300|2486475|Woodlawn CDP|24705222|82069|G4210|U1|S|28040271390300|2486475|Woodlawn CDP|24705222|82069|G4210|U1|S|24705222|82069
28090286317640|2486525|Woodlawn CDP|2964492|6299|G4210|U1|S|28040286317640|2486525|Woodlawn CDP|3012291|6299|G4210|U1|S|2964492|6299
28090286317641|2486710|Woodmore CDP|16954793|164701|G4210|U1|S|28040286317641|2486710|Woodmore CDP|16957735|164701|G4210|U1|S|16954793|164701
27890155286855|2486750|Woodsboro town|1832305|7525|G4110|C1|A|27840155286855|2486750|Woodsboro town|1833331|7525|G4110|C1|A|1832305|7525
280903716922119|2487000|Worton CDP|2389748|60463|G4210|U1|S|280403716922119|2487000|Worton CDP|2389748|60463|G4210|U1|S|2389748|60463
280903711037903|2487150|Yarrowsburg CDP|588324|0|G4210|U1|S|280403711037903|2487150|Yarrowsburg CDP|588324|0|G4210|U1|S|588324|0
280903710977168|2487275|Zihlman CDP|3903412|0|G4210|U1|S|||||||||19299|0
280903710977168|2487275|Zihlman CDP|3903412|0|G4210|U1|S|280403710977168|2487275|Zihlman CDP|3884113|0|G4210|U1|S|3884113|0
