OID_PLACE_20|GEOID_PLACE_20|NAMELSAD_PLACE_20|AREALAND_PLACE_20|AREAWATER_PLACE_20|MTFCC_PLACE_20|CLASSFP_PLACE_20|FUNCSTAT_PLACE_20|OID_PLACE_10|GEOID_PLACE_10|NAMELSAD_PLACE_10|AREALAND_PLACE_10|AREAWATER_PLACE_10|MTFCC_PLACE_10|CLASSFP_PLACE_10|FUNCSTAT_PLACE_10|AREALAND_PART|AREAWATER_PART
28090266655595|2458300|Odenton CDP|38241283|0|G4210|U1|S|28040266655595|2458300|Odenton CDP|38265008|0|G4210|U1|S|38241283|0
280903710977128|2458775|Oldtown CDP|960573|0|G4210|U1|S|||||||||614601|0
280903710977128|2458775|Oldtown CDP|960573|0|G4210|U1|S|280403710977128|2458775|Oldtown CDP|345972|0|G4210|U1|S|345972|0
28090158088624|2458900|Olney CDP|41910145|106193|G4210|U1|S|28040158088624|2458900|Olney CDP|41961021|115921|G4210|U1|S|41910145|106193
28090271390289|2459325|Overlea CDP|7810439|0|G4210|U1|S|28040271390289|2459325|Overlea CDP|7778916|0|G4210|U1|S|7778916|0
28090271390289|2459325|Overlea CDP|7810439|0|G4210|U1|S|28040271390296|2468400|Rosedale CDP|17853409|639222|G4210|U1|S|27711|0
28090271390289|2459325|Overlea CDP|7810439|0|G4210|U1|S|28040271390297|2468700|Rossville CDP|13940307|61287|G4210|U1|S|3812|0
28090388516471|2459375|Owings CDP|10202561|32334|G4210|U1|S|28040388516471|2459375|Owings CDP|10202561|32334|G4210|U1|S|10202561|32334
28090271390290|2459425|Owings Mills CDP|24689264|97188|G4210|U1|S|28040271390290|2459425|Owings Mills CDP|24689264|97188|G4210|U1|S|24689264|97188
27890163197179|2459450|Oxford town|1453775|715337|G4110|C1|A|||||||||83865|5729
27890163197179|2459450|Oxford town|1453775|715337|G4110|C1|A|27840163197179|2459450|Oxford town|1394718|746400|G4110|C1|A|1369910|709608
28090286317628|2459500|Oxon Hill CDP|16677363|23837|G4210|U1|S|28040286317628|2459500|Oxon Hill CDP|17143573|34604|G4210|U1|S|16677363|23837
28090163788586|2459787|Paramount-Long Meadow CDP|5653521|0|G4210|U2|S|28040163788586|2459787|Paramount-Long Meadow CDP|5654966|0|G4210|U2|S|5653521|0
28090271390291|2460275|Parkville CDP|11097547|0|G4210|U1|S|28040271390291|2460275|Parkville CDP|11097547|0|G4210|U1|S|11097547|0
28090266655596|2460325|Parole CDP|26597049|4177310|G4210|U1|S|||||||||0|132099
28090266655596|2460325|Parole CDP|26597049|4177310|G4210|U1|S|28040266655596|2460325|Parole CDP|26599069|4045211|G4210|U1|S|26597049|4045211
280903716922167|2460425|Parsonsburg CDP|3385563|1559|G4210|U1|S|280403716922167|2460425|Parsonsburg CDP|3385563|1559|G4210|U1|S|3385563|1559
28090266655597|2460475|Pasadena CDP|38660630|3066757|G4210|U1|S|28040266655583|2432650|Glen Burnie CDP|44868100|1835870|G4210|U1|S|3980|0
28090266655597|2460475|Pasadena CDP|38660630|3066757|G4210|U1|S|28040266655589|2444975|Lake Shore CDP|34768210|10884310|G4210|U1|S|1138|0
28090266655597|2460475|Pasadena CDP|38660630|3066757|G4210|U1|S|28040266655597|2460475|Pasadena CDP|38693943|3051421|G4210|U1|S|38655512|3051368
28090266655597|2460475|Pasadena CDP|38660630|3066757|G4210|U1|S|28040266655603|2471200|Severna Park CDP|42706474|7389093|G4210|U1|S|0|15389
280903710977610|2460770|Pecktonville CDP|1524750|0|G4210|U1|S|280403710977610|2460770|Pecktonville CDP|1524750|0|G4210|U1|S|1524750|0
28090286317589|2460950|Peppermill Village CDP|1941144|0|G4210|U1|S|28040286317589|2460950|Peppermill Village CDP|1941144|0|G4210|U1|S|1941144|0
28090271390292|2460975|Perry Hall CDP|17967518|6028|G4210|U1|S|28040271390292|2460975|Perry Hall CDP|18058840|6028|G4210|U1|S|17967518|6028
28090157161714|2461075|Perryman CDP|14199466|155645|G4210|U1|S|27840157161704|2400125|Aberdeen city|17682900|19035|G4110|C1|A|74799|0
28090157161714|2461075|Perryman CDP|14199466|155645|G4210|U1|S|28040157161714|2461075|Perryman CDP|14278109|155645|G4210|U1|S|14124667|155645
27890149646321|2461150|Perryville town|7682038|18172|G4110|C1|A|||||||||173714|1758
27890149646321|2461150|Perryville town|7682038|18172|G4110|C1|A|27840149646321|2461150|Perryville town|7753002|17207|G4110|C1|A|7508324|16414
28090271390293|2461400|Pikesville CDP|31986254|69230|G4210|U1|S|28040271390293|2461400|Pikesville CDP|31986254|69230|G4210|U1|S|31986254|69230
280903710977615|2461700|Pinesburg CDP|1897057|0|G4210|U1|S|280403710977615|2461700|Pinesburg CDP|1897057|0|G4210|U1|S|1897057|0
280903942688269|2461875|Piney Point CDP|3964744|900469|G4210|U1|S|||||||||409|1750
280903942688269|2461875|Piney Point CDP|3964744|900469|G4210|U1|S|280403942688269|2461875|Piney Point CDP|3964335|898719|G4210|U1|S|3964335|898719
27890166668406|2462025|Pittsville town|4041372|1369|G4110|C1|A|||||||||244039|0
27890166668406|2462025|Pittsville town|4041372|1369|G4110|C1|A|27840166668406|2462025|Pittsville town|4363576|1369|G4110|C1|A|3797333|1369
280903710977182|2462100|Pleasant Grove CDP|4133430|0|G4210|U1|S|||||||||37544|0
280903710977182|2462100|Pleasant Grove CDP|4133430|0|G4210|U1|S|280403710977182|2462100|Pleasant Grove CDP|4095886|0|G4210|U1|S|4095886|0
28090157161715|2462175|Pleasant Hills CDP|11292049|24608|G4210|U1|S|28040157161715|2462175|Pleasant Hills CDP|11292049|24608|G4210|U1|S|11292049|24608
27890164561720|2462475|Pocomoke City city|9725594|611170|G4110|C1|A|||||||||191989|290
27890164561720|2462475|Pocomoke City city|9725594|611170|G4110|C1|A|27840164561720|2462475|Pocomoke City city|9558748|654791|G4110|C1|A|9533605|610880
280903717002006|2462575|Point of Rocks CDP|2915039|0|G4210|U1|S|||||||||64687|0
280903717002006|2462575|Point of Rocks CDP|2915039|0|G4210|U1|S|280403717002006|2462575|Point of Rocks CDP|2850352|0|G4210|U1|S|2850352|0
280903942688393|2462675|Pomfret CDP|7096468|0|G4210|U1|S|280403942688393|2462675|Pomfret CDP|7096468|0|G4210|U1|S|7096468|0
280903710977638|2462775|Pondsville CDP|799034|0|G4210|U1|S|280403710977638|2462775|Pondsville CDP|799034|0|G4210|U1|S|799034|0
27890158088625|2462850|Poolesville town|10180845|47397|G4110|C1|A|27840158088625|2462850|Poolesville town|10180845|47397|G4110|C1|A|10180845|47397
27890149646322|2463075|Port Deposit town|5859493|12592|G4110|C1|A|||||||||383884|0
27890149646322|2463075|Port Deposit town|5859493|12592|G4110|C1|A|27840149646322|2463075|Port Deposit town|5863501|12592|G4110|C1|A|5475609|12592
27890151136960|2463225|Port Tobacco Village town|477691|2463|G4110|C1|A|||||||||269026|0
27890151136960|2463225|Port Tobacco Village town|477691|2463|G4110|C1|A|27840151136960|2463225|Port Tobacco Village town|310763|2463|G4110|C1|A|208665|2463
28090158088626|2463300|Potomac CDP|65078488|3771565|G4210|U1|S|28040158088590|2407125|Bethesda CDP|34404507|174902|G4210|U1|S|323|0
28090158088626|2463300|Potomac CDP|65078488|3771565|G4210|U1|S|28040158088626|2463300|Potomac CDP|65095666|3772202|G4210|U1|S|65059830|3771565
28090158088626|2463300|Potomac CDP|65078488|3771565|G4210|U1|S|27840158088628|2467675|Rockville city|35091031|95366|G4110|C1|A|18335|0
28090151136961|2463375|Potomac Heights CDP|2779496|639924|G4210|U1|S|28040151136961|2463375|Potomac Heights CDP|2779496|639924|G4210|U1|S|2779496|639924
280903710977086|2463425|Potomac Park CDP|998892|0|G4210|U1|S|280403710977086|2463425|Potomac Park CDP|998892|0|G4210|U1|S|998892|0
280903716922170|2463725|Powellville CDP|4076845|32972|G4210|U1|S|||||||||239471|0
280903716922170|2463725|Powellville CDP|4076845|32972|G4210|U1|S|280403716922170|2463725|Powellville CDP|3837374|32972|G4210|U1|S|3837374|32972
27890146474297|2463825|Preston town|1420674|29865|G4110|C1|A|||||||||17750|19916
27890146474297|2463825|Preston town|1420674|29865|G4110|C1|A|27840146474297|2463825|Preston town|1485828|9949|G4110|C1|A|1402924|9949
28090388516472|2463950|Prince Frederick CDP|9485116|10281|G4210|U1|S|28040388516472|2463950|Prince Frederick CDP|9485116|10281|G4210|U1|S|9485116|10281
27890161902975|2464000|Princess Anne town|4325020|43311|G4110|C1|A|||||||||11539|0
27890161902975|2464000|Princess Anne town|4325020|43311|G4110|C1|A|27840161902975|2464000|Princess Anne town|4329811|43311|G4110|C1|A|4313481|43311
280903942688414|2464375|Pylesville CDP|12286281|17303|G4210|U1|S|280403942688414|2464375|Pylesville CDP|12286281|17303|G4210|U1|S|12286281|17303
280903716922169|2464475|Quantico CDP|5454831|246667|G4210|U1|S|||||||||558394|246667
280903716922169|2464475|Quantico CDP|5454831|246667|G4210|U1|S|280403716922169|2464475|Quantico CDP|4896437|0|G4210|U1|S|4896437|0
280903716512997|2464495|Queen Anne CDP|22570334|55823|G4210|U1|S|280403716512997|2464495|Queen Anne CDP|22570334|55823|G4210|U2|S|22570334|55823
27890163197180|2464500|Queen Anne town|356474|1737|G4110|C1|A|||||||||16787|0
27890163197180|2464500|Queen Anne town|356474|1737|G4110|C1|A|27840163197180|2464500|Queen Anne town|342546|5995|G4110|C1|A|339687|1737
280903716512998|2464568|Queensland CDP|12249895|18466|G4210|U1|S|280403716512998|2464535|Queenland CDP|12572608|33153|G4210|U2|S|12101266|18466
280903716512998|2464568|Queensland CDP|12249895|18466|G4210|U1|S|280403716512999|2483290|Westphalia CDP|34364400|69122|G4210|U1|S|148629|0
27890400191351|2464600|Queenstown town|5203054|0|G4110|C1|A|||||||||1459057|0
27890400191351|2464600|Queenstown town|5203054|0|G4110|C1|A|27840400191351|2464600|Queenstown town|3793509|0|G4110|C1|A|3743997|0
28090271390294|2464950|Randallstown CDP|26475072|35463|G4210|U1|S|28040271390294|2464950|Randallstown CDP|26475072|35463|G4210|U1|S|26475072|35463
280903710977107|2465150|Rawlings CDP|2313096|6950|G4210|U1|S|280403710977107|2465150|Rawlings CDP|2313096|6950|G4210|U1|S|2313096|6950
28090158088627|2465312|Redland CDP|18631495|392814|G4210|U1|S|||||||||392605|1277
28090158088627|2465312|Redland CDP|18631495|392814|G4210|U1|S|28040158088627|2465312|Redland CDP|18344491|391537|G4210|U1|S|18208044|391537
28090158088627|2465312|Redland CDP|18631495|392814|G4210|U1|S|27840158088635|2481675|Washington Grove town|924504|4227|G4110|C1|A|30846|0
280903710977607|2465550|Reid CDP|324099|0|G4210|U1|S|280403710977607|2465550|Reid CDP|324099|0|G4210|U1|S|324099|0
28090271390295|2465600|Reisterstown CDP|13187972|11731|G4210|U1|S|28040271390295|2465600|Reisterstown CDP|13378004|11731|G4210|U1|S|13187972|11731
27890146474298|2466000|Ridgely town|4828437|0|G4110|C1|A|||||||||678612|0
27890146474298|2466000|Ridgely town|4828437|0|G4110|C1|A|27840146474298|2466000|Ridgely town|4610164|0|G4110|C1|A|4149825|0
280903710977606|2466150|Ringgold CDP|747106|0|G4210|U1|S|280403710977606|2466150|Ringgold CDP|747106|0|G4210|U1|S|747106|0
27890149646323|2466275|Rising Sun town|4213136|72851|G4110|C1|A|||||||||1047627|51741
27890149646323|2466275|Rising Sun town|4213136|72851|G4110|C1|A|27840149646323|2466275|Rising Sun town|3236732|21110|G4110|C1|A|3165509|21110
28090266655599|2466400|Riva CDP|6362433|1155276|G4210|U1|S|28040266655599|2466400|Riva CDP|6362433|1155276|G4210|U1|S|6362433|1155276
27890286317629|2466635|Riverdale Park town|4089164|67194|G4110|C1|A|27840286317593|2418750|College Park city|14474200|182977|G4110|C1|A|12377|0
27890286317629|2466635|Riverdale Park town|4089164|67194|G4110|C1|A|28040286317599|2424650|East Riverdale CDP|4181262|0|G4210|U1|S|60725|0
27890286317629|2466635|Riverdale Park town|4089164|67194|G4110|C1|A|27840286317600|2425425|Edmonston town|1015089|29712|G4110|C1|A|0|3464
27890286317629|2466635|Riverdale Park town|4089164|67194|G4110|C1|A|27840286317613|2441250|Hyattsville city|6887194|68734|G4110|C1|A|4462|0
27890286317629|2466635|Riverdale Park town|4089164|67194|G4110|C1|A|27840286317629|2466635|Riverdale Park town|4262040|65258|G4110|C1|A|4011600|63730
28090157161716|2466762|Riverside CDP|6768885|6697|G4210|U1|S|||||||||737681|0
28090157161716|2466762|Riverside CDP|6768885|6697|G4210|U1|S|28040157161716|2466762|Riverside CDP|6031961|29258|G4210|U1|S|6031204|6697
28090266655600|2466850|Riviera Beach CDP|6812689|1494050|G4210|U1|S|28040266655597|2460475|Pasadena CDP|38693943|3051421|G4210|U1|S|1348|0
28090266655600|2466850|Riviera Beach CDP|6812689|1494050|G4210|U1|S|28040266655600|2466850|Riviera Beach CDP|6811341|1494050|G4210|U1|S|6811341|1494050
28090163788587|2467000|Robinwood CDP|9995711|0|G4210|U1|S|28040163788587|2467000|Robinwood CDP|9995711|0|G4210|U1|S|9995711|0
27890157745297|2467400|Rock Hall town|3465059|550902|G4110|C1|A|||||||||207|0
27890157745297|2467400|Rock Hall town|3465059|550902|G4110|C1|A|27840157745297|2467400|Rock Hall town|3468641|550902|G4110|C1|A|3464852|550902
280903717001995|2467500|Rock Point CDP|1629060|0|G4210|U1|S|280403717001995|2467500|Rock Point CDP|1629060|0|G4210|U1|S|1629060|0
27890158088628|2467675|Rockville city|35233485|92948|G4110|C1|A|||||||||138053|0
27890158088628|2467675|Rockville city|35233485|92948|G4110|C1|A|28040158088588|2402825|Aspen Hill CDP|24886255|206787|G4210|U1|S|8965|0
27890158088628|2467675|Rockville city|35233485|92948|G4110|C1|A|28040158088620|2456337|North Bethesda CDP|22963985|38399|G4210|U1|S|28892|0
27890158088628|2467675|Rockville city|35233485|92948|G4110|C1|A|28040158088623|2456875|North Potomac CDP|16922642|104396|G4210|U1|S|5582|0
27890158088628|2467675|Rockville city|35233485|92948|G4110|C1|A|28040158088626|2463300|Potomac CDP|65095666|3772202|G4210|U1|S|34916|637
27890158088628|2467675|Rockville city|35233485|92948|G4110|C1|A|28040158088627|2465312|Redland CDP|18344491|391537|G4210|U1|S|56483|0
27890158088628|2467675|Rockville city|35233485|92948|G4110|C1|A|27840158088628|2467675|Rockville city|35091031|95366|G4110|C1|A|34940557|92311
27890158088628|2467675|Rockville city|35233485|92948|G4110|C1|A|28040158088634|2478650|Travilah CDP|41092350|3661687|G4210|U1|S|20037|0
28090163788588|2467950|Rohrersville CDP|895667|0|G4210|U1|S|28040163788588|2467950|Rohrersville CDP|895667|0|G4210|U1|S|895667|0
2809015922354654|2468265|Romancoke CDP|3286530|1671344|G4210|U1|S|||||||||3286530|1671344
28090286317630|2468300|Rosaryville CDP|23783112|39311|G4210|U1|S|28040286317630|2468300|Rosaryville CDP|23783112|39311|G4210|U1|S|23783112|39311
28090271390296|2468400|Rosedale CDP|17775986|620634|G4210|U1|S|28040271390279|2426600|Essex CDP|23982252|6820835|G4210|U1|S|0|1376
28090271390296|2468400|Rosedale CDP|17775986|620634|G4210|U1|S|28040271390296|2468400|Rosedale CDP|17853409|639222|G4210|U1|S|17775986|619258
27890155286852|2468600|Rosemont village|1440595|2944|G4110|C1|A|27840155286852|2468600|Rosemont village|1440595|2944|G4110|C1|A|1440595|2944
28090271390297|2468700|Rossville CDP|13932059|61287|G4210|U1|S|28040271390297|2468700|Rossville CDP|13940307|61287|G4210|U1|S|13932059|61287
280903942688405|2469200|Sabillasville CDP|4332117|0|G4210|U1|S|||||||||454228|0
280903942688405|2469200|Sabillasville CDP|4332117|0|G4210|U1|S|280403942688405|2469200|Sabillasville CDP|3877889|0|G4210|U1|S|3877889|0
280903942688263|2469425|St. George Island CDP|2041827|367571|G4210|U1|S|||||||||0|53
280903942688263|2469425|St. George Island CDP|2041827|367571|G4210|U1|S|280403942688263|2469425|St. George Island CDP|2041827|367518|G4210|U1|S|2041827|367518
28090163788589|2469550|St. James CDP|15656773|0|G4210|U1|S|28040163788589|2469550|St. James CDP|15656773|0|G4210|U1|S|15656773|0
28090388516473|2469675|St. Leonard CDP|5918325|73988|G4210|U1|S|28040388516473|2469675|St. Leonard CDP|5918325|73988|G4210|U1|S|5918325|73988
27890163197181|2469825|St. Michaels town|3019202|258903|G4110|C1|A|||||||||110211|0
27890163197181|2469825|St. Michaels town|3019202|258903|G4110|C1|A|27840163197181|2469825|St. Michaels town|2974529|258903|G4110|C1|A|2908991|258903
27890166668407|2469925|Salisbury city|35702257|1268795|G4110|C1|A|||||||||1456539|51031
27890166668407|2469925|Salisbury city|35702257|1268795|G4110|C1|A|27840166668407|2469925|Salisbury city|35082660|1218060|G4110|C1|A|34245718|1217764
280903710977644|2470175|Sandy Hook CDP|558533|0|G4210|U1|S|||||||||2036|0
280903710977644|2470175|Sandy Hook CDP|558533|0|G4210|U1|S|280403710977644|2470175|Sandy Hook CDP|558430|0|G4210|U1|S|556497|0
28090163788590|2470300|San Mar CDP|1207154|0|G4210|U1|S|||||||||36674|0
28090163788590|2470300|San Mar CDP|1207154|0|G4210|U1|S|28040163788590|2470300|San Mar CDP|1170480|0|G4210|U1|S|1170480|0
28090157508854|2470475|Savage CDP|7086405|13759|G4210|U1|S|28040157508854|2470475|Savage CDP|7086405|13759|G4210|U1|S|7086405|13759
280903717001976|2470525|Scaggsville CDP|13041124|913363|G4210|U1|S|280403717001976|2470530|Scaggsville CDP|26643117|951892|G4210|U1|S|13041124|913363
280903716512981|2470775|Seabrook CDP|7969873|1843|G4210|U1|S|27840286317611|2434775|Greenbelt city|16205987|142309|G4110|C1|A|68418|0
280903716512981|2470775|Seabrook CDP|7969873|1843|G4210|U1|S|27840286317626|2455400|New Carrollton city|3961533|0|G4110|C1|A|95919|0
280903716512981|2470775|Seabrook CDP|7969873|1843|G4210|U1|S|280403716512981|2470775|Seabrook CDP|7827860|1843|G4210|U1|S|7805536|1843
27890286317631|2470850|Seat Pleasant city|1922137|0|G4110|C1|A|||||||||11340|0
27890286317631|2470850|Seat Pleasant city|1922137|0|G4110|C1|A|27840286317601|2427400|Fairmount Heights town|694205|0|G4110|C1|A|8413|0
27890286317631|2470850|Seat Pleasant city|1922137|0|G4110|C1|A|27840286317631|2470850|Seat Pleasant city|1898049|0|G4110|C1|A|1890934|0
27890286317631|2470850|Seat Pleasant city|1922137|0|G4110|C1|A|280403716512982|2475810|Summerfield CDP|9428296|28844|G4210|U2|S|542|0
27890286317631|2470850|Seat Pleasant city|1922137|0|G4110|C1|A|28040286317638|2481250|Walker Mill CDP|8168258|5825|G4210|U1|S|10908|0
27890153149037|2470900|Secretary town|754358|0|G4110|C1|A|||||||||79338|0
27890153149037|2470900|Secretary town|754358|0|G4110|C1|A|27840153149037|2470900|Secretary town|678026|0|G4110|C1|A|675020|0
28090266655602|2471150|Severn CDP|47498868|0|G4210|U1|S|||||||||2727|0
28090266655602|2471150|Severn CDP|47498868|0|G4210|U1|S|28040266655582|2429400|Fort Meade CDP|20895416|31874|G4210|M2|S|1507433|0
28090266655602|2471150|Severn CDP|47498868|0|G4210|U1|S|28040266655583|2432650|Glen Burnie CDP|44868100|1835870|G4210|U1|S|103732|0
28090266655602|2471150|Severn CDP|47498868|0|G4210|U1|S|28040266655602|2471150|Severn CDP|45937413|0|G4210|U1|S|45884976|0
28090266655603|2471200|Severna Park CDP|42817005|7146101|G4210|U1|S|280403717002047|2431350|Gambrills CDP|19677769|0|G4210|U1|S|110531|0
28090266655603|2471200|Severna Park CDP|42817005|7146101|G4210|U1|S|28040266655603|2471200|Severna Park CDP|42706474|7389093|G4210|U1|S|42706474|7146101
28090266655604|2471450|Shady Side CDP|17224196|3128017|G4210|U1|S|28040266655604|2471450|Shady Side CDP|17224196|3128353|G4210|U1|S|17224196|3128017
280903710977153|2471460|Shaft CDP|2037002|26763|G4210|U2|S|280403710977153|2471460|Shaft CDP|2037002|26763|G4210|U2|S|2037002|26763
27890163788591|2471600|Sharpsburg town|559068|0|G4110|C1|A|||||||||31187|0
27890163788591|2471600|Sharpsburg town|559068|0|G4110|C1|A|27840163788591|2471600|Sharpsburg town|606192|0|G4110|C1|A|527881|0
27890166668408|2471650|Sharptown town|1094510|0|G4110|C1|A|||||||||34271|0
27890166668408|2471650|Sharptown town|1094510|0|G4110|C1|A|27840166668408|2471650|Sharptown town|1061992|138291|G4110|C1|A|1060239|0
280903716513004|2472350|Silver Hill CDP|3466147|3334|G4210|U1|S|280403716513004|2472350|Silver Hill CDP|3466147|3334|G4210|U1|S|3466147|3334
28090158088630|2472450|Silver Spring CDP|20416978|75601|G4210|U1|S|28040158088614|2438850|Hillandale CDP|5350195|1699|G4210|U1|S|80|0
28090158088630|2472450|Silver Spring CDP|20416978|75601|G4210|U1|S|28040158088630|2472450|Silver Spring CDP|20426100|75601|G4210|U1|S|20416898|75601
28090161902976|2472887|Smith Island CDP|11266387|12501900|G4210|U1|S|28040161902976|2472887|Smith Island CDP|11266387|12501900|G4210|U1|S|11266387|12501900
27890163788592|2472900|Smithsburg town|2999488|17612|G4110|C1|A|||||||||316270|0
27890163788592|2472900|Smithsburg town|2999488|17612|G4110|C1|A|28040163788571|2414225|Cavetown CDP|4927764|0|G4210|U1|S|25015|0
27890163788592|2472900|Smithsburg town|2999488|17612|G4110|C1|A|27840163788592|2472900|Smithsburg town|2703309|17612|G4110|C1|A|2658203|17612
27890164561721|2473075|Snow Hill town|3854182|207911|G4110|C1|A|||||||||3808|25351
27890164561721|2473075|Snow Hill town|3854182|207911|G4110|C1|A|27840164561721|2473075|Snow Hill town|7844381|279867|G4110|C1|A|3850374|182560
28090388516474|2473325|Solomons CDP|5155396|892480|G4210|U1|S|28040388516474|2473325|Solomons CDP|5155396|892480|G4210|U1|S|5155396|892480
27890158088631|2473350|Somerset town|713642|0|G4110|C1|A|||||||||1943|0
27890158088631|2473350|Somerset town|713642|0|G4110|C1|A|28040158088590|2407125|Bethesda CDP|34404507|174902|G4210|U1|S|3246|0
27890158088631|2473350|Somerset town|713642|0|G4110|C1|A|28040158088609|2430800|Friendship Heights Village CDP|159676|0|G4210|U2|S|6754|0
27890158088631|2473350|Somerset town|713642|0|G4110|C1|A|27840158088631|2473350|Somerset town|708596|0|G4110|C1|A|701699|0
28090158088632|2473600|South Kensington CDP|5422055|94603|G4210|U1|S|27840158088611|2431525|Garrett Park town|661982|0|G4110|C1|A|7491|0
28090158088632|2473600|South Kensington CDP|5422055|94603|G4210|U1|S|27840158088616|2443500|Kensington town|1235489|0|G4110|C1|A|19624|0
28090158088632|2473600|South Kensington CDP|5422055|94603|G4210|U1|S|28040158088632|2473600|South Kensington CDP|5399598|94603|G4210|U1|S|5394940|94603
28090286317632|2473650|South Laurel CDP|20901679|88305|G4210|U1|S|27840286317620|2445900|Laurel city|11148803|61461|G4110|C1|A|22366|0
28090286317632|2473650|South Laurel CDP|20901679|88305|G4210|U1|S|28040286317632|2473650|South Laurel CDP|21065686|88305|G4210|U1|S|20879313|88305
280903716512978|2474050|Spencerville CDP|4044696|7772|G4210|U1|S|280403716512978|2474050|Spencerville CDP|4044696|7772|G4210|U1|S|4044696|7772
28090286317633|2474282|Springdale CDP|3447064|9589|G4210|U1|S|||||||||1498605|9589
28090286317633|2474282|Springdale CDP|3447064|9589|G4210|U1|S|28040286317633|2474282|Springdale CDP|2104944|0|G4210|U1|S|1948459|0
280903710977169|2474350|Spring Gap CDP|1675262|0|G4210|U1|S|280403710977169|2474350|Spring Gap CDP|1675262|0|G4210|U1|S|1675262|0
280903717002007|2474560|Spring Ridge CDP|6971957|72738|G4210|U1|S|||||||||323186|0
280903717002007|2474560|Spring Ridge CDP|6971957|72738|G4210|U1|S|280403717002007|2474560|Spring Ridge CDP|6828522|78818|G4210|U1|S|6648771|72738
28090400191352|2475025|Stevensville CDP|16683957|0|G4210|U1|S|28040400191352|2475025|Stevensville CDP|16683957|0|G4210|U1|S|16683957|0
2809015681706782|2475150|Still Pond CDP|479557|0|G4210|U1|S|||||||||479557|0
28090164561722|2475200|Stockton CDP|4406854|10563|G4210|U1|S|28040164561722|2475200|Stockton CDP|4406854|10563|G4210|U1|S|4406854|10563
27890400191353|2475650|Sudlersville town|3936937|0|G4110|C1|A|||||||||1509889|0
27890400191353|2475650|Sudlersville town|3936937|0|G4110|C1|A|27840400191353|2475650|Sudlersville town|2427048|0|G4110|C1|A|2427048|0
28090286317634|2475725|Suitland CDP|10997721|8728|G4210|U1|S|28040286317634|2475725|Suitland CDP|10997721|8728|G4210|U1|S|10997721|8728
280903716512982|2475810|Summerfield CDP|9427754|28844|G4210|U1|S|280403716512982|2475810|Summerfield CDP|9428296|28844|G4210|U2|S|9427754|28844
280903710977067|2476450|Swanton CDP|992940|0|G4210|U1|S|280403710977067|2476450|Swanton CDP|992940|0|G4210|U1|S|992940|0
27890148014687|2476550|Sykesville town|4098644|9741|G4110|C1|A|||||||||37878|0
27890148014687|2476550|Sykesville town|4098644|9741|G4110|C1|A|28040148014682|2425575|Eldersburg CDP|102819842|6566274|G4210|U1|S|28048|0
27890148014687|2476550|Sykesville town|4098644|9741|G4110|C1|A|27840148014687|2476550|Sykesville town|4042361|9741|G4110|C1|A|4032718|9741
27890158088633|2476650|Takoma Park city|5413912|14054|G4110|C1|A|28040158088630|2472450|Silver Spring CDP|20426100|75601|G4210|U1|S|2077|0
27890158088633|2476650|Takoma Park city|5413912|14054|G4110|C1|A|27840158088633|2476650|Takoma Park city|5412045|14054|G4110|C1|A|5411835|14054
280903942688264|2476675|Tall Timbers CDP|3561578|382934|G4210|U1|S|280403942688264|2476675|Tall Timbers CDP|3561578|382934|G4210|U1|S|3561578|382934
27890148014688|2476725|Taneytown city|8175145|18339|G4110|C1|A|||||||||556345|57
27890148014688|2476725|Taneytown city|8175145|18339|G4110|C1|A|27840148014688|2476725|Taneytown city|7822152|18282|G4110|C1|A|7618800|18282
280903942688326|2476925|Taylors Island CDP|10730162|51001|G4210|U1|S|||||||||399|0
280903942688326|2476925|Taylors Island CDP|10730162|51001|G4210|U1|S|280403942688326|2476925|Taylors Island CDP|10729763|51001|G4210|U1|S|10729763|51001
28090286317635|2477100|Temple Hills CDP|3645987|0|G4210|U1|S|28040286317635|2477100|Temple Hills CDP|3645987|0|G4210|U1|S|3645987|0
27890146474299|2477200|Templeville town|141160|0|G4110|C1|A|||||||||4085|0
27890146474299|2477200|Templeville town|141160|0|G4110|C1|A|27840146474299|2477200|Templeville town|207252|0|G4110|C1|A|137075|0
2809015682039568|2477262|Ten Mile Creek CDP|15000149|117237|G4210|U2|S|||||||||13808194|111812
2809015682039568|2477262|Ten Mile Creek CDP|15000149|117237|G4210|U2|S|28040158088602|2417350|Clarksburg CDP|21272676|38888|G4210|U1|S|1191955|5425
27890155286853|2477825|Thurmont town|8021512|14947|G4110|C1|A|||||||||141380|0
27890155286853|2477825|Thurmont town|8021512|14947|G4110|C1|A|27840155286853|2477825|Thurmont town|8007344|14947|G4110|C1|A|7880132|14947
28090163197182|2477912|Tilghman Island CDP|6207776|361535|G4210|U1|S|28040163197182|2477912|Tilghman Island CDP|6207776|361535|G4210|U1|S|6207776|361535
280903710977627|2477925|Tilghmanton CDP|1201800|0|G4210|U1|S|280403710977627|2477925|Tilghmanton CDP|1201800|0|G4210|U1|S|1201800|0
280903942688316|2478050|Timonium CDP|14816907|2128093|G4210|U1|S|||||||||949489|2120861
280903942688316|2478050|Timonium CDP|14816907|2128093|G4210|U1|S|280403942688316|2478050|Timonium CDP|13867418|7232|G4210|U1|S|13867418|7232
280903716922132|2478120|Tolchester CDP|1580632|14894|G4210|U1|S|280403716922132|2478120|Tolchester CDP|1580632|14894|G4210|U1|S|1580632|14894
