County,County Name,Election District - Precinct,Congressional,Legislative,Office Name,Office District,Candidate Name,Party,Winner,Write-In?,Early Votes,Early Votes Against,Election Night Votes,Election Night Votes Against,Mail-In Ballot 1 Votes,Mail-In Ballot 1 Votes Against,Provisional Votes,Provisional Votes Against,Mail-In Ballot 2 Votes,Mail-In Ballot 2 Votes Against 
3,Baltimore City,026-024,7,45,Judge Orphans' Court,,Other Write-Ins,,,Y,5,,3,,3,,0,,0, 
3,Baltimore City,026-024,7,45,Sheriff,,Sam Cogen,DEM,Y,,153,,210,,129,,4,,32, 
3,Baltimore City,026-024,7,45,Sheriff,,Other Write-Ins,,,Y,2,,2,,2,,0,,0, 
3,Baltimore City,026-024,7,45,Board of Ed at Large,,April Christina Curley,NON,,,63,,101,,63,,3,,22, 
3,Baltimore City,026-024,7,45,Board of Ed at Large,,Ashley E. Esposito,NON,Y,,56,,78,,44,,0,,9, 
3,Baltimore City,026-024,7,45,Board of Ed at Large,,Salimah Jasani,NON,,,34,,46,,23,,0,,10, 
3,Baltimore City,026-024,7,45,Board of Ed at Large,,Kwame Kenyatta-Bey,NON,Y,,90,,116,,84,,4,,23, 
3,Baltimore City,026-024,7,45,Board of Ed at Large,,Other Write-Ins,,,Y,3,,0,,2,,0,,0, 
3,Baltimore City,026-025,7,45,Governor / Lt. Governor,,Dan Cox and Gordana Schifanelli,REP,,,9,,15,,2,,0,,1, 
3,Baltimore City,026-025,7,45,Governor / Lt. Governor,,Wes Moore and Aruna Miller,DEM,Y,,56,,138,,87,,7,,24, 
3,Baltimore City,026-025,7,45,Governor / Lt. Governor,,David Lashar and Christiana Logansmith,LIB,,,0,,2,,1,,0,,0, 
3,Baltimore City,026-025,7,45,Governor / Lt. Governor,,Nancy Wallace and Patrick Elder,GRN,,,1,,2,,1,,1,,1, 
3,Baltimore City,026-025,7,45,Governor / Lt. Governor,,David Harding and Cathy White,WCP,,,3,,2,,1,,0,,0, 
3,Baltimore City,026-025,7,45,Governor / Lt. Governor,,Kyle Sefcik and Katie Lee,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-025,7,45,Governor / Lt. Governor,,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-025,7,45,Comptroller,,Barry Glassman,REP,,,13,,20,,7,,0,,1, 
3,Baltimore City,026-025,7,45,Comptroller,,Brooke Elizabeth Lierman,DEM,Y,,58,,136,,84,,7,,26, 
3,Baltimore City,026-025,7,45,Comptroller,,Other Write-Ins,,,Y,0,,2,,0,,0,,0, 
3,Baltimore City,026-025,7,45,Attorney General,,Michael Anthony Peroutka,REP,,,6,,17,,2,,0,,1, 
3,Baltimore City,026-025,7,45,Attorney General,,Anthony G. Brown,DEM,Y,,63,,142,,91,,8,,26, 
3,Baltimore City,026-025,7,45,Attorney General,,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-025,7,45,U.S. Senator,,Chris Chaffee,REP,,,6,,20,,3,,0,,2, 
3,Baltimore City,026-025,7,45,U.S. Senator,,Chris Van Hollen,DEM,Y,,64,,137,,88,,6,,24, 
3,Baltimore City,026-025,7,45,U.S. Senator,,Scottie Griffin,DEM,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-025,7,45,U.S. Senator,,Andrew J. Wildman,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-025,7,45,U.S. Senator,,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-025,7,45,U.S. Congress,7,Scott M. Collier,REP,,,7,,19,,4,,1,,1, 
3,Baltimore City,026-025,7,45,U.S. Congress,7,Kweisi Mfume,DEM,Y,,63,,139,,90,,7,,25, 
3,Baltimore City,026-025,7,45,U.S. Congress,7,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-025,7,45,State Senator,45,Cory V. McCray,DEM,Y,,66,,147,,88,,6,,25, 
3,Baltimore City,026-025,7,45,State Senator,45,Other Write-Ins,,,Y,2,,3,,0,,0,,0, 
3,Baltimore City,026-025,7,45,House of Delegates,45,Antonio Barboza,REP,,,8,,22,,5,,0,,2, 
3,Baltimore City,026-025,7,45,House of Delegates,45,Jackie Addison,DEM,Y,,50,,117,,71,,5,,16, 
3,Baltimore City,026-025,7,45,House of Delegates,45,Stephanie Smith,DEM,Y,,58,,105,,76,,4,,21, 
3,Baltimore City,026-025,7,45,House of Delegates,45,Caylin Young,DEM,Y,,51,,105,,66,,5,,14, 
3,Baltimore City,026-025,7,45,House of Delegates,45,Other Write-Ins,,,Y,1,,1,,0,,0,,1, 
3,Baltimore City,026-025,7,45,Judge Circuit Court,Baltimore City Circuit Court 08,Erik Atas,JUD,Y,,33,,75,,47,,4,,10, 
3,Baltimore City,026-025,7,45,Judge Circuit Court,Baltimore City Circuit Court 08,Charles Mario Blomquist,JUD,Y,,37,,67,,46,,4,,9, 
3,Baltimore City,026-025,7,45,Judge Circuit Court,Baltimore City Circuit Court 08,Myshala E. Middleton,JUD,Y,,51,,105,,65,,4,,11, 
3,Baltimore City,026-025,7,45,Judge Circuit Court,Baltimore City Circuit Court 08,Barry G. Williams,JUD,Y,,44,,99,,59,,5,,13, 
3,Baltimore City,026-025,7,45,Judge Circuit Court,Baltimore City Circuit Court 08,Other Write-Ins,,,Y,1,,0,,0,,0,,2, 
3,Baltimore City,026-025,7,45,Judge Spec Appeal at Lg,,Stuart R. Berger,JUD,Y,,43,17,99,35,67,12,4,2,19,4
3,Baltimore City,026-025,7,45,Judge Spec Appeal at Lg,,Terrence M. R. Zic,JUD,Y,,44,17,89,38,64,12,5,1,18,5
3,Baltimore City,026-025,7,45,State's Attorney,,Ivan Bates,DEM,Y,,63,,144,,84,,7,,27, 
3,Baltimore City,026-025,7,45,State's Attorney,,Other Write-Ins,,,Y,4,,6,,0,,0,,0, 
3,Baltimore City,026-025,7,45,Clerk Circuit Court,,Xavier A. Conaway,DEM,Y,,62,,141,,84,,7,,25, 
3,Baltimore City,026-025,7,45,Clerk Circuit Court,,Other Write-Ins,,,Y,2,,1,,1,,0,,0, 
3,Baltimore City,026-025,7,45,Register of Wills,,Belinda K. Conaway,DEM,Y,,64,,143,,87,,7,,25, 
3,Baltimore City,026-025,7,45,Register of Wills,,Other Write-Ins,,,Y,2,,1,,0,,0,,0, 
3,Baltimore City,026-025,7,45,Judge Orphans' Court,,"Charles ""Chuck"" Bernstein",DEM,Y,,51,,97,,72,,6,,17, 
3,Baltimore City,026-025,7,45,Judge Orphans' Court,,Lewyn Scott Garrett,DEM,Y,,52,,113,,67,,5,,13, 
3,Baltimore City,026-025,7,45,Judge Orphans' Court,,Michele E. Loewenthal,DEM,Y,,55,,109,,69,,5,,16, 
3,Baltimore City,026-025,7,45,Judge Orphans' Court,,Other Write-Ins,,,Y,1,,2,,0,,0,,0, 
3,Baltimore City,026-025,7,45,Sheriff,,Sam Cogen,DEM,Y,,62,,139,,83,,6,,24, 
3,Baltimore City,026-025,7,45,Sheriff,,Other Write-Ins,,,Y,1,,2,,0,,0,,0, 
3,Baltimore City,026-025,7,45,Board of Ed at Large,,April Christina Curley,NON,,,28,,57,,46,,4,,10, 
3,Baltimore City,026-025,7,45,Board of Ed at Large,,Ashley E. Esposito,NON,Y,,26,,53,,39,,3,,12, 
3,Baltimore City,026-025,7,45,Board of Ed at Large,,Salimah Jasani,NON,,,16,,26,,14,,1,,5, 
3,Baltimore City,026-025,7,45,Board of Ed at Large,,Kwame Kenyatta-Bey,NON,Y,,38,,88,,34,,0,,6, 
3,Baltimore City,026-025,7,45,Board of Ed at Large,,Other Write-Ins,,,Y,2,,1,,0,,0,,0, 
3,Baltimore City,026-026,7,45,Governor / Lt. Governor,,Dan Cox and Gordana Schifanelli,REP,,,16,,37,,11,,0,,4, 
3,Baltimore City,026-026,7,45,Governor / Lt. Governor,,Wes Moore and Aruna Miller,DEM,Y,,128,,231,,108,,6,,23, 
3,Baltimore City,026-026,7,45,Governor / Lt. Governor,,David Lashar and Christiana Logansmith,LIB,,,1,,2,,0,,0,,0, 
3,Baltimore City,026-026,7,45,Governor / Lt. Governor,,Nancy Wallace and Patrick Elder,GRN,,,0,,0,,0,,0,,0, 
3,Baltimore City,026-026,7,45,Governor / Lt. Governor,,David Harding and Cathy White,WCP,,,2,,6,,1,,0,,0, 
3,Baltimore City,026-026,7,45,Governor / Lt. Governor,,Kyle Sefcik and Katie Lee,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-026,7,45,Governor / Lt. Governor,,Other Write-Ins,,,Y,0,,1,,0,,0,,0, 
3,Baltimore City,026-026,7,45,Comptroller,,Barry Glassman,REP,,,25,,48,,17,,1,,3, 
3,Baltimore City,026-026,7,45,Comptroller,,Brooke Elizabeth Lierman,DEM,Y,,121,,225,,107,,5,,24, 
3,Baltimore City,026-026,7,45,Comptroller,,Other Write-Ins,,,Y,0,,2,,0,,0,,0, 
3,Baltimore City,026-026,7,45,Attorney General,,Michael Anthony Peroutka,REP,,,17,,40,,11,,1,,5, 
3,Baltimore City,026-026,7,45,Attorney General,,Anthony G. Brown,DEM,Y,,129,,231,,110,,5,,21, 
3,Baltimore City,026-026,7,45,Attorney General,,Other Write-Ins,,,Y,0,,2,,0,,0,,0, 
3,Baltimore City,026-026,7,45,U.S. Senator,,Chris Chaffee,REP,,,18,,38,,12,,0,,4, 
3,Baltimore City,026-026,7,45,U.S. Senator,,Chris Van Hollen,DEM,Y,,128,,233,,111,,6,,22, 
3,Baltimore City,026-026,7,45,U.S. Senator,,Scottie Griffin,DEM,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-026,7,45,U.S. Senator,,Andrew J. Wildman,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-026,7,45,U.S. Senator,,Other Write-Ins,,,Y,0,,1,,0,,0,,0, 
3,Baltimore City,026-026,7,45,U.S. Congress,7,Scott M. Collier,REP,,,20,,40,,14,,0,,4, 
3,Baltimore City,026-026,7,45,U.S. Congress,7,Kweisi Mfume,DEM,Y,,127,,233,,109,,6,,22, 
3,Baltimore City,026-026,7,45,U.S. Congress,7,Other Write-Ins,,,Y,0,,1,,0,,0,,0, 
3,Baltimore City,026-026,7,45,State Senator,45,Cory V. McCray,DEM,Y,,134,,234,,113,,6,,24, 
3,Baltimore City,026-026,7,45,State Senator,45,Other Write-Ins,,,Y,1,,8,,1,,0,,0, 
3,Baltimore City,026-026,7,45,House of Delegates,45,Antonio Barboza,REP,,,23,,50,,18,,0,,6, 
3,Baltimore City,026-026,7,45,House of Delegates,45,Jackie Addison,DEM,Y,,111,,175,,104,,6,,21, 
3,Baltimore City,026-026,7,45,House of Delegates,45,Stephanie Smith,DEM,Y,,112,,187,,92,,5,,21, 
3,Baltimore City,026-026,7,45,House of Delegates,45,Caylin Young,DEM,Y,,108,,181,,93,,5,,20, 
3,Baltimore City,026-026,7,45,House of Delegates,45,Other Write-Ins,,,Y,0,,9,,0,,0,,0, 
3,Baltimore City,026-026,7,45,Judge Circuit Court,Baltimore City Circuit Court 08,Erik Atas,JUD,Y,,77,,121,,77,,2,,19, 
3,Baltimore City,026-026,7,45,Judge Circuit Court,Baltimore City Circuit Court 08,Charles Mario Blomquist,JUD,Y,,72,,121,,70,,3,,16, 
3,Baltimore City,026-026,7,45,Judge Circuit Court,Baltimore City Circuit Court 08,Myshala E. Middleton,JUD,Y,,100,,175,,91,,3,,16, 
3,Baltimore City,026-026,7,45,Judge Circuit Court,Baltimore City Circuit Court 08,Barry G. Williams,JUD,Y,,90,,150,,85,,5,,17, 
3,Baltimore City,026-026,7,45,Judge Circuit Court,Baltimore City Circuit Court 08,Other Write-Ins,,,Y,4,,16,,2,,0,,0, 
3,Baltimore City,026-026,7,45,Judge Spec Appeal at Lg,,Stuart R. Berger,JUD,Y,,99,27,159,81,89,22,5,1,21,1
3,Baltimore City,026-026,7,45,Judge Spec Appeal at Lg,,Terrence M. R. Zic,JUD,Y,,99,26,169,65,85,25,5,1,18,4
3,Baltimore City,026-026,7,45,State's Attorney,,Ivan Bates,DEM,Y,,130,,238,,117,,6,,22, 
3,Baltimore City,026-026,7,45,State's Attorney,,Other Write-Ins,,,Y,4,,16,,3,,0,,0, 
3,Baltimore City,026-026,7,45,Clerk Circuit Court,,Xavier A. Conaway,DEM,Y,,122,,227,,106,,5,,20, 
3,Baltimore City,026-026,7,45,Clerk Circuit Court,,Other Write-Ins,,,Y,1,,8,,1,,0,,2, 
3,Baltimore City,026-026,7,45,Register of Wills,,Belinda K. Conaway,DEM,Y,,122,,226,,108,,5,,21, 
3,Baltimore City,026-026,7,45,Register of Wills,,Other Write-Ins,,,Y,2,,7,,0,,0,,0, 
3,Baltimore City,026-026,7,45,Judge Orphans' Court,,"Charles ""Chuck"" Bernstein",DEM,Y,,113,,170,,92,,5,,18, 
3,Baltimore City,026-026,7,45,Judge Orphans' Court,,Lewyn Scott Garrett,DEM,Y,,109,,172,,89,,4,,16, 
3,Baltimore City,026-026,7,45,Judge Orphans' Court,,Michele E. Loewenthal,DEM,Y,,109,,175,,93,,4,,19, 
3,Baltimore City,026-026,7,45,Judge Orphans' Court,,Other Write-Ins,,,Y,0,,6,,1,,0,,0, 
3,Baltimore City,026-026,7,45,Sheriff,,Sam Cogen,DEM,Y,,124,,223,,107,,5,,22, 
3,Baltimore City,026-026,7,45,Sheriff,,Other Write-Ins,,,Y,0,,4,,0,,0,,0, 
3,Baltimore City,026-026,7,45,Board of Ed at Large,,April Christina Curley,NON,,,50,,79,,51,,3,,9, 
3,Baltimore City,026-026,7,45,Board of Ed at Large,,Ashley E. Esposito,NON,Y,,59,,121,,53,,2,,16, 
3,Baltimore City,026-026,7,45,Board of Ed at Large,,Salimah Jasani,NON,,,34,,96,,27,,1,,14, 
3,Baltimore City,026-026,7,45,Board of Ed at Large,,Kwame Kenyatta-Bey,NON,Y,,85,,108,,57,,2,,7, 
3,Baltimore City,026-026,7,45,Board of Ed at Large,,Other Write-Ins,,,Y,2,,4,,1,,0,,0, 
3,Baltimore City,026-027,7,45,Governor / Lt. Governor,,Dan Cox and Gordana Schifanelli,REP,,,9,,20,,10,,0,,2, 
3,Baltimore City,026-027,7,45,Governor / Lt. Governor,,Wes Moore and Aruna Miller,DEM,Y,,134,,157,,135,,42,,22, 
3,Baltimore City,026-027,7,45,Governor / Lt. Governor,,David Lashar and Christiana Logansmith,LIB,,,1,,0,,0,,1,,0, 
3,Baltimore City,026-027,7,45,Governor / Lt. Governor,,Nancy Wallace and Patrick Elder,GRN,,,2,,5,,0,,0,,0, 
3,Baltimore City,026-027,7,45,Governor / Lt. Governor,,David Harding and Cathy White,WCP,,,2,,6,,3,,0,,0, 
3,Baltimore City,026-027,7,45,Governor / Lt. Governor,,Kyle Sefcik and Katie Lee,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-027,7,45,Governor / Lt. Governor,,Other Write-Ins,,,Y,0,,2,,1,,0,,0, 
3,Baltimore City,026-027,7,45,Comptroller,,Barry Glassman,REP,,,14,,32,,16,,1,,2, 
3,Baltimore City,026-027,7,45,Comptroller,,Brooke Elizabeth Lierman,DEM,Y,,132,,157,,134,,42,,22, 
3,Baltimore City,026-027,7,45,Comptroller,,Other Write-Ins,,,Y,0,,1,,0,,0,,0, 
3,Baltimore City,026-027,7,45,Attorney General,,Michael Anthony Peroutka,REP,,,10,,21,,12,,0,,2, 
3,Baltimore City,026-027,7,45,Attorney General,,Anthony G. Brown,DEM,Y,,136,,165,,137,,41,,22, 
3,Baltimore City,026-027,7,45,Attorney General,,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-027,7,45,U.S. Senator,,Chris Chaffee,REP,,,8,,22,,12,,1,,2, 
3,Baltimore City,026-027,7,45,U.S. Senator,,Chris Van Hollen,DEM,Y,,137,,160,,136,,41,,21, 
3,Baltimore City,026-027,7,45,U.S. Senator,,Scottie Griffin,DEM,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-027,7,45,U.S. Senator,,Andrew J. Wildman,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-027,7,45,U.S. Senator,,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-027,7,45,U.S. Congress,7,Scott M. Collier,REP,,,9,,22,,15,,1,,2, 
3,Baltimore City,026-027,7,45,U.S. Congress,7,Kweisi Mfume,DEM,Y,,139,,167,,133,,41,,20, 
3,Baltimore City,026-027,7,45,U.S. Congress,7,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-027,7,45,State Senator,45,Cory V. McCray,DEM,Y,,139,,172,,140,,39,,21, 
3,Baltimore City,026-027,7,45,State Senator,45,Other Write-Ins,,,Y,1,,0,,1,,0,,0, 
3,Baltimore City,026-027,7,45,House of Delegates,45,Antonio Barboza,REP,,,13,,34,,16,,3,,3, 
3,Baltimore City,026-027,7,45,House of Delegates,45,Jackie Addison,DEM,Y,,118,,139,,117,,29,,16, 
3,Baltimore City,026-027,7,45,House of Delegates,45,Stephanie Smith,DEM,Y,,125,,128,,125,,28,,19, 
3,Baltimore City,026-027,7,45,House of Delegates,45,Caylin Young,DEM,Y,,121,,126,,108,,28,,20, 
3,Baltimore City,026-027,7,45,House of Delegates,45,Other Write-Ins,,,Y,0,,0,,1,,0,,0, 
3,Baltimore City,026-027,7,45,Judge Circuit Court,Baltimore City Circuit Court 08,Erik Atas,JUD,Y,,78,,85,,96,,23,,11, 
3,Baltimore City,026-027,7,45,Judge Circuit Court,Baltimore City Circuit Court 08,Charles Mario Blomquist,JUD,Y,,82,,86,,94,,17,,12, 
3,Baltimore City,026-027,7,45,Judge Circuit Court,Baltimore City Circuit Court 08,Myshala E. Middleton,JUD,Y,,99,,127,,108,,29,,15, 
3,Baltimore City,026-027,7,45,Judge Circuit Court,Baltimore City Circuit Court 08,Barry G. Williams,JUD,Y,,98,,111,,109,,22,,15, 
3,Baltimore City,026-027,7,45,Judge Circuit Court,Baltimore City Circuit Court 08,Other Write-Ins,,,Y,1,,1,,0,,2,,0, 
3,Baltimore City,026-027,7,45,Judge Spec Appeal at Lg,,Stuart R. Berger,JUD,Y,,99,22,125,42,108,21,25,8,16,4
3,Baltimore City,026-027,7,45,Judge Spec Appeal at Lg,,Terrence M. R. Zic,JUD,Y,,92,27,127,39,99,24,27,7,16,4
3,Baltimore City,026-027,7,45,State's Attorney,,Ivan Bates,DEM,Y,,137,,171,,140,,40,,22, 
3,Baltimore City,026-027,7,45,State's Attorney,,Other Write-Ins,,,Y,2,,2,,1,,0,,0, 
3,Baltimore City,026-027,7,45,Clerk Circuit Court,,Xavier A. Conaway,DEM,Y,,134,,162,,132,,38,,18, 
3,Baltimore City,026-027,7,45,Clerk Circuit Court,,Other Write-Ins,,,Y,1,,2,,1,,0,,0, 
3,Baltimore City,026-027,7,45,Register of Wills,,Belinda K. Conaway,DEM,Y,,137,,164,,135,,38,,18, 
3,Baltimore City,026-027,7,45,Register of Wills,,Other Write-Ins,,,Y,1,,2,,0,,0,,0, 
3,Baltimore City,026-027,7,45,Judge Orphans' Court,,"Charles ""Chuck"" Bernstein",DEM,Y,,112,,133,,117,,29,,16, 
3,Baltimore City,026-027,7,45,Judge Orphans' Court,,Lewyn Scott Garrett,DEM,Y,,110,,116,,111,,26,,17, 
3,Baltimore City,026-027,7,45,Judge Orphans' Court,,Michele E. Loewenthal,DEM,Y,,109,,123,,113,,30,,17, 
3,Baltimore City,026-027,7,45,Judge Orphans' Court,,Other Write-Ins,,,Y,0,,1,,0,,0,,1, 
3,Baltimore City,026-027,7,45,Sheriff,,Sam Cogen,DEM,Y,,128,,161,,133,,37,,20, 
3,Baltimore City,026-027,7,45,Sheriff,,Other Write-Ins,,,Y,0,,1,,0,,0,,0, 
3,Baltimore City,026-027,7,45,Board of Ed at Large,,April Christina Curley,NON,,,63,,63,,64,,15,,11, 
3,Baltimore City,026-027,7,45,Board of Ed at Large,,Ashley E. Esposito,NON,Y,,46,,69,,65,,14,,9, 
3,Baltimore City,026-027,7,45,Board of Ed at Large,,Salimah Jasani,NON,,,37,,44,,39,,13,,4, 
3,Baltimore City,026-027,7,45,Board of Ed at Large,,Kwame Kenyatta-Bey,NON,Y,,87,,90,,60,,18,,6, 
3,Baltimore City,026-027,7,45,Board of Ed at Large,,Other Write-Ins,,,Y,0,,1,,0,,0,,0, 
3,Baltimore City,026-028,7,45,Governor / Lt. Governor,,Dan Cox and Gordana Schifanelli,REP,,,5,,7,,7,,1,,1, 
3,Baltimore City,026-028,7,45,Governor / Lt. Governor,,Wes Moore and Aruna Miller,DEM,Y,,110,,131,,118,,7,,17, 
3,Baltimore City,026-028,7,45,Governor / Lt. Governor,,David Lashar and Christiana Logansmith,LIB,,,0,,0,,2,,0,,0, 
3,Baltimore City,026-028,7,45,Governor / Lt. Governor,,Nancy Wallace and Patrick Elder,GRN,,,0,,3,,1,,0,,0, 
3,Baltimore City,026-028,7,45,Governor / Lt. Governor,,David Harding and Cathy White,WCP,,,1,,3,,2,,0,,0, 
3,Baltimore City,026-028,7,45,Governor / Lt. Governor,,Kyle Sefcik and Katie Lee,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-028,7,45,Governor / Lt. Governor,,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-028,7,45,Comptroller,,Barry Glassman,REP,,,9,,11,,11,,0,,1, 
3,Baltimore City,026-028,7,45,Comptroller,,Brooke Elizabeth Lierman,DEM,Y,,107,,134,,120,,8,,16, 
3,Baltimore City,026-028,7,45,Comptroller,,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-028,7,45,Attorney General,,Michael Anthony Peroutka,REP,,,8,,7,,4,,0,,1, 
3,Baltimore City,026-028,7,45,Attorney General,,Anthony G. Brown,DEM,Y,,108,,138,,125,,8,,17, 
3,Baltimore City,026-028,7,45,Attorney General,,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-028,7,45,U.S. Senator,,Chris Chaffee,REP,,,6,,7,,3,,1,,1, 
3,Baltimore City,026-028,7,45,U.S. Senator,,Chris Van Hollen,DEM,Y,,111,,135,,127,,7,,16, 
3,Baltimore City,026-028,7,45,U.S. Senator,,Scottie Griffin,DEM,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-028,7,45,U.S. Senator,,Andrew J. Wildman,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-028,7,45,U.S. Senator,,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-028,7,45,U.S. Congress,7,Scott M. Collier,REP,,,8,,9,,6,,1,,1, 
3,Baltimore City,026-028,7,45,U.S. Congress,7,Kweisi Mfume,DEM,Y,,110,,137,,124,,7,,16, 
3,Baltimore City,026-028,7,45,U.S. Congress,7,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-028,7,45,State Senator,45,Cory V. McCray,DEM,Y,,113,,138,,124,,6,,15, 
3,Baltimore City,026-028,7,45,State Senator,45,Other Write-Ins,,,Y,2,,1,,0,,0,,0, 
3,Baltimore City,026-028,7,45,House of Delegates,45,Antonio Barboza,REP,,,11,,20,,3,,1,,1, 
3,Baltimore City,026-028,7,45,House of Delegates,45,Jackie Addison,DEM,Y,,96,,116,,117,,6,,13, 
3,Baltimore City,026-028,7,45,House of Delegates,45,Stephanie Smith,DEM,Y,,99,,106,,110,,4,,16, 
3,Baltimore City,026-028,7,45,House of Delegates,45,Caylin Young,DEM,Y,,92,,95,,113,,5,,14, 
3,Baltimore City,026-028,7,45,House of Delegates,45,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-028,7,45,Judge Circuit Court,Baltimore City Circuit Court 08,Erik Atas,JUD,Y,,68,,62,,84,,5,,9, 
3,Baltimore City,026-028,7,45,Judge Circuit Court,Baltimore City Circuit Court 08,Charles Mario Blomquist,JUD,Y,,66,,63,,85,,4,,8, 
3,Baltimore City,026-028,7,45,Judge Circuit Court,Baltimore City Circuit Court 08,Myshala E. Middleton,JUD,Y,,87,,97,,102,,5,,12, 
3,Baltimore City,026-028,7,45,Judge Circuit Court,Baltimore City Circuit Court 08,Barry G. Williams,JUD,Y,,87,,89,,98,,5,,9, 
3,Baltimore City,026-028,7,45,Judge Circuit Court,Baltimore City Circuit Court 08,Other Write-Ins,,,Y,4,,2,,1,,0,,0, 
3,Baltimore City,026-028,7,45,Judge Spec Appeal at Lg,,Stuart R. Berger,JUD,Y,,76,26,97,28,88,23,5,1,13,1
3,Baltimore City,026-028,7,45,Judge Spec Appeal at Lg,,Terrence M. R. Zic,JUD,Y,,74,26,98,26,80,33,3,3,11,3
3,Baltimore City,026-028,7,45,State's Attorney,,Ivan Bates,DEM,Y,,109,,135,,124,,5,,15, 
3,Baltimore City,026-028,7,45,State's Attorney,,Other Write-Ins,,,Y,2,,2,,3,,0,,0, 
3,Baltimore City,026-028,7,45,Clerk Circuit Court,,Xavier A. Conaway,DEM,Y,,106,,138,,120,,6,,15, 
3,Baltimore City,026-028,7,45,Clerk Circuit Court,,Other Write-Ins,,,Y,1,,0,,0,,0,,0, 
3,Baltimore City,026-028,7,45,Register of Wills,,Belinda K. Conaway,DEM,Y,,109,,137,,121,,6,,15, 
3,Baltimore City,026-028,7,45,Register of Wills,,Other Write-Ins,,,Y,2,,0,,0,,0,,0, 
3,Baltimore City,026-028,7,45,Judge Orphans' Court,,"Charles ""Chuck"" Bernstein",DEM,Y,,96,,110,,109,,5,,16, 
3,Baltimore City,026-028,7,45,Judge Orphans' Court,,Lewyn Scott Garrett,DEM,Y,,96,,95,,107,,5,,16, 
3,Baltimore City,026-028,7,45,Judge Orphans' Court,,Michele E. Loewenthal,DEM,Y,,97,,105,,112,,6,,16, 
3,Baltimore City,026-028,7,45,Judge Orphans' Court,,Other Write-Ins,,,Y,3,,1,,0,,0,,0, 
3,Baltimore City,026-028,7,45,Sheriff,,Sam Cogen,DEM,Y,,103,,134,,120,,6,,16, 
3,Baltimore City,026-028,7,45,Sheriff,,Other Write-Ins,,,Y,2,,0,,0,,0,,0, 
3,Baltimore City,026-028,7,45,Board of Ed at Large,,April Christina Curley,NON,,,58,,64,,69,,6,,6, 
3,Baltimore City,026-028,7,45,Board of Ed at Large,,Ashley E. Esposito,NON,Y,,38,,52,,43,,2,,6, 
3,Baltimore City,026-028,7,45,Board of Ed at Large,,Salimah Jasani,NON,,,22,,32,,18,,1,,6, 
3,Baltimore City,026-028,7,45,Board of Ed at Large,,Kwame Kenyatta-Bey,NON,Y,,68,,77,,74,,3,,8, 
3,Baltimore City,026-028,7,45,Board of Ed at Large,,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-029,7,45,Governor / Lt. Governor,,Dan Cox and Gordana Schifanelli,REP,,,22,,25,,23,,1,,1, 
3,Baltimore City,026-029,7,45,Governor / Lt. Governor,,Wes Moore and Aruna Miller,DEM,Y,,336,,448,,298,,18,,43, 
3,Baltimore City,026-029,7,45,Governor / Lt. Governor,,David Lashar and Christiana Logansmith,LIB,,,0,,3,,2,,0,,0, 
3,Baltimore City,026-029,7,45,Governor / Lt. Governor,,Nancy Wallace and Patrick Elder,GRN,,,2,,7,,0,,0,,1, 
3,Baltimore City,026-029,7,45,Governor / Lt. Governor,,David Harding and Cathy White,WCP,,,3,,7,,2,,0,,0, 
3,Baltimore City,026-029,7,45,Governor / Lt. Governor,,Kyle Sefcik and Katie Lee,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,026-029,7,45,Governor / Lt. Governor,,Other Write-Ins,,,Y,0,,0,,0,,0,,1, 
