1405236,1/10/2025,WATER MAIN BREAK,1711 ORLANDO RD
1405274,1/10/2025,WATER MAIN BREAK,2712 HANSON AVE
1405292,1/10/2025,WATER MAIN BREAK,1604 ORLANDO RD
1405299,1/10/2025,WATER MAIN BREAK,514 EAST SEMINARY AVE
1405573,1/10/2025,WATER MAIN BREAK,212 TIMBER GROVE RD
1405588,1/10/2025,WATER MAIN BREAK,2103 BOYD ST
1405617,1/10/2025,WATER MAIN BREAK,12 SOUTH BELLE GROVE RD
1405620,1/10/2025,WATER MAIN BREAK,4105 MCKENDREE PL
1405622,1/10/2025,WATER MAIN BREAK,505 BATHURST RD
1405645,1/10/2025,WATER MAIN BREAK,2507 OVERLAND AVE
1405647,1/10/2025,WATER MAIN BREAK,1935 WEST FAYETTE ST
1405655,1/10/2025,WATER MAIN BREAK,2700 QUANTICO AVE
1405659,1/10/2025,WATER MAIN BREAK,1229 WEST CROSS ST
1405661,1/10/2025,WATER MAIN BREAK,3821 HAYWARD AVE
1405665,1/10/2025,WATER MAIN BREAK,3835 ELMLEY AVE
1405666,1/10/2025,WATER MAIN BREAK,1921 CECIL AVE
1405951,1/11/2025,WATER MAIN BREAK,8502 VALLEYFIELD RD
1405954,1/11/2025,WATER MAIN BREAK,3117 RHEMS RD
1405955,1/11/2025,WATER MAIN BREAK,2915 VULCAN RD DUNDALK
1405956,1/11/2025,WATER MAIN BREAK,8 AMBOLIN CT
1405957,1/11/2025,WATER MAIN BREAK,323 TRAPPE RD
1405960,1/11/2025,WATER MAIN BREAK,101 WISE AVE
1405961,1/11/2025,WATER MAIN BREAK,200 WEST LAFAYETTE AVE
1405964,1/11/2025,WATER MAIN BREAK,8102 DOGWOOD RD
1405972,1/11/2025,WATER MAIN BREAK,KING WILLIAM DR AND VERNON HILL CT
1405979,1/11/2025,WATER MAIN BREAK,1227 BROOK HOLLOW RD
1405983,1/11/2025,WATER MAIN BREAK,851 BRADHURST RD
1405995,1/11/2025,WATER MAIN BREAK,328 MARTINGALE AVE
1406003,1/11/2025,WATER MAIN BREAK,3223 BURLEITH AVE
1406009,1/11/2025,WATER MAIN BREAK,3607 ELMLEY AVE
1406010,1/11/2025,WATER MAIN BREAK,MORAVIA RD AND WALTHER AVE
1406012,1/11/2025,WATER MAIN BREAK,2710 WALBROOK AVE
1406017,1/12/2025,WATER MAIN BREAK,9102 MEADOW HEIGHTS RD
1406018,1/12/2025,WATER MAIN BREAK,1620 CAPE MAY RD
1406022,1/12/2025,WATER MAIN BREAK,4363 SHELDON AVE
1406023,1/12/2025,WATER MAIN BREAK,17 RUXLEA CT
1406024,1/12/2025,WATER MAIN BREAK,806 STONELEIGH RD
1406026,1/12/2025,WATER MAIN BREAK,704 GLENWOOD AVE
1406028,1/12/2025,WATER MAIN BREAK,4405 LINKWOOD RD
1406029,1/12/2025,WATER MAIN BREAK,4130 LINKWOOD RD
1406032,1/12/2025,WATER MAIN BREAK,1608 ORLANDO RD
1406037,1/12/2025,WATER MAIN BREAK,EASTERN AVE AND ADAMS PL
1406038,1/12/2025,WATER MAIN BREAK,930 MILFORD MILL RD
1406040,1/12/2025,WATER MAIN BREAK,1447 LOWMAN ST
1406046,1/12/2025,WATER MAIN BREAK,2715 BAUERNWOOD AVE
1406056,1/12/2025,WATER MAIN BREAK,1102 SLEEPY DELL CT
1406062,1/12/2025,WATER MAIN BREAK,402 SWALE AVE
1406078,1/13/2025,WATER MAIN BREAK,1001 PROVIDENCE RD
1406079,1/13/2025,WATER MAIN BREAK,5717 LOCH RAVEN BLVD
1406107,1/13/2025,WATER MAIN BREAK,3322 DUDLEY AVE
1406139,1/13/2025,WATER MAIN BREAK,1720 ORLANDO RD
1406152,1/13/2025,WATER MAIN BREAK,1204 OVERBROOK RD
1406191,1/13/2025,WATER MAIN BREAK,BREHMS LN AND MANNASOTA AVE
1406195,1/13/2025,WATER JOINT LEAK,844 BRADHURST RD
1406216,1/13/2025,WATER MAIN BREAK,8054 GOUGH SAINT BALTIMORE
1406233,1/13/2025,WATER MAIN BREAK,210 EAST 22ND ST
1406254,1/13/2025,WATER MAIN BREAK,1029 WEST LEXINGTON ST
1406258,1/13/2025,WATER MAIN BREAK,7 NORTH FULTON AVE
1406262,1/13/2025,WATER MAIN BREAK,3400 EAST MADISON ST
1406357,1/13/2025,WATER JOINT LEAK,221 STONY RUN LN
1406359,1/13/2025,WATER MAIN BREAK,406 SWALE AVE
1406360,1/13/2025,WATER MAIN BREAK,5106 EDMONDSON AVE
1406366,1/13/2025,WATER MAIN BREAK,1606 ORLANDO RD
1406377,1/13/2025,WATER MAIN BREAK,532 COMPASS RD
1406396,1/13/2025,WATER MAIN BREAK,244 CANDYTUFT RD
1406399,1/13/2025,WATER MAIN BREAK,1633 CLARKSON ST
1406429,1/14/2025,WATER MAIN BREAK,11 DUTTON CT
1406536,1/14/2025,WATER MAIN BREAK,2416 MCELDERRY ST
1406720,1/14/2025,WATER MAIN BREAK,507 STAMFORD RD
1406734,1/14/2025,WATER MAIN BREAK,20 DUNVALE RD
1406740,1/14/2025,WATER MAIN BREAK,1605 SUMMIT AVE
1406752,1/14/2025,WATER MAIN BREAK,123 PLEASANT HILL RD
1406753,1/14/2025,WATER MAIN BREAK,127 OAKWAY RD
1406780,1/14/2025,WATER MAIN BREAK,1024 BREEZEWICK RD
1406791,1/14/2025,WATER MAIN BREAK,331 UPPERLANDING RD
1406794,1/14/2025,WATER MAIN BREAK,406 SOUTH CASTLE ST
1406797,1/14/2025,WATER MAIN BREAK,7 LOCHMOOR CT
1406812,1/14/2025,WATER MAIN BREAK,612 SOUTH ANN ST
1406827,1/14/2025,WATER MAIN BREAK,1300 BOOTH ST
1406828,1/14/2025,WATER MAIN BREAK,5506 MATTFELDT AVE
1406837,1/14/2025,WATER MAIN BREAK,1516 KING WILLIAM DR
1406843,1/14/2025,WATER MAIN BREAK,5710 GREENSPRING AVE
1406897,1/14/2025,WATER MAIN BREAK,244 CANDYTUFT RD
1406917,1/14/2025,WATER MAIN BREAK,1309 ROUNDHILL RD
1406922,1/14/2025,WATER MAIN BREAK,EAST 22ND SAINT AND HUNTER ST
1406925,1/14/2025,WATER MAIN BREAK,2510 ROBB ST
1406942,1/14/2025,WATER MAIN BREAK,5623 TRAMORE RD
1406947,1/14/2025,WATER MAIN BREAK,5917 AYLESHIRE RD
1406948,1/14/2025,WATER MAIN BREAK,7004 EASTERN AVE
1406974,1/14/2025,WATER MAIN BREAK,1900 WEST BALTIMORE ST
1406980,1/15/2025,WATER MAIN BREAK,801 SOUTH HIGHLAND AVE
1406984,1/15/2025,WATER MAIN BREAK,1819 DUNDALK AVE
1407020,1/15/2025,WATER MAIN BREAK,EVERGREEN AVE HAMLET AVE
1407030,1/15/2025,WATER MAIN BREAK,1201 LIMIT AVE
1407043,1/15/2025,WATER MAIN BREAK,4212 OVERTON AVE
1407055,1/15/2025,WATER MAIN BREAK,4317 SLATER AVE
1407060,1/15/2025,WATER MAIN BREAK,3149 BAYBRIAR RD
1407061,1/15/2025,WATER MAIN BREAK,1426 SOUTH HANOVER ST
1407075,1/15/2025,WATER MAIN BREAK,1800 CRESTVIEW RD
1407098,1/15/2025,WATER MAIN BREAK,4238 PARKSIDE DR
1407107,1/15/2025,WATER MAIN BREAK,5601 EVERHURST RD
1407124,1/15/2025,WATER MAIN BREAK,7923 HIGHPOINT RD
1407138,1/15/2025,WATER MAIN BREAK,7 DAKIN CT
1407163,1/15/2025,WATER MAIN BREAK,ALBAN AVE AND HAMILTON AVE
1407166,1/15/2025,WATER MAIN BREAK,321 HORNEL ST
1407168,1/15/2025,WATER MAIN BREAK,6306 CHARLES ST
1407180,1/15/2025,WATER MAIN BREAK,884 WEST LOMBARD ST
1407190,1/15/2025,WATER MAIN BREAK,13012 HAREWOOD RD
1407200,1/15/2025,WATER MAIN BREAK,3812 ARBUTUS AVE
1407202,1/15/2025,WATER MAIN BREAK,2655 SAINT BENEDICT ST
1407205,1/15/2025,WATER JOINT LEAK,3 LOCKETT CT
1407207,1/15/2025,WATER MAIN BREAK,13 DUTTON CT
1407208,1/15/2025,WATER MAIN BREAK,2947 MALLVIEW RD
1407209,1/15/2025,WATER MAIN BREAK,3918 COLBORNE RD
1407225,1/15/2025,WATER MAIN BREAK,829 BOYD ST
1407229,1/15/2025,WATER MAIN BREAK,1617 MAPLE AVE
1407233,1/15/2025,WATER MAIN BREAK,1301 SOUTH CHARLES ST
1407235,1/15/2025,WATER MAIN BREAK,CEDONIA AVE AND FLEETWOOD AVE
1407239,1/15/2025,WATER MAIN BREAK,CROSSWOOD AVE AND WOODLEA AVE
1407251,1/15/2025,WATER MAIN BREAK,BEDFORD RD AND ALTER AVE
1407257,1/16/2025,WATER MAIN BREAK,531 PICCADILLY RD
1407259,1/16/2025,WATER MAIN BREAK,2111 STARMOUNT LN
1407261,1/16/2025,WATER MAIN BREAK,29 EAST WHEELING ST
1407316,1/16/2025,WATER MAIN BREAK,3510 COOLIDGE AVE
1407406,1/16/2025,WATER MAIN BREAK,RABON AVE AND LOALAN AVE
1407407,1/16/2025,WATER MAIN BREAK,1447 LOWMAN AVE
1407416,1/16/2025,WATER MAIN BREAK,9020 BRUNO RD
1407464,1/16/2025,WATER MAIN BREAK,3501 ODONNELL ST
1407472,1/16/2025,WATER MAIN BREAK,2114 EASTERN BLVD
1407479,1/16/2025,WATER MAIN BREAK,3013 ELLERSLIE AVE
1407490,1/16/2025,WATER MAIN BREAK,846 BRADHURST RD
1407505,1/16/2025,WATER MAIN BREAK,CROFTLEY RD AND PICKETT RD
1407507,1/16/2025,WATER MAIN BREAK,1805 WADSWORTH WAY
1407520,1/16/2025,WATER MAIN BREAK,NICHOLAS AVE AND FINDLAY RD
1407522,1/16/2025,WATER MAIN BREAK,6721 BROMPTON RD
1407525,1/17/2025,WATER MAIN BREAK,1300 SOUTH CHARLES SAINT BALTIMORE CITY
1407528,1/17/2025,WATER MAIN BREAK,DUNDALK AVE AND HOLABIRD AVE
1407534,1/17/2025,WATER MAIN BREAK,1004 CREEK ST
1407546,1/17/2025,WATER MAIN BREAK,NORTH POINT BLVD AND CARROLL AVE
1407583,1/17/2025,WATER MAIN BREAK,1616 MELBY CT
1407598,1/17/2025,WATER MAIN BREAK,1330 NORTH CAROLINE ST
1407622,1/17/2025,WATER MAIN BREAK,DUNDALK AVE AND HARTWAIT ST
1407652,1/17/2025,WATER MAIN BREAK,7495 RABON AVE
1407662,1/17/2025,WATER MAIN BREAK,3701 CLARENELL RD
1407669,1/17/2025,WATER MAIN BREAK,3414 KENYON AVE
1407673,1/17/2025,WATER MAIN BREAK,305 HOLLY MANOR RD
1407687,1/17/2025,WATER MAIN BREAK,1272 CEDARCROFT RD
1407702,1/17/2025,WATER MAIN BREAK,432 SOUTH BROADWAY ST
1407732,1/17/2025,WATER MAIN BREAK,2912 VIRGINIA AVE
1407739,1/17/2025,WATER MAIN BREAK,2208 OXEYE RD
1407745,1/17/2025,WATER MAIN BREAK,4806 ARABIA AVE
1407746,1/17/2025,WATER MAIN BREAK,CHARINGTON RD AND HALESWORTH RD
1407750,1/17/2025,WATER MAIN BREAK,3341 HISS AVE
1407753,1/17/2025,WATER MAIN BREAK,6 NORTHAMPTON RD
1407760,1/17/2025,WATER MAIN BREAK,1116 CHATTERLEIGH CIR
1407761,1/17/2025,WATER MAIN BREAK,1012 SMOKE TREE RD
1407778,1/18/2025,WATER MAIN BREAK,5320 BEAUFORT AVE
1407787,1/18/2025,WATER MAIN BREAK,EAST HOMBERG AVE AND HALEY RD
1407792,1/18/2025,WATER MAIN BREAK,13 AUSTIN RD
1407793,1/18/2025,WATER MAIN BREAK,5508 PLAINFIELD AVE
1407813,1/18/2025,WATER MAIN BREAK,IONA TERR AND WALTHER AVE
1407824,1/18/2025,WATER MAIN BREAK,715 50TH ST
1407834,1/18/2025,WATER MAIN BREAK,2230 BANK ST
1407836,1/18/2025,WATER MAIN BREAK,4211 GRACE CT
1407845,1/18/2025,WATER MAIN BREAK,6903 BIRDWOOD AVE
1408097,1/18/2025,WATER MAIN BREAK,369 STILLWATER RD
1408099,1/18/2025,WATER MAIN BREAK,2 NORTH CULVER ST
1408110,1/18/2025,WATER MAIN BREAK,4502 POPLAR AVE
1408120,1/18/2025,WATER MAIN BREAK,BECKLOW AVE AND ENDSLEIGH AVE
1408131,1/18/2025,WATER MAIN BREAK,8719 BAKER AVE
1408132,1/19/2025,WATER MAIN BREAK,3318 SUMMIT AVE
1408136,1/19/2025,WATER MAIN BREAK,1700 EUTAW PL
1408196,1/19/2025,WATER MAIN BREAK,3700 MANNASOTA AVE
1408200,1/19/2025,WATER MAIN BREAK,SAINT JOSEPH ST AND SOUTH CULVER ST
1408207,1/19/2025,WATER MAIN BREAK,800 SOUTH QUAIL ST
1408208,1/19/2025,WATER MAIN BREAK,336 SAVANNAH RD
1408220,1/19/2025,WATER MAIN BREAK,3202 OVERLAND AVE
1408224,1/19/2025,WATER MAIN BREAK,1807 DUNDALK AVE
1408236,1/19/2025,WATER MAIN BREAK,EVERALL AVE AND RASPE AVE
1408243,1/19/2025,WATER MAIN BREAK,5305 HARFORD RD
1408245,1/19/2025,WATER JOINT LEAK,FOSTER SAINT AND SOUTH BOULDIN ST
1408499,1/20/2025,WATER MAIN BREAK,2814 CARROLL ST
1408500,1/20/2025,WATER MAIN BREAK,3036 ELIZABETH AVE
1408503,1/20/2025,WATER MAIN BREAK,507 WOODBINE AVE
1408504,1/20/2025,WATER MAIN BREAK,1850 WEST BALTIMORE ST
1408507,1/20/2025,WATER MAIN BREAK,3325 SPAULDING AVE
1408508,1/20/2025,WATER MAIN BREAK,6 KELBARK CT
1408770,1/20/2025,WATER MAIN BREAK,8103 ELEANOR TER
1408779,1/20/2025,WATER MAIN BREAK,3006 GIBBONS AVE
1408780,1/20/2025,WATER MAIN BREAK,2401 CHESTERFIELD AVE
1408805,1/20/2025,WATER MAIN BREAK,5720 CLOVER RD
1408810,1/20/2025,WATER MAIN BREAK,1 B MCCORMICK AVE
1408811,1/20/2025,WATER MAIN BREAK,COLVIN SAINT AND EAST LEXINGTON ST
1408815,1/20/2025,WATER MAIN BREAK,5425 BELLE VISTA AVE
1408830,1/20/2025,WATER MAIN BREAK,1307 WESTELLEN RD
1408831,1/20/2025,WATER MAIN BREAK,12 OLD SPRING CT
1408832,1/20/2025,WATER MAIN BREAK,8251 BRATTLE RD
1408837,1/20/2025,WATER MAIN BREAK,107 CALLENDAR ST
1408878,1/21/2025,WATER JOINT LEAK,1204 ARGONNE DR
1408900,1/21/2025,WATER MAIN BREAK,1229 SPRING AVE
1408909,1/21/2025,WATER MAIN BREAK,1234 KAHLER AVE
1408927,1/21/2025,WATER MAIN BREAK,5708 NEWHOLME AVE
1408935,1/21/2025,WATER MAIN BREAK,600 SANDALWOOD RD
1408985,1/21/2025,WATER JOINT LEAK,1029 WEST LEXINGTON ST
1409030,1/21/2025,WATER MAIN BREAK,3159 BAYBRIAR RD
1409039,1/21/2025,WATER MAIN BREAK,3 YORK MILLS CT
1409051,1/21/2025,WATER JOINT LEAK,GRANT SAINT AND EAST LOMBARD ST
1409054,1/21/2025,WATER JOINT LEAK,1931 WEST FAYETTE ST
1409104,1/21/2025,WATER MAIN BREAK,1203 SOUTH HIGHLAND AVE
1409111,1/21/2025,WATER MAIN BREAK,BREHMS LANE AND PARKSIDE DR
1409120,1/21/2025,WATER MAIN BREAK,MANNASOTA AVE AND PELHAM AVE
1409132,1/22/2025,WATER MAIN BREAK,2326 IVY AVE
1409135,1/22/2025,WATER MAIN BREAK,MOYER AVE AND TAYLOR AVE
1409141,1/22/2025,WATER MAIN BREAK,4312 FOREST VIEW AVE
1409143,1/22/2025,WATER MAIN BREAK,3435 DUDLEY AVE
1409147,1/22/2025,WATER MAIN BREAK,SAINT PAUL SAINT AND EAST MONUMENT ST
1409158,1/22/2025,WATER JOINT LEAK,134 SOUTH PATTERSON PARK AVE
1409234,1/22/2025,WATER MAIN BREAK,3319 BLK PULASKI HWY
1409252,1/22/2025,WATER MAIN BREAK,3820 3RD ST
1409302,1/22/2025,WATER MAIN BREAK,3600 DUDLEY AVE
1409314,1/22/2025,WATER JOINT LEAK,213 SOUTH COLLINGTON AVE
1409423,1/22/2025,WATER JOINT LEAK,364 STILLWATER RD
1409467,1/22/2025,WATER MAIN BREAK,51 KANE ST
1409469,1/22/2025,WATER MAIN BREAK,21 BELINDA AVE
1409480,1/22/2025,WATER MAIN BREAK,7200 BRIDGEWOOD DR
1409489,1/22/2025,WATER MAIN BREAK,1829 NORTH DALLAS ST
1409507,1/22/2025,WATER MAIN BREAK,299 EYRING AVE
1409511,1/22/2025,WATER MAIN BREAK,EAST NORTHERN PKWY AND CHURCHWARDENS RD
1409528,1/23/2025,WATER MAIN BREAK,3114 REMINGTON AVE
1409530,1/23/2025,WATER MAIN BREAK,3916 CHAFFEY RD
1409531,1/23/2025,WATER MAIN BREAK,PULASKI HWY AND WHITE AVE
1409534,1/23/2025,WATER MAIN BREAK,3622 KENYON AVE
1409547,1/23/2025,WATER MAIN BREAK,9314 LYONSWOOD DR
1409562,1/23/2025,WATER MAIN BREAK,BELAIR RD AND MORAVIA RD
1409571,1/23/2025,WATER MAIN BREAK,2631 LEHMAN ST
1409574,1/23/2025,WATER MAIN BREAK,4310 FOREST VIEW AVE
1409610,1/23/2025,WATER MAIN BREAK,1 SOUTH LINWOOD AVE
1409676,1/23/2025,WATER MAIN BREAK,22 NORTHWOOD DR
1409677,1/23/2025,WATER MAIN BREAK,2735 GLENDALE RD
1409683,1/23/2025,WATER MAIN BREAK,150 HOWARD AVE
1409694,1/23/2025,WATER MAIN BREAK,6721 BROMPTON RD
1409696,1/23/2025,WATER MAIN BREAK,900 NORTH LEHIGH ST
1409747,1/23/2025,WATER MAIN BREAK,1103 SOUTH KENWOOD AVE
1409814,1/23/2025,WATER MAIN BREAK,1200 SPRING AVE
1409815,1/23/2025,WATER MAIN BREAK,1115 NORTH WOODYEAR ST
1409890,1/23/2025,WATER MAIN BREAK,8110 PULASKI HWY
1409892,1/23/2025,WATER MAIN BREAK,255 SOUTH CONKLING ST
1409897,1/23/2025,WATER MAIN BREAK,304 SASSAFRAS RD
1409899,1/23/2025,WATER MAIN BREAK,728 EAST 30TH ST
1409909,1/23/2025,WATER MAIN BREAK,3800 MORAVIA RD
1409913,1/23/2025,WATER MAIN BREAK,BRENDAN AVE MANNASOTA AVE
1409985,1/24/2025,WATER MAIN BREAK,215 WASHINGTON AVE
1410067,1/24/2025,WATER MAIN BREAK,8753 OLD HARFORD RD
1410086,1/24/2025,WATER MAIN BREAK,4701 GATEWAY TER
1410089,1/24/2025,WATER MAIN BREAK,6811 BLENHEIM RD
1410092,1/24/2025,WATER MAIN BREAK,108 SPRINGSIDE DR
1410095,1/24/2025,WATER MAIN BREAK,7011 BRENTWOOD AVE
1410102,1/24/2025,WATER MAIN BREAK,2026 NORTHEAST AVE
1410103,1/24/2025,WATER MAIN BREAK,1933 NORTH COLLINGTON AVE
1410105,1/24/2025,WATER MAIN BREAK,1029 WEST LEXINGTON ST
1410118,1/24/2025,WATER MAIN BREAK,2735 GLENDALE RD
1410122,1/24/2025,WATER JOINT LEAK,7200 BRIDGEWOOD DR
1410145,1/24/2025,WATER MAIN BREAK,533 SAINT FRANCIS RD
1410153,1/24/2025,WATER MAIN BREAK,817 EVESHAM AVE
1410169,1/24/2025,WATER MAIN BREAK,830 SOUTH CLINTON ST
1410184,1/24/2025,WATER MAIN BREAK,100 OAK ST
1410192,1/24/2025,WATER MAIN BREAK,6500 SANZO RD
1410194,1/24/2025,WATER MAIN BREAK,4916 MIDWOOD AVE
1410196,1/24/2025,WATER MAIN BREAK,200 NORTH BENTALOU ST
1410198,1/24/2025,WATER MAIN BREAK,300 EAST 22 1 2 ST
1410202,1/24/2025,WATER MAIN BREAK,1315 LEMMON ST
1410205,1/24/2025,WATER MAIN BREAK,1017 SAINT PAUL ST
1410208,1/24/2025,WATER MAIN BREAK,4700 WRENWOOD AVE
1410212,1/24/2025,WATER MAIN BREAK,4095 HARFORD RD
1410216,1/24/2025,WATER MAIN BREAK,EAST COLD SPRING LANE AND KERNWOOD AVE
1410250,1/25/2025,WATER MAIN BREAK,2601 CECIL AVE 21218
1410255,1/25/2025,WATER MAIN BREAK,18 ADMIRAL BLVD
1410263,1/25/2025,WATER MAIN BREAK,3223 ORLANDO AVE
1410272,1/25/2025,WATER MAIN BREAK,7202 KIMMEL AVE
1410279,1/25/2025,WATER MAIN BREAK,2525 GLENCOE RD
1410292,1/25/2025,WATER MAIN BREAK,432 BLOOMSBURY AVE
1410295,1/25/2025,WATER MAIN BREAK,3504 KESWICK RD
1410300,1/25/2025,WATER MAIN BREAK,6616 BOWMAN HILL DR
1410301,1/25/2025,WATER MAIN BREAK,DUNDALK AVE AND HARTWAIT ST
1410325,1/25/2025,WATER MAIN BREAK,1339 LINCOLN WOODS DR
1410328,1/25/2025,WATER MAIN BREAK,8234 DUNDALK AVE
1410338,1/25/2025,WATER MAIN BREAK,5114 SHELBOURNE RD
1410342,1/25/2025,WATER MAIN BREAK,351 SOUTH RD
1410343,1/25/2025,WATER MAIN BREAK,CHURCH SAINT AND FAIRHAVEN PENNINGTON
1410360,1/25/2025,WATER MAIN BREAK,1432 EAST LANVALE ST
1410362,1/25/2025,WATER MAIN BREAK,2307 WEATHERVANE GRTH
1410365,1/25/2025,WATER MAIN BREAK,1500 FRIENDSHIP ST
1410366,1/25/2025,WATER MAIN BREAK,1127 BLK HALL AL
1410372,1/25/2025,WATER MAIN BREAK,1808 EAST LOMBARD ST
1410373,1/25/2025,WATER MAIN BREAK,950 SEAGULL AVE
1410403,1/25/2025,WATER MAIN BREAK,403 NORTH CHAPEL ST
1410405,1/25/2025,WATER MAIN BREAK,413 NORTH WASHINGTON ST
1410407,1/25/2025,WATER MAIN BREAK,2 TROON CT
1410412,1/25/2025,WATER MAIN BREAK,109 EAST CROSS ST
1410421,1/25/2025,WATER MAIN BREAK,715 NORTH PORT ST
1410423,1/25/2025,WATER MAIN BREAK,1930 EASTFIELD RD
1410427,1/25/2025,WATER MAIN BREAK,4803 TRUESDALE AVE
1410443,1/25/2025,WATER MAIN BREAK,6117 STANTON AVE
1410446,1/25/2025,WATER MAIN BREAK,5547 ASHBOURNE RD
1410454,1/25/2025,WATER MAIN BREAK,SUTTON AVE AND SOUTH ST
1410456,1/25/2025,WATER MAIN BREAK,3012 EVERGREEN AVE
1410458,1/25/2025,WATER MAIN BREAK,427 WOODBINE AVE
1410464,1/25/2025,WATER MAIN BREAK,3500 DENNLYN RD
1410467,1/25/2025,WATER MAIN BREAK,710 DRUID HILL AVE
1410468,1/25/2025,WATER MAIN BREAK,3709 HILLSDALE RD
1410479,1/26/2025,WATER MAIN BREAK,1394 WEST NORTH AVE
1410480,1/26/2025,WATER MAIN BREAK,2102 KALB MANOR RD
1410481,1/26/2025,WATER MAIN BREAK,2956 MANNS AVE
1410482,1/26/2025,WATER MAIN BREAK,7 TROON CT
1410485,1/26/2025,WATER MAIN BREAK,100 MCMECHAN ST
1410490,1/26/2025,WATER MAIN BREAK,7400 HAMMOND RD
1410501,1/26/2025,WATER MAIN BREAK,4623 ARABIA AVE
1410508,1/26/2025,WATER MAIN BREAK,1618 PARK AVE
1410510,1/26/2025,WATER MAIN BREAK,103 SOUTH REGESTER ST
1410516,1/26/2025,WATER MAIN BREAK,NORTH CULVER SAINT ST JOSEPH ST
1410518,1/26/2025,WATER MAIN BREAK,8807 LIBERTY RD
1410522,1/26/2025,WATER MAIN BREAK,6105 BIRCHWOOD AVE
1410537,1/26/2025,WATER MAIN BREAK,10 EUGENE AVE
1410548,1/26/2025,WATER MAIN BREAK,4 ENJAY AVE
1410551,1/26/2025,WATER MAIN BREAK,1500 EAST HOMBERG AVE
1410555,1/26/2025,WATER MAIN BREAK,4948 SILVER SPRING RD
1410557,1/26/2025,WATER MAIN BREAK,1315 GATEFIELD RD
1410562,1/26/2025,WATER MAIN BREAK,1210 ELSING RD
1410565,1/26/2025,WATER MAIN BREAK,255 SOUTH CONKLING ST
1410579,1/26/2025,WATER MAIN BREAK,317 TRAPPE RD
1410584,1/26/2025,WATER MAIN BREAK,884 WEST LOMBARD ST
1410586,1/26/2025,WATER MAIN BREAK,1112 GITTINGS AVE
1410588,1/26/2025,WATER MAIN BREAK,4300 SEIDEL AVE
1410591,1/26/2025,WATER MAIN BREAK,3810 BIRCHVIEW AVE
1410596,1/26/2025,WATER MAIN BREAK,722 SOUTH ROSE ST
1410599,1/26/2025,WATER MAIN BREAK,726 EAST LAKE AVE
1410612,1/26/2025,WATER MAIN BREAK,6525 GOLDEN RING RD
1410621,1/26/2025,WATER MAIN BREAK,519 CAMPBELLS LN
1410622,1/26/2025,WATER MAIN BREAK,WEST SARATOGA SAINT AND NORTH GILMOR ST
1410629,1/26/2025,WATER MAIN BREAK,1739 EAST OLIVER ST
1410642,1/27/2025,WATER JOINT LEAK,7006 BRENTWOOD AVE
1410665,1/27/2025,WATER MAIN BREAK,2347 WEST LEXINGTON ST
1410672,1/27/2025,WATER MAIN BREAK,2125 NORTH PULASKI ST
1410676,1/27/2025,WATER MAIN BREAK,1203 NORTH POTOMAC ST
1410697,1/27/2025,WATER MAIN BREAK,2159 BLK CHELSEA TER
1410703,1/27/2025,WATER MAIN BREAK,4128 WESTCHESTER RD
1410742,1/27/2025,WATER MAIN BREAK,7326 NORTH DAKOTA AVE
1410745,1/27/2025,WATER MAIN BREAK,7620 MARS AVE
1410752,1/27/2025,WATER JOINT LEAK,884 WEST LOMBARD ST
1410795,1/27/2025,WATER MAIN BREAK,COTTAGE AVE AND VIOLET
1410822,1/27/2025,WATER JOINT LEAK,837 WEST 35TH ST
1410827,1/27/2025,WATER MAIN BREAK,7300 OLD HARFORD RD
1410872,1/27/2025,WATER MAIN BREAK,300 SOUTH RD
1410879,1/27/2025,WATER MAIN BREAK,6900 FIELDCREST RD
1410891,1/27/2025,WATER MAIN BREAK,2319 AISQUITH ST
1410896,1/27/2025,WATER MAIN BREAK,706 MORRIS AVE
1410902,1/27/2025,WATER MAIN BREAK,202 WEST FAYETTE ST
1410905,1/27/2025,WATER MAIN BREAK,12 OAK HOLLOW CT AND GARRISON FARMS RD
1410913,1/27/2025,WATER MAIN BREAK,6903 GUNDER AVE
1410963,1/27/2025,WATER MAIN BREAK,515 EAST JEFFREY ST
1410981,1/27/2025,WATER MAIN BREAK,6 MARBLEDALE CT
1410982,1/27/2025,WATER MAIN BREAK,7110 RIVER DRIVE RD
1410987,1/27/2025,WATER MAIN BREAK,3209 MORAVIA RD
1410988,1/27/2025,WATER MAIN BREAK,8502 VALLEYFIELD RD
1410994,1/27/2025,WATER MAIN BREAK,3869 LYNDALE AVE
1410997,1/27/2025,WATER MAIN BREAK,4 PICKFORD CT
1411005,1/27/2025,WATER MAIN BREAK,1618 HARDWICK RD
1411009,1/27/2025,WATER MAIN BREAK,2802 MCCOMAS AVE
1411011,1/27/2025,WATER MAIN BREAK,4219 NORTH POINT RD
1411012,1/27/2025,WATER MAIN BREAK,2415 CIDER MILL RD
1411015,1/27/2025,WATER MAIN BREAK,1208 WASHINGTON BLVD
1411016,1/28/2025,WATER MAIN BREAK,2835 BLK SISSON ST
1411027,1/28/2025,WATER MAIN BREAK,2516 SYCAMORE AVE
1411035,1/28/2025,WATER MAIN BREAK,4206 WHITE AVE
1411124,1/28/2025,WATER MAIN BREAK,800 HARGROVE ALY
1411150,1/28/2025,WATER MAIN BREAK,EYRE CT AND KILKENNY CIR
1411151,1/28/2025,WATER MAIN BREAK,539 NORTH DEAN ST
1411167,1/28/2025,WATER MAIN BREAK,1029 BLK WEST LEXINGTON ST
