"","city","income_per_capita","census_response_rate2020","census_response_rate2010","nbanks_zip","pct_anymembershp_zip","zip","tot_pop","age_above65","median_age","white","black","asian","geoid1","tract"
"29","CROFTON",44926.6751054852,0.804000020027161,0.76800000667572,5,0.540188014507294,21114,5584,0.126432664756447,39.9249283667622,0.788144699140401,0.146848137535817,0.00626790830945559,"2400370",24003702205
"30","CROFTON",45148.7190435525,0.855000019073486,0.776999950408936,5,0.540188014507294,21114,6503,0.0828848223896663,35.5817007534984,0.696909118868215,0.157927110564355,0.0155312932492696,"2400370",24003702206
"31","CROFTON",51363.9893576587,0.815999984741211,0.749000012874603,5,0.540188014507294,21114,6865,0.0683175528040787,34.2595484340859,0.700509832483613,0.192279679533867,0.087836853605244,"2400370",24003702208
"32","CROFTON",57084.4368600683,0.891999959945679,0.777981638908386,5,0.540188014507294,21114,4494,0.0520694259012016,35.2729194481531,0.83756119270138,0.0927903871829105,0.0391633288829551,"2400370",24003702209
"33","DAVIDSONVILLE",56903.8377192983,0.859000027179718,0.815999984741211,NA,NA,21035,5726,0.175515193852602,46.3077366398882,0.916695773663989,0.0122249388753056,0.0508208173244848,"2400370",24003702300
"34","ANNAPOLIS",63156.6758173967,0.766999959945679,0.699999988079071,26,0.601665019989014,21401,6803,0.215934146699985,47.0661619873585,0.873144201087755,0.0221960899603116,0.0232250477730413,"2400370",24003702402
"35","ANNAPOLIS",35744.5179227941,0.661999940872192,0.697274267673492,26,0.601665019989014,21401,6105,0.119410319410319,38.3924488124488,0.398689598689599,0.381818181818182,0.0117936117936118,"2400370",24003702500
"36","ANNAPOLIS",52380.2234794908,0.813000023365021,0.755999982357025,7,0.519900023937225,21403,5545,0.138142470694319,39.6765734896303,0.812263300270514,0.159422903516682,0.0216411181244364,"2400370",24003702601
"37","ANNAPOLIS",64415.2162839248,0.786999940872192,0.743396162986755,7,0.519900023937225,21403,5769,0.172993586410123,47.8902756110244,0.78869821459525,0.111284451378055,0.0263477205754897,"2400370",24003702602
"38","ANNAPOLIS",50694.0126467931,NA,0.790742933750153,26,0.601665019989014,21401,4808,0.0800748752079867,36.5013103161398,0.80865224625624,0.119176372712146,0.0555324459234609,"2400370",24003702701
"39","ANNAPOLIS",78337.438271605,0.748000025749207,0.785000026226044,26,0.601665019989014,21401,3746,0.227175654030966,48.9611585691404,0.881473571809931,0.0950347036839295,0.0157501334757074,"2400370",24003702702
"40","ANNAPOLIS",47577.1703703704,NA,0.6985644698143,26,0.601665019989014,21401,3525,0.182127659574468,43.2325106382979,0.713758865248227,0.25531914893617,0.0130496453900709,"2400370",24003706101
"41","ANNAPOLIS",58499.4933277731,NA,0.739930629730225,7,0.519900023937225,21403,4441,0.168205359153344,46.4780905201531,0.679351497410493,0.241387074983112,0,"2400370",24003706301
"42","ANNAPOLIS",74114.5370813397,0.676999986171722,0.686999976634979,7,0.519900023937225,21403,3176,0.204030226700252,48.6609256926952,0.921284634760705,0.038727959697733,0.00472292191435768,"2400370",24003706302
"43","ANNAPOLIS",29405.5234842015,NA,0.705623865127563,7,0.519900023937225,21403,7475,0.103678929765886,32.2816588628763,0.505953177257525,0.143678929765886,0.0232775919732441,"2400370",24003706401
"44","ANNAPOLIS",44191.3085106383,0.649999976158142,0.654000043869019,7,0.519900023937225,21403,2966,0.152393796358732,42.2430209035738,0.623735670937289,0.343223196223871,0.00708024275118004,"2400370",24003706402
"45","ANNAPOLIS",58555.8639484979,0.701999962329865,0.726000010967255,26,0.601665019989014,21401,5269,0.147086733725565,39.3397229075726,0.709052951224141,0.241412032643765,0.0144239893717973,"2400370",24003706500
"46","ANNAPOLIS",46463.9812847749,0.771999955177307,0.73476892709732,26,0.601665019989014,21401,5335,0.171134020618557,38.1693533270853,0.718650421743205,0.219681349578257,0.00862230552952202,"2400370",24003706600
"47","ANNAPOLIS",16251,0.728000044822693,0.546000003814697,NA,NA,21412,6211,0.00112703268394783,21,0.726936081146353,0.0999838995330865,0.0489454194171631,"2400370",24003706700
"48","SHADY SIDE",38689.4496990542,0.736000001430511,0.741842091083527,NA,NA,20764,6369,0.124509342125922,43.3130632752394,0.872664468519391,0.111948500549537,0.00643743130789763,"2400370",24003707001
"49","CHURCHTON",42971.796996663,0.763999998569489,0.727782726287842,NA,NA,20733,5010,0.12315369261477,42.8654690618763,0.924550898203593,0.043313373253493,0.00658682634730539,"2400370",24003707002
"50","LOTHIAN",34625.9126760563,0.703000009059906,0.759092092514038,NA,NA,20711,5852,0.12200956937799,42.0411995898838,0.759569377990431,0.152597402597403,0.00803144224196856,"2400370",24003708004
"51","GLEN BURNIE",44131.1552386177,NA,0.715376198291779,2,0.500304996967316,21060,9807,0.0596512695013766,34.8362190272255,0.793208932395228,0.129397369226063,0.027939227082696,"2400373",24003730100
"52","GLEN BURNIE",25283.1472536034,NA,0.742509126663208,2,0.500304996967316,21060,6040,0.146854304635762,39.3464900662252,0.661920529801325,0.250662251655629,0.0447019867549669,"2400373",24003730203
"53","GLEN BURNIE",26460.2830558276,0.776999950408936,0.697823882102966,2,0.500304996967316,21060,6102,0.142084562438545,37.5870534251065,0.566043920026221,0.320386758439856,0.0332677810553917,"2400373",24003730204
"54","GLEN BURNIE",29278.9655172414,0.774999976158142,0.736999988555908,2,0.500304996967316,21060,3386,0.096574128765505,37.7708210277614,0.8502658003544,0.0826934435912581,0.0233313644418193,"2400373",24003730300
"55","GLEN BURNIE",31463.5268138801,0.741999983787537,0.72000002861023,19,0.500293970108032,21061,5309,0.0808061781879827,35.6488604256922,0.626294970804295,0.230363533622151,0.0489734413260501,"2400373",24003730401
"56","GLEN BURNIE",31510.7204563977,NA,0.733082592487335,19,0.500293970108032,21061,6192,0.1203165374677,37.7833333333333,0.65406976744186,0.1921834625323,0.0658914728682171,"2400373",24003730402
"57","GLEN BURNIE",35238.7865937072,NA,0.761187434196472,19,0.500293970108032,21061,5668,0.149082568807339,42.1857092448836,0.661432604093155,0.256704304869442,0.0541637261820748,"2400373",24003730502
"58","MILLERSVILLE",36358.009681881,NA,0.728687584400177,4,0.512247025966644,21108,7805,0.0923766816143498,38.5670211402947,0.536322869955157,0.296860986547085,0.0345932094811019,"2400373",24003730504
"59","GLEN BURNIE",27614.0703087886,NA,0.737423121929169,19,0.500293970108032,21061,4593,0.0664053995210102,30.1003483561942,0.339865011974744,0.460047898976704,0.0942738950576965,"2400373",24003730505
"60","GLEN BURNIE",26317.8066239316,NA,0.693867862224579,19,0.500293970108032,21061,3568,0.0737107623318386,32.200168161435,0.352858744394619,0.532511210762332,0.0767937219730942,"2400373",24003730506
"61","MILLERSVILLE",57592.0860167622,0.889999985694885,0.79748010635376,4,0.512247025966644,21108,7145,0.126242127361791,41.9936599020294,0.87963610916725,0,0.0512246326102169,"2400373",24003730601
"62","MILLERSVILLE",41603.1072555205,0.791999995708466,0.773999989032745,4,0.512247025966644,21108,3116,0.104942233632863,43.3080872913992,0.835686777920411,0.048780487804878,0.0786264441591784,"2400373",24003730603
"63","SEVERNA PARK",51382.8121162505,NA,0.838349938392639,14,0.523805022239685,21146,7175,0.142299651567944,41.1768641114983,0.887247386759582,0.0473867595818815,0.0358188153310105,"2400373",24003730604
"64","SEVERNA PARK",56354.4701433121,NA,0.794528067111969,14,0.523805022239685,21146,7344,0.150871459694989,42.2786764705882,0.938725490196078,0.0277777777777778,0.00925925925925926,"2400373",24003730700
"65","ARNOLD",76464,0.819000005722046,0.805502116680145,3,0.631052017211914,21012,2512,0.168391719745223,48.6,0.966958598726115,0.00119426751592357,0.0179140127388535,"2400373",24003730800
"66","ANNAPOLIS",59211.0902934537,0.699999988079071,0.708999991416931,2,0.580467998981476,21409,2601,0.150711264898116,39.2254517493272,0.873125720876586,0.0941945405613226,0.0107650903498654,"2400373",24003730901
"67","ANNAPOLIS",73165.244982699,0.828000009059906,0.810999989509583,2,0.580467998981476,21409,3881,0.183457871682556,48.157717083226,0.935068281370781,0.0399381602679722,0.0157175985570729,"2400373",24003730902
"68","ANNAPOLIS",41964.3178294574,0.828000009059906,0.765999972820282,2,0.580467998981476,21409,3380,0.173668639053254,42.5107692307692,0.824260355029586,0.100591715976331,0.0210059171597633,"2400373",24003731002
"69","ANNAPOLIS",42124.1885456885,0.855000019073486,0.77999997138977,2,0.580467998981476,21409,4243,0.12891821824181,41.2751826537827,0.925760075418336,0.01885458402074,0.0219184539241103,"2400373",24003731003
"70","ANNAPOLIS",40357.5269461078,0.869000017642975,0.801671802997589,2,0.580467998981476,21409,4471,0.102214269738314,39.8859315589354,0.91925743681503,0.0196823976738985,0.0284052784611944,"2400373",24003731004
"71","ARNOLD",47341.3065517241,NA,0.810733020305634,3,0.631052017211914,21012,7614,0.118203309692671,39.1006566850538,0.933674809561334,0.0250853690570003,0.0131337010769635,"2400373",24003731102
"72","ARNOLD",39351.4129438717,0.851000010967255,0.788000047206879,3,0.631052017211914,21012,5207,0.136354906856155,38.9105434991358,0.83906280007682,0.0846936815824851,0.0522373727674285,"2400373",24003731103
"73","ARNOLD",42743.0271587744,0.86300003528595,0.819063901901245,3,0.631052017211914,21012,4265,0.116998827667057,38.8731066822978,0.863540445486518,0.0525205158264947,0.0218053927315358,"2400373",24003731104
"74","ARNOLD",39737.7872860636,0.875999987125397,0.795526027679443,3,0.631052017211914,21012,3346,0.180215182307233,44.286072922893,0.929766885833831,0.0173341303048416,0.0319784817692767,"2400373",24003731105
"75","SEVERNA PARK",55144.1006205674,0.885999977588654,0.816999971866608,14,0.523805022239685,21146,6539,0.153387368099098,44.3172809298058,0.960391497170821,0.0140694295763878,0.00856400061171433,"2400373",24003731201
"76","PASADENA",46993.4823695346,NA,0.760731518268585,13,0.575791001319885,21122,7278,0.160208848584776,45.7682605111294,0.960291288815609,0.0336630942566639,0,"2400373",24003731202
"77","SEVERNA PARK",46186.2053535757,NA,0.802121877670288,14,0.523805022239685,21146,7047,0.104725415070243,44.6120051085568,0.920107847310912,0.0299418192138499,0.0139066269334469,"2400373",24003731203
"78","PASADENA",37221.7902542373,NA,0.811472415924072,13,0.575791001319885,21122,6303,0.0882119625575123,36.6675234015548,0.869744566079645,0.043630017452007,0.0271299381247025,"2400373",24003731204
"79","PASADENA",50614.6235955056,0.788000047206879,0.754000008106232,13,0.575791001319885,21122,6483,0.173068024062934,50.6055684096869,0.954342125559155,0.00832947709393799,0.0137282122474163,"2400373",24003731303
"80","PASADENA",43768.0129579982,0.781999945640564,0.746999979019165,13,0.575791001319885,21122,6069,0.12275498434668,46.0525622013511,0.939693524468611,0.0148294611962432,0.0103806228373702,"2400373",24003731306
"81","PASADENA",34850.3577464789,0.828999996185303,0.782012701034546,13,0.575791001319885,21122,6599,0.061069859069556,33.4609334747689,0.901045612971662,0.058645249280194,0.0100015153811184,"2400373",24003731307
"82","PASADENA",33984.7790262172,0.780999958515167,0.731000006198883,13,0.575791001319885,21122,3744,0.166132478632479,43.3404914529915,0.942574786324786,0.0104166666666667,0.0211004273504274,"2400373",24003731308
"83","PASADENA",29616.9255,0.77999997138977,0.724000036716461,13,0.575791001319885,21122,5842,0.0970558028072578,33.900222526532,0.899863060595686,0.078568983224923,0.0063334474495036,"2400373",24003731309
"84","PASADENA",32174.1311288483,0.824999988079071,0.734993577003479,13,0.575791001319885,21122,5343,0.102564102564103,35.4741530975108,0.907542579075426,0.0396780834737039,0.02283361407449,"2400373",24003731310
"85","PASADENA",34756.9907407407,NA,0.715287148952484,13,0.575791001319885,21122,8302,0.0661286437003132,33.3807395808239,0.830643218501566,0.06046735726331,0.0202360876897133,"2400373",24003731311
"86","HANOVER",49303.2708333333,NA,0.727675259113312,7,0.507435977458954,21076,9809,0.0741156081149964,37.6745233968804,0.542868793964726,0.222958507493119,0.170965439902131,"2400374",24003740102
"87","HANOVER",42284.1982984293,0.811999976634979,0.776470899581909,7,0.507435977458954,21076,8555,0.13302162478083,41.4109059029807,0.531385154880187,0.306721215663355,0.0914085330216248,"2400374",24003740103
"88","SEVERN",36377.1821561338,0.775999963283539,0.73800003528595,4,0.52403599023819,21144,8629,0.0618843434928729,33.0239888747248,0.395410823965697,0.46575501216827,0.0774133735079384,"2400374",24003740104
"89","SEVERN",26447.5434782609,0.6700000166893,0.637000024318695,4,0.52403599023819,21144,4026,0.0402384500745156,25.9608047690015,0.215846994535519,0.637605563835072,0.0479384003974168,"2400374",24003740105
"90","GLEN BURNIE",34917.7936901808,NA,0.666678309440613,19,0.500293970108032,21061,7754,0.0972401341243229,36.3250193448543,0.60729945834408,0.262703120969822,0.081377353623936,"2400374",24003740201
"91","SEVERN",44745.9710144928,0.833999991416931,0.821999967098236,4,0.52403599023819,21144,6067,0.107796274929949,41.1127575407945,0.790011537827592,0.136311191692764,0.0377451788363277,"2400374",24003740203
"92","SEVERN",34961.946486138,0.830999970436096,0.811999976634979,4,0.52403599023819,21144,4551,0.0931663370687761,37.3286969896726,0.752581850142826,0.100197758734344,0.05713030103274,"2400374",24003740303
"93","ODENTON",47590.3604651163,0.73800003528595,0.613248407840729,6,0.515372037887573,21113,4706,0.107309817254569,39.831236719082,0.657033574160646,0.218019549511262,0.0507862303442414,"2400374",24003740304
"94","ODENTON",36921.6196613596,0.744000017642975,0.603693902492523,6,0.515372037887573,21113,11839,0.0375876340907171,29.0462539065799,0.327392516259819,0.557563983444548,0.0488216910212011,"2400374",24003740305
"95","LAUREL",53957.9464496343,NA,0.708156049251556,2,0.533619999885559,20724,10492,0.0505146778497903,37.4432805947389,0.36322912695387,0.486275257338925,0.0871139916126573,"2400374",24003740500
"96","FORT GEORGE G MEADE",24890.1944216571,0.583999991416931,0.607166051864624,0,0.444645017385483,20755,4083,0.00220426157237326,24.8714670585354,0.636051922605927,0.202057310800882,0.032574087680627,"2400374",24003740601
"97","FORT GEORGE G MEADE",22100.7248677249,0.620000004768372,0.573845624923706,0,0.444645017385483,20755,3100,0.0103225806451613,24.0091612903226,0.569032258064516,0.27258064516129,0.0451612903225806,"2400374",24003740602
"98","FORT GEORGE G MEADE",23598.5919811321,0.628000020980835,0.606766819953918,0,0.444645017385483,20755,2569,0.00233553912028026,22.8765278318412,0.772674192292721,0.110159595173219,0.0342545737641105,"2400374",24003740603
"99","ODENTON",57378.343315508,0.814999997615814,0.765999972820282,6,0.515372037887573,21113,5718,0.12906610703043,40.8836481287163,0.712486883525708,0.181182231549493,0.0603357817418678,"2400374",24003740701
"100","ODENTON",45715.8396524487,NA,0.655188202857971,6,0.515372037887573,21113,9686,0.103241792277514,36.8055544084245,0.742308486475325,0.125954986578567,0.0277720421226513,"2400374",24003740702
"101","GAMBRILLS",46451.2351529694,0.825999975204468,0.824000000953674,9,0.523535966873169,21054,4490,0.189977728285078,48.2265478841871,0.828285077951002,0.065478841870824,0.0209354120267261,"2400374",24003740800
"102","ODENTON",36462.6618975904,0.84500002861023,0.779138267040253,6,0.515372037887573,21113,7709,0.113244259955896,35.1396679206123,0.697236995719289,0.173822804514204,0.0623946037099494,"2400374",24003740900
"103","MILLERSVILLE",50524.052496799,0.824999988079071,0.832304775714874,4,0.512247025966644,21108,2270,0.125550660792952,43.5444052863436,0.858590308370044,0.0400881057268722,0.0629955947136564,"2400374",24003741000
"104","BROOKLYN",23072.0187165775,0.678000032901764,0.688644886016846,3,0.447239995002747,21225,4086,0.108174253548703,38.612187958884,0.658835046500245,0.204111600587372,0.0259422418012726,"2400375",24003750101
"105","BROOKLYN",24005.4799081515,0.64599996805191,0.688644886016846,3,0.447239995002747,21225,2703,0.108398076211617,34.0047724750277,0.693673695893452,0.175730669626341,0.0551239363669996,"2400375",24003750102
"106","BROOKLYN",24036.5344537815,0.734000027179718,0.735000014305115,3,0.447239995002747,21225,3036,0.172924901185771,43.3892621870883,0.564558629776021,0.313570487483531,0.0296442687747036,"2400375",24003750201
"107","BROOKLYN",34097.5068493151,NA,0.753809213638306,3,0.447239995002747,21225,3133,0.132460900095755,45.6183210979891,0.82764123842962,0.107245451643792,0.047558250877753,"2400375",24003750202
"108","BROOKLYN",31513,NA,0.753809213638306,3,0.447239995002747,21225,1210,0.128099173553719,38.5,0.798347107438017,0.0892561983471074,0.0223140495867769,"2400375",24003750203
"109","LINTHICUM HEIGHTS",35077.4271457086,0.746999979019165,0.71399998664856,2,0.575443029403687,21090,2757,0.104098657961552,36.671019223794,0.868335146898803,0.0192237939789626,0.0319187522669568,"2400375",24003750300
"110","LINTHICUM HEIGHTS",40342.3614457831,0.834999978542328,0.785226285457611,2,0.575443029403687,21090,4004,0.171578421578422,48.7438811188811,0.866633366633367,0.0382117882117882,0.0427072927072927,"2400375",24003750400
"111","GLEN BURNIE",32774.7732696897,0.794000029563904,0.757688343524933,19,0.500293970108032,21061,6306,0.14557564224548,42.1992705359975,0.83523628290517,0.0666032350142721,0.027592768791627,"2400375",24003750801
"112","GLEN BURNIE",23335.2355555556,0.664000034332275,0.731935560703278,19,0.500293970108032,21061,8441,0.0908660111361213,30.1797772775737,0.475299135173558,0.246890178888757,0.0472692808908897,"2400375",24003750803
"113","GLEN BURNIE",28545.1499312242,0.771999955177307,0.732177197933197,19,0.500293970108032,21061,3692,0.177681473456121,45.076218851571,0.77546045503792,0.0869447453954496,0.0820693391115926,"2400375",24003750804
"114","GLEN BURNIE",35182.1869983949,0.731000006198883,0.734000027179718,2,0.500304996967316,21060,2781,0.160733549083064,40.759798633585,0.786048184106437,0.0776699029126214,0.054297015462064,"2400375",24003750900
"115","GLEN BURNIE",28217.0937713895,0.758000016212463,0.744383335113525,2,0.500304996967316,21060,3833,0.143229846073572,36.5878424210801,0.821549699973911,0.106965823115053,0,"2400375",24003751000
"116","GLEN BURNIE",31280.5849514563,0.771999955177307,0.743000030517578,2,0.500304996967316,21060,4044,0.137982195845697,40.441765578635,0.677794263105836,0.253956478733927,0.0323936696340257,"2400375",24003751102
"117","GLEN BURNIE",38240.2174887892,0.755999982357025,0.723575949668884,2,0.500304996967316,21060,5548,0.166546503244412,43.2633201153569,0.857786589762076,0.0794881038211968,0.0241528478731074,"2400375",24003751103
"118","LINTHICUM HEIGHTS",34462.6307692308,0.643999993801117,0.776927411556244,2,0.575443029403687,21090,4189,0.133683456672237,41.2227500596801,0.918835044163285,0.0367629505848651,0.0284077345428503,"2400375",24003751200
"119","SEVERN",44731.7930805057,0.750999987125397,0.810689985752106,4,0.52403599023819,21144,3948,0.137791286727457,48.6122340425532,0.620820668693009,0.241641337386018,0.0468591691995947,"2400375",24003751400
"120","LAUREL",29629.3416252073,0.629000008106232,0.617843508720398,2,0.533619999885559,20724,7155,0.0944793850454228,35.9703983228512,0.497414395527603,0.374703004891684,0.0444444444444444,"2400375",24003751500
"121","ANNAPOLIS",51004.2328021764,0.801999986171722,0.835999965667725,26,0.601665019989014,21401,5147,0.3592383912959,61.8225762580144,0.928696327958034,0.0281717505342918,0.0349718282494657,"2400375",24003751600
"122","CROWNSVILLE",70904.2549407115,0.789000034332275,0.819999992847443,NA,NA,21032,2828,0.140735502121641,47.8930693069307,0.836280056577086,0.0975954738330976,0.0438472418670438,"2400375",24003751700
"123","CATONSVILLE",33880.1144934121,0.715999960899353,0.838000059127808,11,0.482555001974106,21228,4259,0.232214134773421,64.8073491429913,0.756046020192533,0.109884949518666,0.1340690302888,"2400540",24005400100
"124","CATONSVILLE",33044.0421860019,0.744000017642975,0.680000007152557,11,0.482555001974106,21228,2483,0.105920257752718,32.979057591623,0.808296415626259,0.148610551751913,0.0285944422070077,"2400540",24005400200
"125","CATONSVILLE",45937.8508424182,0.790000021457672,0.814999997615814,11,0.482555001974106,21228,5724,0.148148148148148,42.1232879105521,0.842417889587701,0.0614954577218728,0.0621942697414396,"2400540",24005400400
"126","CATONSVILLE",55010,0.921999990940094,0.888999998569489,11,0.482555001974106,21228,2506,0.131683958499601,45.4,0.967677573822825,0.0223463687150838,0.00997605746209098,"2400540",24005400500
"127","CATONSVILLE",35006.1961805556,0.745000004768372,0.726999998092651,11,0.482555001974106,21228,2970,0.0814814814814815,35.616228956229,0.62996632996633,0.262962962962963,0.0595959595959596,"2400540",24005400600
"128","CATONSVILLE",36336.50675139,0.733000040054321,0.674000024795532,11,0.482555001974106,21228,2965,0.0664418212478921,36.6490725126475,0.518718381112985,0.329173693086003,0.0701517706576728,"2400540",24005400701
"129","BALTIMORE",31441,0.758000016212463,0.73199999332428,8,0.436487019062042,21229,1935,0.0790697674418605,35.4,0.688888888888889,0.194315245478036,0.0320413436692506,"2400540",24005400702
"130","CATONSVILLE",34000.7341389728,0.763999998569489,0.734000027179718,11,0.482555001974106,21228,2774,0.147440519105984,43.5651766402307,0.555515501081471,0.287671232876712,0.0641672674837779,"2400540",24005400800
"131","CATONSVILLE",29948,0.741999983787537,0.7049999833107,11,0.482555001974106,21228,2082,0.126320845341018,36.5,0.772334293948127,0.173871277617675,0.0201729106628242,"2400540",24005400900
"132","CATONSVILLE",37612.5463659148,0.74099999666214,0.745999991893768,11,0.482555001974106,21228,2627,0.164065473924629,45.3681385610963,0.852683669585078,0.097830224590788,0.0357822611343738,"2400540",24005401000
"133","GWYNN OAK",24245.8666053358,0.73199999332428,0.71699994802475,2,0.515825986862183,21207,6535,0.106350420811018,39.1624942616679,0.217597551644989,0.678347360367253,0.0863045141545524,"2400540",24005401101
"134","GWYNN OAK",28940,0.653000056743622,0.711999952793121,2,0.515825986862183,21207,1045,0.132057416267943,38.9,0.113875598086124,0.708133971291866,0.04688995215311,"2400540",24005401102
"135","GWYNN OAK",32196.887434555,0.686999976634979,0.726000010967255,2,0.515825986862183,21207,3075,0.140813008130081,39.2498211382114,0.235772357723577,0.693008130081301,0.024390243902439,"2400540",24005401200
"136","GWYNN OAK",27493.1659125189,0.731000006198883,0.727704703807831,2,0.515825986862183,21207,3552,0.137387387387387,41.2262668918919,0.164977477477477,0.754222972972973,0.0340653153153153,"2400540",24005401301
"137","BALTIMORE",28691.2162162162,0.669000029563904,0.727704703807831,8,0.436487019062042,21229,2625,0.137142857142857,39.2254857142857,0.148571428571429,0.83847619047619,0.00304761904761905,"2400540",24005401302
"138","CATONSVILLE",41850,0.893999993801117,0.855000019073486,11,0.482555001974106,21228,1781,0.204379562043796,42.1,0.933745087029759,0,0.0297585626052779,"2400540",24005401400
