300,W Baltimore,NS,,$1.75 ,$1.75 ,$1.50 ,$1.25 ,$1.25 ,
400,W Baltimore,NS,,$2.00 ,$1.75 ,$1.75 ,$1.50 ,$1.50 ,$1.25 
400,W Baltimore,SS,,$2.00 ,$1.75 ,$1.75 ,$1.50 ,$1.50 ,$1.25 
