WeekEnding,County,RegularUI,PuaNew,PuaReclassified,PeucClaims
"November 30, 2024",NON-MARYLAND,165,0,0,0
"November 30, 2024",PRINCE GEORGES,175,0,0,0
"November 30, 2024",QUEEN ANNES,11,0,0,0
"November 30, 2024",SOMERSET,9,0,0,0
"November 30, 2024",ST MARYS,7,0,0,0
"November 30, 2024",TALBOT,10,0,0,0
"November 30, 2024",Unknown,14,0,0,0
"November 30, 2024",WASHINGTON,32,0,0,0
"November 30, 2024",WICOMICO,33,0,0,0
"November 30, 2024",WORCESTER,57,0,0,0
"December 7, 2024",ALLEGANY,50,0,0,0
"December 7, 2024",ANNE ARUNDEL,214,0,0,0
"December 7, 2024",BALTIMORE,366,0,0,0
"December 7, 2024",BALTIMORE CITY,324,0,0,0
"December 7, 2024",CALVERT,31,0,0,0
"December 7, 2024",CAROLINE,17,0,0,0
"December 7, 2024",CARROLL,46,0,0,0
"December 7, 2024",CECIL,41,0,0,0
"December 7, 2024",CHARLES,77,0,0,0
"December 7, 2024",DORCHESTER,22,0,0,0
"December 7, 2024",FREDERICK,69,0,0,0
"December 7, 2024",GARRETT,26,0,0,0
"December 7, 2024",HARFORD,113,0,0,0
"December 7, 2024",HOWARD,116,0,0,0
"December 7, 2024",KENT,13,0,0,0
"December 7, 2024",MONTGOMERY,258,0,0,0
"December 7, 2024",NON-MARYLAND,277,0,0,0
"December 7, 2024",PRINCE GEORGES,320,0,0,0
"December 7, 2024",QUEEN ANNES,18,0,0,0
"December 7, 2024",SOMERSET,10,0,0,0
"December 7, 2024",ST MARYS,14,0,0,0
"December 7, 2024",TALBOT,12,0,0,0
"December 7, 2024",Unknown,28,0,0,0
"December 7, 2024",WASHINGTON,68,0,0,0
"December 7, 2024",WICOMICO,73,0,0,0
"December 7, 2024",WORCESTER,72,0,0,0
"December 14, 2024",ALLEGANY,33,0,0,0
"December 14, 2024",ANNE ARUNDEL,134,0,0,0
"December 14, 2024",BALTIMORE,315,0,0,0
"December 14, 2024",BALTIMORE CITY,304,0,0,0
"December 14, 2024",CALVERT,14,0,0,0
"December 14, 2024",CAROLINE,10,0,0,0
"December 14, 2024",CARROLL,52,0,0,0
"December 14, 2024",CECIL,39,0,0,0
"December 14, 2024",CHARLES,49,0,0,0
"December 14, 2024",DORCHESTER,14,0,0,0
"December 14, 2024",FREDERICK,74,0,0,0
"December 14, 2024",GARRETT,22,0,0,0
"December 14, 2024",HARFORD,101,0,0,0
"December 14, 2024",HOWARD,66,0,0,0
"December 14, 2024",KENT,22,0,0,0
"December 14, 2024",MONTGOMERY,213,0,0,0
"December 14, 2024",NON-MARYLAND,208,0,0,0
"December 14, 2024",PRINCE GEORGES,259,0,0,0
"December 14, 2024",QUEEN ANNES,20,0,0,0
"December 14, 2024",SOMERSET,12,0,0,0
"December 14, 2024",ST MARYS,10,0,0,0
"December 14, 2024",TALBOT,10,0,0,0
"December 14, 2024",Unknown,23,0,0,0
"December 14, 2024",WASHINGTON,60,0,0,0
"December 14, 2024",WICOMICO,35,0,0,0
"December 14, 2024",WORCESTER,52,0,0,0
"December 21, 2024",ALLEGANY,55,0,0,0
"December 21, 2024",ANNE ARUNDEL,183,0,0,0
"December 21, 2024",BALTIMORE,396,0,0,0
"December 21, 2024",BALTIMORE CITY,483,0,0,0
"December 21, 2024",CALVERT,24,0,0,0
"December 21, 2024",CAROLINE,16,0,0,0
"December 21, 2024",CARROLL,85,0,0,0
"December 21, 2024",CECIL,31,0,0,0
"December 21, 2024",CHARLES,53,0,0,0
"December 21, 2024",DORCHESTER,13,0,0,0
"December 21, 2024",FREDERICK,86,0,0,0
"December 21, 2024",GARRETT,17,0,0,0
"December 21, 2024",HARFORD,107,0,0,0
"December 21, 2024",HOWARD,86,0,0,0
"December 21, 2024",KENT,13,0,0,0
"December 21, 2024",MONTGOMERY,244,0,0,0
"December 21, 2024",NON-MARYLAND,195,0,0,0
"December 21, 2024",PRINCE GEORGES,279,0,0,0
"December 21, 2024",QUEEN ANNES,11,0,0,0
"December 21, 2024",SOMERSET,18,0,0,0
"December 21, 2024",ST MARYS,26,0,0,0
"December 21, 2024",TALBOT,15,0,0,0
"December 21, 2024",Unknown,37,0,0,0
"December 21, 2024",WASHINGTON,63,0,0,0
"December 21, 2024",WICOMICO,70,0,0,0
"December 21, 2024",WORCESTER,47,0,0,0
"December 28, 2024",ALLEGANY,74,0,0,0
"December 28, 2024",ANNE ARUNDEL,383,0,0,0
"December 28, 2024",BALTIMORE,482,0,0,0
"December 28, 2024",BALTIMORE CITY,491,0,0,0
"December 28, 2024",CALVERT,84,0,0,0
"December 28, 2024",CAROLINE,24,0,0,0
"December 28, 2024",CARROLL,124,0,0,0
"December 28, 2024",CECIL,101,0,0,0
"December 28, 2024",CHARLES,150,0,0,0
"December 28, 2024",DORCHESTER,20,0,0,0
"December 28, 2024",FREDERICK,76,0,0,0
"December 28, 2024",GARRETT,17,0,0,0
"December 28, 2024",HARFORD,194,0,0,0
"December 28, 2024",HOWARD,122,0,0,0
"December 28, 2024",KENT,18,0,0,0
"December 28, 2024",MONTGOMERY,156,0,0,0
"December 28, 2024",NON-MARYLAND,250,0,0,0
"December 28, 2024",PRINCE GEORGES,235,0,0,0
"December 28, 2024",QUEEN ANNES,26,0,0,0
"December 28, 2024",SOMERSET,13,0,0,0
"December 28, 2024",ST MARYS,36,0,0,0
"December 28, 2024",TALBOT,28,0,0,0
"December 28, 2024",Unknown,50,0,0,0
"December 28, 2024",WASHINGTON,91,0,0,0
"December 28, 2024",WICOMICO,46,0,0,0
"December 28, 2024",WORCESTER,37,0,0,0
