"","address","neighborhood","latest_day","location.lon","location.lat"
"449","100 Clay, Baltimore, Md","cdowntown",4.00,-76.61682, 39.29235
"450","200 E Lexington, Baltimore, Md","cdowntown",3.75,-76.61205, 39.29134
"451","100 E Redwood, Baltimore, Md","cdowntown",4.00,-76.61326, 39.28896
"452","100 E Redwood, Baltimore, Md","cdowntown",4.00,-76.61326, 39.28896
"453","400 N Eutaw, Baltimore, Md","cdowntown",2.50,-76.62141, 39.29396
"454","400 N Eutaw, Baltimore, Md","cdowntown",2.50,-76.62141, 39.29396
"455","400 N Eutaw, Baltimore, Md","cdowntown",2.50,-76.62141, 39.29396
"456","400 N Eutaw, Baltimore, Md","cdowntown",2.50,-76.62141, 39.29396
"457","Unit N Hanover, Baltimore, Md","cdowntown",4.25,-76.61643, 39.28985
"458","200 N Sharp, Baltimore, Md","cdowntown",4.25,-76.61599, 39.29351
"459","Unit Park, Baltimore, Md","cdowntown",3.50,-76.52895, 39.33494
"460","Unit S Calvert, Baltimore, Md","cdowntown",2.75,-76.61220, 39.28828
"461","Unit S Calvert, Baltimore, Md","cdowntown",2.75,-76.61220, 39.28828
"462","100 S Charles, Baltimore, Md","cdowntown",2.50,-76.61554, 39.28713
"463","Unit S Charles, Baltimore, Md","cdowntown",3.00,-76.61429, 39.27576
"464","200 W Fayette, Baltimore, Md","cdowntown",4.00,-76.61813, 39.29070
"465","200 E Baltimore, Baltimore, Md","cdowntown",NA,-76.61207, 39.28983
"466","200 E Baltimore, Baltimore, Md","cdowntown",2.50,-76.61207, 39.28983
"467","300 E Baltimore, Baltimore, Md","cdowntown",NA,-76.61084, 39.28984
"468","100 E Fayette, Baltimore, Md","cdowntown",4.50,-76.61681, 39.29104
"469","200 E Redwood, Baltimore, Md","cdowntown",4.00,-76.61198, 39.28910
"470","200 E Redwood, Baltimore, Md","cdowntown",4.00,-76.61198, 39.28910
"471","200 E Redwood, Baltimore, Md","cdowntown",4.00,-76.61198, 39.28910
"472","200 E Redwood, Baltimore, Md","cdowntown",4.00,-76.61198, 39.28910
"473","Unit E Redwood, Baltimore, Md","cdowntown",4.50,-76.61296, 39.28886
"474","Unit E Redwood, Baltimore, Md","cdowntown",4.50,-76.61296, 39.28886
"475","Unit E Redwood, Baltimore, Md","cdowntown",4.50,-76.61296, 39.28886
"476","Unit E Redwood, Baltimore, Md","cdowntown",4.50,-76.61296, 39.28886
"477","300 N Eutaw, Baltimore, Md","cdowntown",3.50,-76.62144, 39.29301
"478","300 N Eutaw, Baltimore, Md","cdowntown",3.50,-76.62144, 39.29301
"479","300 N Eutaw, Baltimore, Md","cdowntown",3.50,-76.62144, 39.29301
"480","300 N Eutaw, Baltimore, Md","cdowntown",3.50,-76.62144, 39.29301
"481","Unit N Gay, Baltimore, Md","cdowntown",3.75,-76.59505, 39.30185
"482","300 N Howard, Baltimore, Md","cdowntown",4.50,-76.61984, 39.29298
"483","Unit S Eutaw, Baltimore, Md","cdowntown",4.00,-76.62067, 39.28539
"484","Unit S Eutaw, Baltimore, Md","cdowntown",4.00,-76.62067, 39.28539
"485","Unit S Eutaw, Baltimore, Md","cdowntown",4.00,-76.62067, 39.28539
"486","Unit S Eutaw, Baltimore, Md","cdowntown",4.00,-76.62067, 39.28539
"487","100 S Paca, Baltimore, Md","cdowntown",4.50,-76.62217, 39.28747
"488","Unit S Paca, Baltimore, Md","cdowntown",4.50,-76.62801, 39.27748
"489","Unit S Paca, Baltimore, Md","cdowntown",4.50,-76.62801, 39.27748
"490","Unit South, Baltimore, Md","cdowntown",3.75,-76.61086, 39.28836
"491","100 St Paul St, Baltimore, Md","cdowntown",4.00,-76.61426, 39.29062
"492","300 W Lexington, Baltimore, Md","cdowntown",3.75,-76.62049, 39.29173
"493","300 W Lexington, Baltimore, Md","cdowntown",3.75,-76.62049, 39.29173
"494","300 W Lexington, Baltimore, Md","cdowntown",3.75,-76.62049, 39.29173
"495","300 W Lexington, Baltimore, Md","cdowntown",3.75,-76.62049, 39.29173
"496","500 W Lexington, Baltimore, Md","cdowntown",3.75,-76.62257, 39.29133
"497","500 W Lexington, Baltimore, Md","cdowntown",3.75,-76.62257, 39.29133
"498","500 W Lexington, Baltimore, Md","cdowntown",3.75,-76.62257, 39.29133
"499","500 W Lexington, Baltimore, Md","cdowntown",3.75,-76.62257, 39.29133
"500","100 Water, Baltimore, Md","cdowntown",4.50,-76.61321, 39.28822
"501","400 Water, Baltimore, Md","cdowntown",4.25,-76.61004, 39.28856
"502","500 Water, Baltimore, Md","cdowntown",4.50,-76.60880, 39.28862
"503","600 Water, Baltimore, Md","cdowntown",4.50,-76.60783, 39.28886
"504","100 Commerce, Baltimore, Md","cdowntown",4.75,-76.61011, 39.28784
"505","100 Commerce, Baltimore, Md","cdowntown",4.75,-76.61011, 39.28784
"506","100 Commerce, Baltimore, Md","cdowntown",4.75,-76.61011, 39.28784
"507","100 Commerce, Baltimore, Md","cdowntown",4.75,-76.61011, 39.28784
"508","Unit Commerce, Baltimore, Md","cdowntown",3.75,-76.61015, 39.28855
"509","Unit Commerce, Baltimore, Md","cdowntown",3.75,-76.61015, 39.28855
"510","Unit Commerce, Baltimore, Md","cdowntown",3.75,-76.61015, 39.28855
"511","Unit Commerce, Baltimore, Md","cdowntown",3.75,-76.61015, 39.28855
"512","Unit Custom House, Baltimore, Md","cdowntown",4.50,-76.60974, 39.28911
"513","400 E Baltimore, Baltimore, Md","cdowntown",NA,-76.61003, 39.28996
"514","Unit E Baltimore, Baltimore, Md","cdowntown",NA,-76.58916, 39.29172
"515","Unit E Baltimore, Baltimore, Md","cdowntown",4.25,-76.58916, 39.29172
"516","400 E Fayette, Baltimore, Md","cdowntown",4.75,-76.61027, 39.29048
"517","Unit E Fayette, Baltimore, Md","cdowntown",4.75,-76.58561, 39.29428
"518","300 E Lexington, Baltimore, Md","cdowntown",4.25,-76.61098, 39.29139
"519","400 E Lexington, Baltimore, Md","cdowntown",4.50,-76.60999, 39.29161
"520","400 E Lexington, Baltimore, Md","cdowntown",4.50,-76.60999, 39.29161
"521","400 E Lexington, Baltimore, Md","cdowntown",4.50,-76.60999, 39.29161
"522","400 E Lexington, Baltimore, Md","cdowntown",4.50,-76.60999, 39.29161
"523","Unit E Lexington, Baltimore, Md","cdowntown",4.75,-76.60611, 39.29222
"524","Unit E Pleasant, Baltimore, Md","cdowntown",3.50,-76.61262, 39.29363
"525","Unit E Pleasant, Baltimore, Md","cdowntown",3.50,-76.61262, 39.29363
"526","Unit E Pleasant, Baltimore, Md","cdowntown",3.50,-76.61262, 39.29363
"527","Unit E Pleasant, Baltimore, Md","cdowntown",3.50,-76.61262, 39.29363
"528","700 E Pratt, Baltimore, Md","cdowntown",4.50,-76.60594, 39.28699
"529","500-600 E Pratt, Baltimore, Md","cdowntown",4.75,-76.60836, 39.28718
"530","400 E Saratoga, Baltimore, Md","cdowntown",3.25,-76.61011, 39.29273
"531","400 E Saratoga, Baltimore, Md","cdowntown",3.25,-76.61011, 39.29273
"532","400 E Saratoga, Baltimore, Md","cdowntown",3.25,-76.61011, 39.29273
"533","400 E Saratoga, Baltimore, Md","cdowntown",3.25,-76.61011, 39.29273
"534","200 Guilford, Baltimore, Md","cdowntown",4.50,-76.61145, 39.29128
"535","200 Guilford, Baltimore, Md","cdowntown",4.50,-76.61145, 39.29128
"536","200 Holliday, Baltimore, Md","cdowntown",4.50,-76.61080, 39.29186
"537","200 Holliday, Baltimore, Md","cdowntown",4.50,-76.61080, 39.29186
"538","200 Holliday, Baltimore, Md","cdowntown",4.50,-76.61080, 39.29186
"539","200 Holliday, Baltimore, Md","cdowntown",4.50,-76.61080, 39.29186
"540","Unit Holliday, Baltimore, Md","cdowntown",4.00,-76.61045, 39.29322
"541","100 N Gay, Baltimore, Md","cdowntown",3.75,-76.60906, 39.29131
"542","300 St Paul St, Baltimore, Md","cdowntown",4.75,-76.61435, 39.29275
"543","400 St Paul St, Baltimore, Md","cdowntown",4.75,-76.61462, 39.29427
"544","Unit W Fayette, Baltimore, Md","cdowntown",3.75,-76.63752, 39.28979
"545","300 Water, Baltimore, Md","cdowntown",4.75,-76.61067, 39.28866
"546","100 E Baltimore, Baltimore, Md","cdowntown",4.00,-76.61380, 39.28958
"547","100 N Paca, Baltimore, Md","cdowntown",1.25,-76.62256, 39.29063
"548","300 N Paca, Baltimore, Md","cdowntown",2.25,-76.62252, 39.29277
